id,input,prediction,ground_truth
23,"اختر الإجابة الصحيحة حول Ovulation :

الاختيارات:
A. تحدث حوالي اليوم 14 من الدورة الشهرية.
B. ينتج عنها خلية بيضية ثانوية و جسم قطبي واحد.
C. إذا لم تتلقح الخلية البيضية الثانوية خالل 24 ساعة تبدأ بالتنكس.
D. كل ما سبق صحيح.",D,D
24,"التعصيب الحسي للطرف العلوي: (2016 أولى)

الاختيارات:
A. الجلدي الأنسي للساعد من الزندي.
B. الجلدي الخلفي للعضد من العصب الكعبري.
C. الجلدي الخلفي للساعد من العصب الكعبري.
D. الجلدي الوحشي العلوي للعضد من الإبطي.
E. الثلثين الوحشيين لراحة اليد من العصب الناصف.",D,A
25,". اختر الاجابة الخاطئة المتعلقة بالبلعوم:

الاختيارات:
A. يدعى Pharynx
B. يتصل مع الرغامي باربطة ليفية
C. يمتد من القحف حتى الفقرة الرقبية السادسة
D. قسماه الفموي والحنجري يتبعان للجهاز الهضمي",C,B
26,"ما يلي من عضلات الساعد الخلفية العميقة عدا:

الاختيارات:
A. باسطة الخنصر
B. باسطة الإبهام الطويلة
C. باسطة السبابة
D. باسطة الإبهام القصيرة",D,A
27,"يساهم بتشكيل مسبع ويليس ما عدا:

الاختيارات:
A. السباتي الظاهر
B. السباتي الباطن الأيسر
C. القاعدي
D. السباتي الباطن الأيمن",C,A
28,"يفرز هرمون ال PTH :

الاختيارات:
A. الغدد جارات الدرق
B. الغدة الدرقية
C. النخامي
D. الكظر",A,A
29,"من وظائف الهرمونات التي يفرزها المبيض :

الاختيارات:
A. تضمن تطور وصيانة الصفات الجنسية الأنثوية
B. تنظم الدورات الطمثية
C. تحافظ على الرحم للحمل
D. كل ما سبق صحيح",D,D
30,"توجد فيه Lymphatic vessels

الاختيارات:
A. Hyalin cartilage
B. Elastic cartilage
C. fubrocartilage
D. كل ما سبق صحيح
E. كل ما سبق خطأ.",E,E
31,"Sebaceous gland في الجلد :

الاختيارات:
A. هي انبوبة ذات قناة طويلة
B. تبدأ عملها عند البلوغ
C. تتواجد في أدمة الجلد الرقيق والسميك
D. الأول والثاني",D,B
32,"طبقات ال Midbrain :

الاختيارات:
A. يحتوي بين القسم المتوسط والخلي على المسال المخي
B. السقف في المركز
C. الساق خلفية
D. الغطاء في الامام",D,A
33,"غشاء الخلية العضلية

الاختيارات:
A. Sarcolemma
B. Epimysium
C. Axolemma
D. Endomyium
E. Hypertrophy",A,A
34,"العبارة الصحيحة عن المبيض:

الاختيارات:
A. معظم نسيج المبيض يتألف من اللب.
B. مغطى بظهارة بسيطة اسطوانية.
C. معظم نسيج المبيض يتألف من قشر.
D. اللب والقشر منفصلان عن بعضهما بحاجز ليفي.",C,C
35,"يقع بين جسم الفقرة والقوس الفقرية :

الاختيارات:
A. الثقبة المستعرضة
B. الثقبة بين الفقرية
C. الثقبة الفقرية
D. الثقبة المغذية",B,C
36,"الفازوبريسين:

الاختيارات:
A. OT
B. ADH
C. FSH
D. T3",B,B
37,"أقسام البلعوم ماعدا:

الاختيارات:
A. الأنفي
B. الفموي
C. المريني
D. الحنجري",C,C
38,". الاجابة الخاطئة حول السائل الدماغي الشوكي

الاختيارات:
A. ينتج من ال choroid plexus
B. يمكن بزله اسفل الفقرة القطنية الثانية
C. يتم ارتشافه في الجيب الوريدي الصلبي
D. له دور في النقل الهرموني",C,C
39,"اختر العبارة الخاطئة عن Aganglionosis :

الاختيارات:
A. غياب الautonomic ganglia
B. تؤدي لتضخم منطقة ماقبل الإصابة
C. عيانيا˝ غياب لويحات باير
D. Megacolon",B,C
40,"نسبة خلايا كوبفر للخلايا الكبدية :

الاختيارات:
A. 0.05
B. 0.15
C. 0.2
D. 0.3",B,B
41,"كل ما يلي صحيح عن الظهارة التنفسية:

الاختيارات:
A. الخلايا القاعدية هي خلايا جذعية نشطة انقسامياً
B. الخلايا الكأسية أكثر وفرة من الخلايا مهدبة
C. الخلايا الحبيبة تعتبرعصبية صماوية
D. A+C
E. كل ما سبق صحيح",E,D
42,"- كل ما يلي صحيح عن العظام الطويلة ما عدا:

الاختيارات:
A. نمو العظم يتم في اتجاهين
B. منطقة نضج وتصنيع عناصر الدم
C. يتألف من جسم ونهايتين
D. مثال عنها Femur",A,A
43,"تتحدد الثلمة البكرية بين

الاختيارات:
A. الناتئ الزجي + الناتئ المنقاري
B. الناتئ الزجي + الحفرة الحفرة البكرية
C. الحفرة البكرية + الناتئ المنقاري
D. كل ما سبق خطأ",B,A
44,"يحفز PTH تحويل ViTD إلى كالسيفيرول في :

الاختيارات:
A. المعي
B. العظم
C. الكلية
D. لا شيء مما سبق",B,A
45,"ما يلي صحيح عن الحنك ماعدا

الاختيارات:
A. له قسم صلب
B. له قسم رخو
C. يفصل كلياً البلعوم الفموي عن الأنفي
D. من اقسامه اللهاة",A,C
46,". ترتكز العضلة ذات الرأسين الفخذية على

الاختيارات:
A. Tibial tuberosity
B. Head of fibula
C. Radial tuberosity
D. Ulnar tuberosity",B,B
47,"يتكون الشدقان مما يلي ما عدا:

الاختيارات:
A. ألياف عضلية مخططة
B. الجلد
C. القوس السنخية
D. الغشاء المخاطي",C,C
48,"تضم الحزمة الوعانية العصبية العضدية ماعدا:

الاختيارات:
A. الشريان العضدي
B. الوريد العضدي
C. العضب العضدي
D. العضب الناصف و الزندي",D,C
49,"تقع المنطقة الشمية في:

الاختيارات:
A. سقف الأنف
B. مقدمة الأنف
C. الجدارا الوحشي للأنف
D. الجدار الانسي للأنف",A,A
50,"يتصل المدورين بالأمام في الفخذ بـ:

الاختيارات:
A. الخط بين المدورين
B. العرف بين المدورين
C. الثلمة بين المدورة
D. لا شئ مما سبق",B,A
51,"يوجد التلم الكعبري في جسم العضد:

الاختيارات:
A. على الوجه الخلفي.
B. على الوجه الانسي.
C. على الوجه الوحشي.
D. كل ماسبق خطأ.",B,A
52,"يتوضع المريء في:

الاختيارات:
A. المنصف العلوي
B. المنصف الخلفي
C. المنصف الأوسط
D. A+B",D,D
53,"يرتكز الرباط الإبري اللامي على:

الاختيارات:
A. النهاية العلوية للقرن الصغير للعظم اللامي.
B. النهاية العلوية للقرن الكبير للعظم اللامي C.
C. الوجه الأمامي للعظم اللامي.
D. كل ما سبق خطأ.",A,A
54,"تتشكل ضفيرة راشكوف في لب السن من :

الاختيارات:
A. ألياف ودية.
B. ألياف نظيرة ودية
C. ألياف حسية.
D. كل من a و .b",D,C
55,"يقع المستقيم بين :

الاختيارات:
A. القولون النازل والقولون السيني
B. القولون السيني والقناة الشرجية
C. القولون السيني والقولون المعترض
D. القولون المعترض والقولون السيني",B,B
56,"حديبات مونتغومري هي غدد

الاختيارات:
A. دهنية
B. لعابية
C. عرقية
D. صباغية",B,A
57,"يعبر الشق الحجاجي السفلي:

الاختيارات:
A. العصب القحفي الرابع
B. العصب القحفي الثالث
C. A+B
D. لا شيء مما سبق",C,D
58,"ما يلي صحيح عن جزر لانغرهانس :

الاختيارات:
A. الخلايا Bتفرز الغوكلغو
B. الخلايا A تفرز الانسولين
C. الخلايا F تفرز السوماتوستاتين
D. كل ما سبق خطأ",B,D
59,"يتواجد في المناطق المعرضة لقوى السحب والشد

الاختيارات:
A. Fibrocartilage
B. Elastic cartilage
C. Hyaline cartilage
D. Elastic cartilage + hyaline cartilage كلاهما
E. كل ماسبق خطأ",A,A
60,"العضلة الحرقفية :

الاختيارات:
A. تنشأ من الحفرة الحرقفية.
B. ترتكز على عظم الفخذ.
C. تعمل على بسط الفخذ على البطن.
D. تسهم في ثني الجذع للأمام.",A,C
61,"يشبه بشكله خاتماً ذا فص كبير :

الاختيارات:
A. الحلقي
B. الطرجهالي
C. الدرقي
D. القريني",A,A
62,"في السبيل المعدي المعوي :

الاختيارات:
A. تناول الطعام =<تنغلق التفاغرات الشريانية الوريدية =<يزيد مرور الدم.
B. حالة الصوم=<تنغلق التفاغرات =<يزيد مرور الدم.
C. في تناول الطعام لا حاجة لمرور الدم.
D. كل ماسبق خطأ.",B,A
63,"الطبقة الثالثة من عضلات أخمص القدم تشمل عدا:

الاختيارات:
A. باسطة الإصبع
B. قابضة الإبهام
C. قابضة الإصبع الصغرى
D. مقربة الإبهام",D,A
64,"المحرك لعضلات اللسان :

الاختيارات:
A. 11
B. 7
C. 12
D. 9",C,C
65,"يتواجد على الوجه الداخلي أو اللساني لعظم الفك السفلي كل ما يلى عدا :

الاختيارات:
A. الناشرة الذقنية .
B. الخط الضرسى اللامي.
C. حفرة الغدة تحت الفك السفلى.
D. حفرة ذات البطنين.",D,A
66,"مصطلحات الحركة في مستوى الأطراف كل ما يلي صحيح عدا:

الاختيارات:
A. التقريب والتبعيد عندما نضع الطرف بجانب الجسم أو نبعده عنه.
B. الدوران الأنسي أو الوحشي عندما يدور الطرف حول محوره الطولاني.
C. الرفع هي الحركة للأعلى والخفض الحركة نحو الأسفل.
D. العطف عندما يتحرك الطرف العلوي نحو الخلف في المستوى السهمي.",D,D
67,"يمر خلف جذر الرئة اليسرى:

الاختيارات:
A. القناة الصدرية.
B. الأبهر النازل الصدري.
C. العصب الحجابي الأيسر.
D. القسم الصدري من الجذع الودي.
E. الحسب المبهم الأيسر.",B,E
68,"كل الغدد التالية هي حصرا Endocrine باستثناء

الاختيارات:
A. الدرق
B. الكبد
C. الغدة النخامية
D. جارات الدرق
E. الأول والثالث.",B,B
69,"الأنف الظاهر بتألف مما يلي ما عدا:

الاختيارات:
A. Apex
B. Root
C. Ala
D. Floor",C,A
70,"خلايا تمتاز نواها بمظهر وجه الساعة أو العجلة.

الاختيارات:
A. Plasma cells
B. Macrophages
C. Neutrophils
D. Basophils
E. كل ما سبق خطا.",C,A
71,"كل ما يلي من فروع الضفيرة القطنية ماعدا :

الاختيارات:
A. العصب الحرقفي الوركي
B. العصب الحرقفي الخثلي
C. العصب الحرقفي الفخذي
D. العصب الحرقفي الأربي",D,A
72,"عضلات الساق الأمامية عدا:

الاختيارات:
A. الظنبوبية الأمامية
B. باسطة إبهام القدم الطويلة
C. باسطة الخنصر القصيرة
D. باسطة الأصابع الطويلة",C,C
73,"العصب الحجابي فرع الضفيرة :

الاختيارات:
A. العضدية
B. القطنية
C. الرقبية
D. العجزية",B,C
74,"يفرز الأدرينالين من :

الاختيارات:
A. قشرة الكظر
B. لب الكظر
C. الطحال
D. البنكرياس",A,B
75,"يتشكل الوريد الأجوف السفلي من إتحاد :

الاختيارات:
A. الوريدين الحرقفيين الخارجي والداخلي
B. الوريدين الحرقفيين المشتركين الأيمن والأيسر
C. الوريدين الفخذيين
D. كل ما سبق خطأ",B,B
76,"كل ما يلي صحيح عن عظم العانة عدا :

الاختيارات:
A. يتمفصل جسما عظمي العانة في الخلف عبر ارتفاق العانة.
B. يتحد الفرع العلوي مع الحرقفة والاسك لتكوين الحق.
C. يتحد الفرع السفلي مع الإسك أسفل الثقبة السادية.
D. تدعى الحافة العلوية لجسم العانة بالعرف العاني.",C,A
77,"يصعد من الحافه العلويه للغده النكفيه ويصعب حسياً قسماً من فروه الرأس

الاختيارات:
A. infra-orbital nerve
B. external nasal nerve
C. buccal nerve
D. Imental nerve
E. Auriculo-temporal nerve",A,E
78,"في الشرايين الطبقة الأكثر تمايزاً وكثافة هي:

الاختيارات:
A. الخارجية
B. المتوسطة
C. الداخلية والمتوسطة
D. الداخلية",D,B
79,"ينتج هرمون T4 من :

الاختيارات:
A. التوتة
B. الكظر
C. الدرق
D. النخامى",A,C
80,"يتألف القفص الصدري مما يلي ما عدا:

الاختيارات:
A. العمود الفقري
B. القص
C. الأضلاع
D. الأوراب",D,A
81,"الغدد الرئيسية للجهاز الغدي الصماوي ماعدا:

الاختيارات:
A. الكبد
B. التوتة
C. المبيض
D. المعتكلة",D,A
82,"تتم حركة رفع الفك السفلي بألياف من العضلة:

الاختيارات:
A. ذات البطنين.
B. الجناحية الوحشية.
C. الجناحية الأنسية.
D. الضرسية اللامية.
E. ولا واحدة مما سبق.",A,C
83,"تمثل لفافة غالوديت Gallaudet:

الاختيارات:
A. اللفافة العميقة للعجان.
B. اللفافة العميقة للصفن.
C. اللفافة العميقة للقضيب.
D. اللفافة العميقة للحبل المنوي.
E. اللفافة العميقة لجدار البطن.",D,A
84,"حبال الضفيرة العضدية: (2007 أولى)

الاختيارات:
A. الأنسي يتشكل من الجذع المتوسط
B. الوحشي يتشكل من الجذع السفلي
C. الخلفي يتوضع خلف الوريد الإبطي
D. يمتد الوحشي أعلى ووحشي الشريان الإبطي",C,D
85,"العضلة التي ترتكز بشكل أساسي على العظم الزورقي:

الاختيارات:
A. الظنبوبي الأمامي
B. الظنبوبي الخلفي
C. الشظوية الطويلة
D. الشظوية القصيرة
E. قابضة الإبهام الطويلة",D,B
86,"من فروع الزلاقي ماعدا:

الاختيارات:
A. الطحالي
B. المعدي الأيسر
C. المعدي الأيمن
D. الكبدي",B,C
87,"تقع المنطقة الشمية في :

الاختيارات:
A. سقف الأنف
B. مقدمة الأنف
C. الجدار الوحشي للأنف
D. الجدار الأنسى للأنف",A,A
88,"الوسادة من النسيج الدهني فوق الارتفاق العاني تدعى

الاختيارات:
A. جبل العانة
B. الشفر الصغير
C. الشفر الكبير
D. دهليز الفرج",C,A
89,"يعبر من الشق الحجاجي العلوي الأعصاب القحفية :

الاختيارات:
A. الثالث + الرابع
B. السادس
C. الفرع العينى الخامس
D. كل ما سبق صحيح",D,D
90,"الناشزة القذالية الظاهرة والبارزة الصليبية تتوضعان في:

الاختيارات:
A. القسم القاعدي
B. القسم الجانبي
C. القسم الصدفى
D. الثقبة الكبيرة",C,C
91,"تتواجد العناصر التالية في المثلث الخلفي: 2015) أولي)

الاختيارات:
A. الشريان السباتي الظاهر.
B. الشريان السباتي الباطن.
C. الوريد الوداجي الباطن.
D. الشريان القذالي.",C,D
92,"كل ما يلي صحيح عن الصفحة العامودية للعظم الغربالي ماعدا:

الاختيارات:
A. تشكل الجزء الامامي العلوي للوتيرة الانفية.
B. تمر عبرها الياف العصب الشمي.
C. تتصل مع الميكعة.
D. يبدو عرف الديك وكأنه استمرار لها.",C,B
93,"كل ما يلي صحيح عن الدرق عدا :

الاختيارات:
A. تفرز الخلايا المجاورة للجريبات أيضا ثلاثي يودوثيرونين T3
B. تفرز الخلايا الجريبية التيروكسين
C. تفرز الخلايا المجاورة للجريبات الكالسيتونين T4
D. تحيط بالغدة الدرقية محفظة مشتقة من اللفافة الرقبية العميقة",A,A
94,"العظم القذالي (الخاطئة):

الاختيارات:
A. تقع الحديبة الضلعية عند اتصال الجسم مع العنق .
B. يزداد طول الأضلاع من الضلع الأولى حتى الضلع الخامسة ثم يتناقص.
C. يتمفصل رأس الضلع مع وجيهين ضلعيين مع فقرتين متجاورتين.
D. تتصل الأضلاع الحقيقة بالقص بواسطة الغضاريف الضلعية.",B,A
95,"من وظائف الأدمة كل مما يلي ما عدا :

الاختيارات:
A. دعم البشرة.
B. ربط البشرة مع النسيج الشحمي تحت الجلد.
C. تجديد خلايا الجلد.
D. كل ما سبق صحيح.",C,C
96,"كل ما يلي صحيح عن المخي عدا:

الاختيارات:
A. يراقب الحركة والتوازن.
B. تصله معلومات عن وضعية الجسم من المفاصل والأوتار والدهليز.
C. يقع بالحفرة القحفية المتوسطة.
D. يقوم بمقارنة الأمر الحركي وتنفيذه.",C,C
97,"الجوف الحقى تمفصل الورك :

الاختيارات:
A. له سطح مفصلى كروى الشكل
B. يتشكل من اجتماع ثلاث عظام
C. حافته العلوية مثلمه
D. هو جوف ضحل نسبياً",B,B
98,"يتوضع الكولون السيني في

الاختيارات:
A. الناحية المغبنية اليمنى
B. الناحية المغبنية اليسرى
C. الخثلية
D. لا شيء مما سبق",B,B
99,"من أقسام العظم الوتدي ما عدا:

الاختيارات:
A. الثقبة الكبرى
B. الجناح الكبير
C. الجناح الصغير
D. الجسم",C,A
100,"العضلة المخاطية في الوصل المريئي الفؤادي :

الاختيارات:
A. متقطعة.
B. مستمرة.
C. غير موجودة.
D. غير منتظمة.",A,B
101,"الخاطئ مما يلي هو :

الاختيارات:
A. يصب Hemiazygos Veinفي Azygos Vein والذي يصب Superior Vena Cava
B. يوجد Basilar Vein في الوجه الأنسي للذراع
C. يتشكل Azygos Vein من الوريد القطني الصاعد الأيسر
D. يعطي Cephalic Vein الوريد المرفقي الناصف",B,A
102,"تسبب أذية منشأ العصب الفكي السفلي ما عدا: (2017 أولى)

الاختيارات:
A. فقدان حسي لمخاطية قاع الفم.
B. فقدان حس الغدة تحت اللسان.
C. فقدان حسي للثلثين الأماميين للسان.
D. فقدان حس اللثة اللسانية.
E. فقدان تذوق للثلثين الأماميين للسان.",E,E
103,"قسم العظم الجبهي الذي يفصل بين القسمين الحجاجيين من الخلف:

الاختيارات:
A. الصدفة والقسم الحجاجي
B. الثلمة الغربالية
C. الصفيحة الغربالية العمودية
D. القسم الأنفي",C,B
104,"إحدى العضلات التالية تربط الزنار الكتفي بالرأس :

الاختيارات:
A. شبه المنحرفة.
B. المدورة الكبيرة.
C. العريضة الظهرية.
D. المعينية الكبيرة.",D,A
105,"الفروع الانتهائية للسبات الظاهر:

الاختيارات:
A. الوتدي والفكي
B. الفكي والصدغي والسطحي
C. الفكي والوجهي
D. لا شيء مما سبق",B,B
106,"تضم الحزمة الوعانية العصبية العضدية ماعدا:

الاختيارات:
A. الشريان العضدي
B. الوريد العضدي
C. العضب العضدي
D. العضب الناصف و الزندي",D,C
107,". خاطئة عن النوى القاعدية

الاختيارات:
A. مراكز حسية في عمق المادة البيضاء
B. تتالف من النواة المذنبة والعدسية
C. مسؤولة عن تنسيق الفعالية الحركية
D. مراكز حركية في عمق المادة البيضاء",C,A
108,"ينزح الخلط المائي إلى :

الاختيارات:
A. قناة شليم (الجيب الوريدي الصليبي)
B. الجيب المستقيم
C. الجيب السهمي العلوي
D. الوريد المخي الكبير",A,A
109,"من أربطة مفصل الورك: (2007)

الاختيارات:
A. الرباط العجزي الحدبي
B. الرباط العجزي الشوكي
C. الرباط العاني العلوي
D. الرباط الحرقفي الفخذي",B,D
110,"تتصل الحفرة الجناحية الحنكية مع البنى التالية ماعدا: )2014 ثانية)

الاختيارات:
A. الأذن الوسطى.
B. الحفرة القحفية الوسطى.
C. التجويف الأنفي.
D. التجويف الفموي .
E. تجويف الحجاج.",C,A
111,"العبارة الخاطئة عن الشرايين المرنة هي :

الاختيارات:
A. تساعد على استقرار ضخ الدم.
B. لونها مائل للأصفر بسبب تراكم الكولسترول.
C. الصفيحة المرنة الداخلية موجودة.
D. كل ما سبق خاطئ.",D,B
112,"المنطقة المتوسطة في نواح البطن

الاختيارات:
A. الشرسوفية
B. الخثلية
C. السرية
D. المغبنية",B,C
113,". عصب الفك العلوي يمر من

الاختيارات:
A. الثقبة المدورة
B. الثقبة الشوكية
C. الثقبة البيضية
D. الشق الحجابي العلوي",A,A
114,"نقطة تشريحية على الوجه السفلي لجسم العظم الوتدي

الاختيارات:
A. العرف الوتدي
B. السرج التركي
C. المنقار الوتدي
D. الثقبة المدورة",C,C
115,"يتوضع كيس الدمع على العظم :

الاختيارات:
A. الدمعي أنسي الحجاج
B. الجبهي وحشي الحجاج
C. الفك العلوي أنسي الحجاج
D. الجبهي أنسي الحجاج",B,A
116,"ينشأ الشريان السباتي المشترك الأيسر من :

الاختيارات:
A. قوس الأبهر مباشرة
B. الأبهر البطني
C. الأبهر الصاعد
D. الشريان العضدي الرأسي",A,A
117,"الطبقة الأولى من عضلات أخمص القدم تشمل عدا:

الاختيارات:
A. العضلات الخراطينية
B. مبعدة إبهام القدم
C. مبعدة إصبع القدم الصغرى
D. قابضة الأصابع القصيرة",C,A
118,"تمفصلات رصغ القدم : (2017)

الاختيارات:
A. العقب مع أسفل الظنبوب
B. القعب مع النردي
C. الزورقي مع الاسفينية
D. الزورقي مع العقب",D,C
119,". يخرج العصب الفكي العلوي من القحف عبر

الاختيارات:
A. Foramen rotundum
B. Foramen ovale
C. Foramen spinosium
D. Foramen lacenum",A,A
120,"طول الأسهر

الاختيارات:
A. 45 سم
B. 15سم
C. 6أمتار
D. 1أمتار",D,A
121,"تزداد مناطق الفيتامين في المناطق التالية عدا:

الاختيارات:
A. راحة اليد.
B. حول فتحة الشرج.
C. اللعوة.
D. الأعضاء التناسلية الخارجية.",C,A
122,"امتداد الألياف المغروية يسمى :

الاختيارات:
A. خطوط الامتداد
B. الخطوط المغروية
C. خطوط التشطر
D. خطوط التوازي",B,C
123,"الغدد الدهليزية الكبيرة (بارثولين)

الاختيارات:
A. تتوضع في جدار المهبل.
B. وظيفتها إفراز المخاط.
C. هي غدد مزدوجة.
D. كل ما سبق صحيح.",D,D
124,"تشمل العضلات الأنسية في الفخذ عدا:

الاختيارات:
A. المقربة الطويلة
B. المقربة القصيرة
C. المقربة الخلفية
D. العضلة الناحلة",D,C
125,"اختار الجواب الصحيح اذا كان هناك جوابا صحيحا واحدا فقط أو اختر الجواب الأكثر شمولا وتكاملا اذا كان هناك أكثر من جواب صحيح

الاختيارات:
A. الحافة المخططة مكونة من زغيبات واهداب
B. الحافة المشرشة مكونة من زغيبات طويلة واهداب
C. القضبان الانتهائية مكونة من مناطق الالتصاق والانسداد ) ZONULA OCCLUDNS +ZONULA ADHERE IS
D. الغشاء القاعدي مكون من صفيحة قاعدية + صفيحة من الجاف شبكية
E. الغشاء القاعدي مكون من صفيحة قاعدية فقط",C,C
126,". الخطأ حول الفقرة الرقبية الاولى:

الاختيارات:
A. ليس لها جسم
B. لها قوسان امامية وخلفية
C. على الوجه الامامي للقوس الخلفية يوجد نقرة مفصلية
D. على الوجه السفلي لكل من الكتلتين الجانبيتين سطح مفصلي",D,C
127,"يتم تنظيم أفرازات البنكرياس من خلال:

الاختيارات:
A. السيكريتين
B. الكولي سيتوكينين
C. العصب المبهم
D. جميع ما سبق صحيح",D,D
128,"يعبر الشريان السحائي الأوسط عبر:

الاختيارات:
A. الثقبة البيضية
B. الثقبة المدورة
C. الثقبة الشوكية
D. الثقبة الإبرية الخشانية",B,C
129,"اختر الإجابة الصحيحة

الاختيارات:
A. تستطيع خلية Schwann واحدة تشكيل غمد النخاعين للعديد من الألياف العصبية
B. تتواجد الخلايا النجمية البروتو بلاسمية في المادة السنجابية
C. ال microglia تتكاثر لتشكل ندبة خلوية نسيجية عند الأنية
D. الإجابتان الأولى والثانية صحيحتان
E. كل ما سبق صحيح",E,B
130,"مستوى فتحة نفير السمع في:

الاختيارات:
A. الصماخ السفلي.
B. الصماخ الأوسط.
C. الصماخ العلوي.
D. الردهة.
E. البلعوم الأنفي.",B,A
131,"العضلات العرقوبية تشمل ما يلي عدا:

الاختيارات:
A. ذات الرأسين الفخذية
B. رباعية الرؤوس الفخذية
C. نصف الوترية
D. نصف الغشائية",A,B
132,"في النسج الشحمية، الـ Brown fat –

الاختيارات:
A. ينجم لونه عن غزارة الشعريات الدموية فيه
B. موجود في أماكن واسعة من الجسم.
C. لا يمكن أن يتحول إلى Unilocular adipose tissue
D. الأول والثالث
E. كل ما سبق صحيح",E,D
133,". الخاطئ عن الجوب الانفية

الاختيارات:
A. الفكي هو الاكبر
B. الوتدي يمتد احيانا للقذالي
C. الجبهي جيب واحد متصل
D. تتصل الخلايا الغربالية الامامية احيانا مع الجبهي",C,C
