id,model,quadrant,en_correct,ar_correct,ground_truth,prediction_english,prediction_arabic,input_english,input_arabic,Level
23,MedGemma,both_correct,1,1,D,D,D,"Choose the correct answer regarding ovulation:
A) It occurs around day 14 of the menstrual cycle.

B) It results in a secondary oocyte and one polar body.

C) If the secondary oocyte is not fertilized within 24 hours, it begins to degenerate.

D) All of the above are correct.","اختر الإجابة الصحيحة حول Ovulation :
A) تحدث حوالي اليوم 14 من الدورة الشهرية.
B) ينتج عنها خلية بيضية ثانوية و جسم قطبي واحد.
C) إذا لم تتلقح الخلية البيضية الثانوية خالل 24 ساعة تبدأ بالتنكس.
D) كل ما سبق صحيح.",
24,MedGemma,both_wrong,0,0,A,C,D,"Sensory innervation of the upper limb: (2016 First Edition)
A) Medial cutaneous nerve of the forearm from the ulna.

B) Posterior cutaneous nerve of the humerus from the radial nerve.

C) Posterior cutaneous nerve of the forearm from the radial nerve.

D) Superior lateral cutaneous nerve of the humerus from the axilla.

E) Lateral two-thirds of the palm from the median nerve.","التعصيب الحسي للطرف العلوي: (2016 أولى)
A) الجلدي الأنسي للساعد من الزندي.
B) الجلدي الخلفي للعضد من العصب الكعبري.
C) الجلدي الخلفي للساعد من العصب الكعبري.
D) الجلدي الوحشي العلوي للعضد من الإبطي.
E) الثلثين الوحشيين لراحة اليد من العصب الناصف.",
25,MedGemma,access_gap,1,0,B,B,D,"Choose the incorrect answer regarding the pharynx:
A) It is called the Pharynx
B) It is connected to the trachea by fibrous ligaments
C) It extends from the skull to the sixth cervical vertebra
D) Its oral and laryngeal sections belong to the digestive system",". اختر الاجابة الخاطئة المتعلقة بالبلعوم:
A) يدعى Pharynx
B) يتصل مع الرغامي باربطة ليفية
C) يمتد من القحف حتى الفقرة الرقبية السادسة
D) قسماه الفموي والحنجري يتبعان للجهاز الهضمي",
26,MedGemma,access_gap,1,0,A,A,D,"The following are all deep posterior forearm muscles except:
A) Extensor digitorum pinnatum
B) Extensor pollicis longus
C) Extensor indexus
D) Extensor pollicis brevis","ما يلي من عضلات الساعد الخلفية العميقة عدا:
A) باسطة الخنصر
B) باسطة الإبهام الطويلة
C) باسطة السبابة
D) باسطة الإبهام القصيرة",
27,MedGemma,both_wrong,0,0,A,B,C,"All of the following contribute to the formation of Willis's heptagon:
A) External carotid
B) Left internal carotid
C) Basilar
D) Right internal carotid","يساهم بتشكيل مسبع ويليس ما عدا:
A) السباتي الظاهر
B) السباتي الباطن الأيسر
C) القاعدي
D) السباتي الباطن الأيمن",
28,MedGemma,both_correct,1,1,A,A,A,"PTH is secreted by:
A) Parathyroid glands
B) Thyroid gland
C) Pituitary gland
D) Adrenal glands","يفرز هرمون ال PTH :
A) الغدد جارات الدرق
B) الغدة الدرقية
C) النخامي
D) الكظر",
29,MedGemma,both_correct,1,1,D,D,D,"The functions of hormones secreted by the ovaries include:
A) Ensuring the development and maintenance of female sexual characteristics
B) Regulating menstrual cycles
C) Maintaining the uterus for pregnancy
D) All of the above are correct","من وظائف الهرمونات التي يفرزها المبيض :
A) تضمن تطور وصيانة الصفات الجنسية الأنثوية
B) تنظم الدورات الطمثية
C) تحافظ على الرحم للحمل
D) كل ما سبق صحيح",
30,MedGemma,arabic_only,0,1,E,A,E,"It contains lymphatic vessels.
A) Hyalin cartilage
B) Elastic cartilage
C) Fubrocartilage
D) All of the above are correct
E) All of the above are incorrect.","توجد فيه Lymphatic vessels
A) Hyalin cartilage
B) Elastic cartilage
C) fubrocartilage
D) كل ما سبق صحيح
E) كل ما سبق خطأ.",
31,MedGemma,access_gap,1,0,B,B,D,"Sebaceous gland in the skin:
A) It is a tube with a long duct
B) It begins functioning at puberty
C) It is found in the dermis of both thin and thick skin
D) First and second","Sebaceous gland في الجلد :
A) هي انبوبة ذات قناة طويلة
B) تبدأ عملها عند البلوغ
C) تتواجد في أدمة الجلد الرقيق والسميك
D) الأول والثاني",
32,MedGemma,arabic_only,0,1,A,B,A,"The layers of the midbrain are: A) Contains the cerebral aqueduct between the midbrain and the cerebral cortex
B) The roof is central
C) The stalk is posterior
D) The hood is anterior","طبقات ال Midbrain :
A) يحتوي بين القسم المتوسط والخلي على المسال المخي
B) السقف في المركز
C) الساق خلفية
D) الغطاء في الامام",
33,MedGemma,both_correct,1,1,A,A,A,"Muscle cell membrane
A) Sarcolemma
B) Epimysium
C) Axolemma
D) Endomyium
E) Hypertrophy","غشاء الخلية العضلية
A) Sarcolemma
B) Epimysium
C) Axolemma
D) Endomyium
E) Hypertrophy",
34,MedGemma,both_correct,1,1,C,C,C,"The correct statement about the ovary is:
A) Most of the ovarian tissue consists of the medulla.

B) It is covered with simple columnar epithelium.

C) Most of the ovarian tissue consists of the cortex.

D) The medulla and cortex are separated by a fibrous septum.","العبارة الصحيحة عن المبيض:
A) معظم نسيج المبيض يتألف من اللب.
B) مغطى بظهارة بسيطة اسطوانية.
C) معظم نسيج المبيض يتألف من قشر.
D) اللب والقشر منفصلان عن بعضهما بحاجز ليفي.",
35,MedGemma,both_wrong,0,0,C,B,B,"Located between the vertebral body and the vertebral arch is:
A) Transverse foramen
B) Intervertebral foramen
C) Vertebral foramen
D) Nutritive foramen","يقع بين جسم الفقرة والقوس الفقرية :
A) الثقبة المستعرضة
B) الثقبة بين الفقرية
C) الثقبة الفقرية
D) الثقبة المغذية",
36,MedGemma,both_correct,1,1,B,B,B,"Vasopressin:
A) OT
B) ADH
C) FSH
D) T3","الفازوبريسين:
A) OT
B) ADH
C) FSH
D) T3",
37,MedGemma,both_wrong,0,0,C,D,D,"All sections of the pharynx except:
A) Nasal
B) Oral
C) Erythematous
D) Laryngeal","أقسام البلعوم ماعدا:
A) الأنفي
B) الفموي
C) المريني
D) الحنجري",
38,MedGemma,access_gap,1,0,C,C,D,"The incorrect answer regarding cerebrospinal fluid:
A) It is produced from the choroid plexus.
B) It can be aspirated below the second lumbar vertebra.
C) It is reabsorbed into the sclerovascular sinus.
D) It plays a role in hormone transport.",". الاجابة الخاطئة حول السائل الدماغي الشوكي
A) ينتج من ال choroid plexus
B) يمكن بزله اسفل الفقرة القطنية الثانية
C) يتم ارتشافه في الجيب الوريدي الصلبي
D) له دور في النقل الهرموني",
39,MedGemma,both_wrong,0,0,C,,,"Choose the incorrect statement about Aganglionosis:
A) Absence of autonomic ganglia
B) Leads to hypertrophy of the pre-injury area
C) Macroscopically, absence of Peyer's plaques
D) Megacolon","اختر العبارة الخاطئة عن Aganglionosis :
A) غياب الautonomic ganglia
B) تؤدي لتضخم منطقة ماقبل الإصابة
C) عيانيا˝ غياب لويحات باير
D) Megacolon",
40,MedGemma,both_correct,1,1,B,B,B,"Kupffer cell to hepatocyte ratio:
A) 0.05
B) 0.15
C) 0.2
D) 0.3","نسبة خلايا كوبفر للخلايا الكبدية :
A) 0.05
B) 0.15
C) 0.2
D) 0.3",
41,MedGemma,both_wrong,0,0,D,A,A,"All of the following are true about the respiratory epithelium:
A) Basophils are mitotically active stem cells
B) Goblet cells are more abundant than ciliated cells
C) Granulocytes are neuroendocrine
D) A+C
E) All of the above are true","كل ما يلي صحيح عن الظهارة التنفسية:
A) الخلايا القاعدية هي خلايا جذعية نشطة انقسامياً
B) الخلايا الكأسية أكثر وفرة من الخلايا مهدبة
C) الخلايا الحبيبة تعتبرعصبية صماوية
D) A+C
E) كل ما سبق صحيح",
42,MedGemma,arabic_only,0,1,A,B,A,"All of the following are true about long bones except:
A) Bone growth occurs in two directions
B) It is the area where blood cells mature and are produced
C) It consists of a shaft and two ends
D) An example of a long bone is a femur","- كل ما يلي صحيح عن العظام الطويلة ما عدا:
A) نمو العظم يتم في اتجاهين
B) منطقة نضج وتصنيع عناصر الدم
C) يتألف من جسم ونهايتين
D) مثال عنها Femur",
43,MedGemma,arabic_only,0,1,A,C,A,"The hydatid notch is located between:
A) the zygomatic process + the rostral process
B) the zygomatic process + the hydatid fossa
C) the hydatid fossa + the rostral process
D) All of the above are incorrect","تتحدد الثلمة البكرية بين
A) الناتئ الزجي + الناتئ المنقاري
B) الناتئ الزجي + الحفرة الحفرة البكرية
C) الحفرة البكرية + الناتئ المنقاري
D) كل ما سبق خطأ",
44,MedGemma,both_wrong,0,0,A,C,C,"PTH stimulates the conversion of ViTD to calciferol in:
A) the intestine
B) bone
C) the kidney
D) none of the above","يحفز PTH تحويل ViTD إلى كالسيفيرول في :
A) المعي
B) العظم
C) الكلية
D) لا شيء مما سبق",
45,MedGemma,both_correct,1,1,C,C,C,"The following are true about the palate except:

A) It has a hard part
B) It has a soft part
C) It completely separates the oropharynx from the nasopharynx
D) The uvula is one of its parts","ما يلي صحيح عن الحنك ماعدا
A) له قسم صلب
B) له قسم رخو
C) يفصل كلياً البلعوم الفموي عن الأنفي
D) من اقسامه اللهاة",
46,MedGemma,access_gap,1,0,B,B,A,"The biceps femoris muscle attaches to:
A) Tibial tuberosity
B) Head of fibula
C) Radial tuberosity
D) Ulnar tuberosity",". ترتكز العضلة ذات الرأسين الفخذية على
A) Tibial tuberosity
B) Head of fibula
C) Radial tuberosity
D) Ulnar tuberosity",
47,MedGemma,both_wrong,0,0,C,A,B,"The cheekbone consists of all of the following except:
A) Striated muscle fibers
B) Skin
C) Alveolar arch
D) Mucous membrane","يتكون الشدقان مما يلي ما عدا:
A) ألياف عضلية مخططة
B) الجلد
C) القوس السنخية
D) الغشاء المخاطي",
48,MedGemma,access_gap,1,0,C,C,D,"The brachial neurovascular bundle includes all but:
A) the brachial artery
B) the brachial vein
C) the brachial nerve
D) the median and ulnar nerves","تضم الحزمة الوعانية العصبية العضدية ماعدا:
A) الشريان العضدي
B) الوريد العضدي
C) العضب العضدي
D) العضب الناصف و الزندي",
49,MedGemma,arabic_only,0,1,A,C,A,"The olfactory region is located in:
A) the roof of the nose
B) the tip of the nose
C) the lateral wall of the nose
D) the medial wall of the nose","تقع المنطقة الشمية في:
A) سقف الأنف
B) مقدمة الأنف
C) الجدارا الوحشي للأنف
D) الجدار الانسي للأنف",
50,MedGemma,arabic_only,0,1,A,B,A,"The trochanters connect anteriorly in the thigh to:
A) the intertrochanteric line
B) the intertrochanteric crest
C) the intertrochanteric notch
D) none of the above","يتصل المدورين بالأمام في الفخذ بـ:
A) الخط بين المدورين
B) العرف بين المدورين
C) الثلمة بين المدورة
D) لا شئ مما سبق",
51,MedGemma,both_correct,1,1,A,A,A,"The radial groove is located on the body of the humerus:

A) On the posterior surface.

B) On the medial surface.

C) On the lateral surface.

D) All of the above are incorrect.","يوجد التلم الكعبري في جسم العضد:
A) على الوجه الخلفي.
B) على الوجه الانسي.
C) على الوجه الوحشي.
D) كل ماسبق خطأ.",
52,MedGemma,both_wrong,0,0,D,B,C,"The esophagus is located in:
A) the superior mediastinum
B) the posterior mediastinum
C) the middle mediastinum
D) A+B","يتوضع المريء في:
A) المنصف العلوي
B) المنصف الخلفي
C) المنصف الأوسط
D) A+B",
53,MedGemma,access_gap,1,0,A,A,B,"The stylophthymic ligament rests on:
A) The superior end of the lesser horn of the hyoid bone.

B) The superior end of the greater horn of the hyoid bone.
C) The anterior surface of the hyoid bone.

D) All of the above are incorrect.","يرتكز الرباط الإبري اللامي على:
A) النهاية العلوية للقرن الصغير للعظم اللامي.
B) النهاية العلوية للقرن الكبير للعظم اللامي C.
C) الوجه الأمامي للعظم اللامي.
D) كل ما سبق خطأ.",
54,MedGemma,both_wrong,0,0,C,D,D,"The Rachkoff plexus in the dental pulp is composed of:
A) Sympathetic fibers.

B) Parasympathetic fibers.

C) Sensory fibers.

D) Both a and b.","تتشكل ضفيرة راشكوف في لب السن من :
A) ألياف ودية.
B) ألياف نظيرة ودية
C) ألياف حسية.
D) كل من a و .b",
55,MedGemma,both_correct,1,1,B,B,B,"The rectum lies between:
A) the descending colon and the sigmoid colon
B) the sigmoid colon and the anal canal
C) the sigmoid colon and the transverse colon
D) the transverse colon and the sigmoid colon","يقع المستقيم بين :
A) القولون النازل والقولون السيني
B) القولون السيني والقناة الشرجية
C) القولون السيني والقولون المعترض
D) القولون المعترض والقولون السيني",
56,MedGemma,access_gap,1,0,A,A,C,"Montgomery tubercles are glands that are:
A) Sebaceous
B) Salivary
C) Sweat
D) Pigment","حديبات مونتغومري هي غدد
A) دهنية
B) لعابية
C) عرقية
D) صباغية",
57,MedGemma,both_correct,1,1,D,D,D,"The inferior orbital fissure is crossed by:
A) Cranial nerve IV
B) Cranial nerve III
C) A+B
D) None of the above","يعبر الشق الحجاجي السفلي:
A) العصب القحفي الرابع
B) العصب القحفي الثالث
C) A+B
D) لا شيء مما سبق",
58,MedGemma,both_wrong,0,0,D,C,C,"The following are true about the islets of Langerhans:
A) B cells secrete glucagon
B) A cells secrete insulin
C) F cells secrete somatostatin
D) All of the above are false","ما يلي صحيح عن جزر لانغرهانس :
A) الخلايا Bتفرز الغوكلغو
B) الخلايا A تفرز الانسولين
C) الخلايا F تفرز السوماتوستاتين
D) كل ما سبق خطأ",
59,MedGemma,both_correct,1,1,A,A,A,"It is found in areas subjected to tensile and pulling forces.
A) Fibrocartilage
B) Elastic cartilage
C) Hyaline cartilage
D) Both elastic cartilage and hyaline cartilage
E) All of the above are incorrect","يتواجد في المناطق المعرضة لقوى السحب والشد
A) Fibrocartilage
B) Elastic cartilage
C) Hyaline cartilage
D) Elastic cartilage + hyaline cartilage كلاهما
E) كل ماسبق خطأ",
60,MedGemma,access_gap,1,0,C,C,D,"The iliac muscle:
A) Originates from the iliac fossa.

B) Inserts onto the femur.

C) Extends the thigh towards the abdomen.

D) Contributes to flexion of the trunk forward.","العضلة الحرقفية :
A) تنشأ من الحفرة الحرقفية.
B) ترتكز على عظم الفخذ.
C) تعمل على بسط الفخذ على البطن.
D) تسهم في ثني الجذع للأمام.",
61,MedGemma,both_wrong,0,0,A,D,B,"It resembles a ring with a large stone:
A) Ankylosing
B) Tartaric
C) Thyroid
D) Carina","يشبه بشكله خاتماً ذا فص كبير :
A) الحلقي
B) الطرجهالي
C) الدرقي
D) القريني",
62,MedGemma,both_correct,1,1,A,A,A,"In the gastrointestinal tract:
A) Eating =<Arteriovenous anastomoses close =<Increased blood flow.

B) Fasting =<Anastomoses close =<Increased blood flow.

C) Eating does not require blood flow.

D) All of the above are incorrect.","في السبيل المعدي المعوي :
A) تناول الطعام =<تنغلق التفاغرات الشريانية الوريدية =<يزيد مرور الدم.
B) حالة الصوم=<تنغلق التفاغرات =<يزيد مرور الدم.
C) في تناول الطعام لا حاجة لمرور الدم.
D) كل ماسبق خطأ.",
63,MedGemma,arabic_only,0,1,A,B,A,"The third layer of plantar fascia muscles includes, but is not limited to:
A) Extensor digitorum valgus
B) Flexor hallucis
C) Flexor dimorphus
D) Adductor hallucis","الطبقة الثالثة من عضلات أخمص القدم تشمل عدا:
A) باسطة الإصبع
B) قابضة الإبهام
C) قابضة الإصبع الصغرى
D) مقربة الإبهام",
64,MedGemma,both_correct,1,1,C,C,C,"The motor for the tongue muscles:
A) 11
B) 7
C) 12
D) 9","المحرك لعضلات اللسان :
A) 11
B) 7
C) 12
D) 9",
65,MedGemma,access_gap,1,0,A,A,D,"The following are located on the medial or lingual surface of the mandible except:

A) Mendoidal diverticulum.

B) Mylohyoid line.

C) Submandibular fossa.

D) Biventricular fossa.","يتواجد على الوجه الداخلي أو اللساني لعظم الفك السفلي كل ما يلى عدا :
A) الناشرة الذقنية .
B) الخط الضرسى اللامي.
C) حفرة الغدة تحت الفك السفلى.
D) حفرة ذات البطنين.",
66,MedGemma,arabic_only,0,1,D,,D,"Limb-plane motion terms: All of the following are true except:
A) Adduction and abduction: when a limb is placed next to or away from the body.

B) Medial or lateral rotation: when a limb rotates about its longitudinal axis.

C) Elevation: upward movement; deflection: downward movement.

D) Flexion: when an upper limb moves backward in the sagittal plane.","مصطلحات الحركة في مستوى الأطراف كل ما يلي صحيح عدا:
A) التقريب والتبعيد عندما نضع الطرف بجانب الجسم أو نبعده عنه.
B) الدوران الأنسي أو الوحشي عندما يدور الطرف حول محوره الطولاني.
C) الرفع هي الحركة للأعلى والخفض الحركة نحو الأسفل.
D) العطف عندما يتحرك الطرف العلوي نحو الخلف في المستوى السهمي.",
67,MedGemma,both_wrong,0,0,E,B,B,"Passing behind the root of the left lung are:
A) The thoracic duct.

B) The descending thoracic aorta.

C) The left phrenic nerve.

D) The thoracic portion of the sympathetic trunk.

E) The left vagus nerve.","يمر خلف جذر الرئة اليسرى:
A) القناة الصدرية.
B) الأبهر النازل الصدري.
C) العصب الحجابي الأيسر.
D) القسم الصدري من الجذع الودي.
E) الحسب المبهم الأيسر.",
68,MedGemma,both_correct,1,1,B,B,B,"All of the following glands are exclusively endocrine except for:
A) Thyroid
B) Liver
C) Pituitary gland
D) Parathyroid glands
E) First and third.","كل الغدد التالية هي حصرا Endocrine باستثناء
A) الدرق
B) الكبد
C) الغدة النخامية
D) جارات الدرق
E) الأول والثالث.",
69,MedGemma,both_wrong,0,0,A,B,D,"The visible nose consists of all of the following except:
A) Apex
B) Root
C) Ala
D) Floor","الأنف الظاهر بتألف مما يلي ما عدا:
A) Apex
B) Root
C) Ala
D) Floor",
70,MedGemma,both_correct,1,1,A,A,A,"Cells whose nuclei resemble a clock face or wheel.

A) Plasma cells
B) Macrophages
C) Neutrophils
D) Basophils
E) All of the above are incorrect.","خلايا تمتاز نواها بمظهر وجه الساعة أو العجلة.
A) Plasma cells
B) Macrophages
C) Neutrophils
D) Basophils
E) كل ما سبق خطا.",
71,MedGemma,access_gap,1,0,A,A,D,"All of the following are branches of the lumbar plexus except:
A) Iliosciatic nerve
B) Iliohypophysis nerve
C) Iliofemoral nerve
D) Ilioinguinal nerve","كل ما يلي من فروع الضفيرة القطنية ماعدا :
A) العصب الحرقفي الوركي
B) العصب الحرقفي الخثلي
C) العصب الحرقفي الفخذي
D) العصب الحرقفي الأربي",
72,MedGemma,both_correct,1,1,C,C,C,"The anterior leg muscles except:
A) Tibial anterior
B) Extensor hallux valgus longus
C) Extensor digitorum brevis
D) Extensor digitorum longus","عضلات الساق الأمامية عدا:
A) الظنبوبية الأمامية
B) باسطة إبهام القدم الطويلة
C) باسطة الخنصر القصيرة
D) باسطة الأصابع الطويلة",
73,MedGemma,access_gap,1,0,C,C,B,"Phrenic nerve plexus branches:
A) Brachial
B) Lumbar
C) Cervical
D) Sacral","العصب الحجابي فرع الضفيرة :
A) العضدية
B) القطنية
C) الرقبية
D) العجزية",
74,MedGemma,both_correct,1,1,B,B,B,"Adrenaline is secreted from:
A) the adrenal cortex
B) the adrenal medulla
C) the spleen
D) the pancreas","يفرز الأدرينالين من :
A) قشرة الكظر
B) لب الكظر
C) الطحال
D) البنكرياس",
75,MedGemma,both_correct,1,1,B,B,B,"The inferior vena cava is formed by the union of:
A) the external and internal iliac veins
B) the right and left common iliac veins
C) the femoral veins
D) all of the above are incorrect","يتشكل الوريد الأجوف السفلي من إتحاد :
A) الوريدين الحرقفيين الخارجي والداخلي
B) الوريدين الحرقفيين المشتركين الأيمن والأيسر
C) الوريدين الفخذيين
D) كل ما سبق خطأ",
76,MedGemma,both_wrong,0,0,A,C,B,"All of the following are true about the pubic bone EXCEPT:

A) The two bodies of the pubic bone articulate posteriorly via the pubic symphysis.

B) The superior ramus joins the ilium and ischium to form the acetabulum.

C) The inferior ramus joins the ischium below the foramen oblongata.

D) The superior border of the pubic body is called the pubic crest.","كل ما يلي صحيح عن عظم العانة عدا :
A) يتمفصل جسما عظمي العانة في الخلف عبر ارتفاق العانة.
B) يتحد الفرع العلوي مع الحرقفة والاسك لتكوين الحق.
C) يتحد الفرع السفلي مع الإسك أسفل الثقبة السادية.
D) تدعى الحافة العلوية لجسم العانة بالعرف العاني.",
