id,input,prediction,ground_truth
33,"غشاء الخلية العضلية

A) Sarcolemma
B) Epimysium
C) Axolemma
D) Endomyium
E) Hypertrophy",A,A
34,"العبارة الصحيحة عن المبيض:

A) معظم نسيج المبيض يتألف من اللب.
B) مغطى بظهارة بسيطة اسطوانية.
C) معظم نسيج المبيض يتألف من قشر.
D) اللب والقشر منفصلان عن بعضهما بحاجز ليفي.",C,C
35,"يقع بين جسم الفقرة والقوس الفقرية :

A) الثقبة المستعرضة
B) الثقبة بين الفقرية
C) الثقبة الفقرية
D) الثقبة المغذية",B,C
36,"الفازوبريسين:

A) OT
B) ADH
C) FSH
D) T3",B,B
37,"أقسام البلعوم ماعدا:

A) الأنفي
B) الفموي
C) المريني
D) الحنجري",C,C
38,". الاجابة الخاطئة حول السائل الدماغي الشوكي

A) ينتج من ال choroid plexus
B) يمكن بزله اسفل الفقرة القطنية الثانية
C) يتم ارتشافه في الجيب الوريدي الصلبي
D) له دور في النقل الهرموني",C,C
39,"اختر العبارة الخاطئة عن Aganglionosis :

A) غياب الautonomic ganglia
B) تؤدي لتضخم منطقة ماقبل الإصابة
C) عيانيا˝ غياب لويحات باير
D) Megacolon",C,C
40,"نسبة خلايا كوبفر للخلايا الكبدية :

A) 0.05
B) 0.15
C) 0.2
D) 0.3",B,B
41,"كل ما يلي صحيح عن الظهارة التنفسية:

A) الخلايا القاعدية هي خلايا جذعية نشطة انقسامياً
B) الخلايا الكأسية أكثر وفرة من الخلايا مهدبة
C) الخلايا الحبيبة تعتبرعصبية صماوية
D) A+C
E) كل ما سبق صحيح",D,D
42,"- كل ما يلي صحيح عن العظام الطويلة ما عدا:

A) نمو العظم يتم في اتجاهين
B) منطقة نضج وتصنيع عناصر الدم
C) يتألف من جسم ونهايتين
D) مثال عنها Femur",B,A
43,"تتحدد الثلمة البكرية بين

A) الناتئ الزجي + الناتئ المنقاري
B) الناتئ الزجي + الحفرة الحفرة البكرية
C) الحفرة البكرية + الناتئ المنقاري
D) كل ما سبق خطأ",A,A
44,"يحفز PTH تحويل ViTD إلى كالسيفيرول في :

A) المعي
B) العظم
C) الكلية
D) لا شيء مما سبق",C,A
45,"ما يلي صحيح عن الحنك ماعدا

A) له قسم صلب
B) له قسم رخو
C) يفصل كلياً البلعوم الفموي عن الأنفي
D) من اقسامه اللهاة",C,C
46,". ترتكز العضلة ذات الرأسين الفخذية على

A) Tibial tuberosity
B) Head of fibula
C) Radial tuberosity
D) Ulnar tuberosity",A,B
47,"يتكون الشدقان مما يلي ما عدا:

A) ألياف عضلية مخططة
B) الجلد
C) القوس السنخية
D) الغشاء المخاطي",D,C
48,"تضم الحزمة الوعانية العصبية العضدية ماعدا:

A) الشريان العضدي
B) الوريد العضدي
C) العضب العضدي
D) العضب الناصف و الزندي",D,C
49,"تقع المنطقة الشمية في:

A) سقف الأنف
B) مقدمة الأنف
C) الجدارا الوحشي للأنف
D) الجدار الانسي للأنف",C,A
50,"يتصل المدورين بالأمام في الفخذ بـ:

A) الخط بين المدورين
B) العرف بين المدورين
C) الثلمة بين المدورة
D) لا شئ مما سبق",B,A
51,"يوجد التلم الكعبري في جسم العضد:

A) على الوجه الخلفي.
B) على الوجه الانسي.
C) على الوجه الوحشي.
D) كل ماسبق خطأ.",A,A
52,"يتوضع المريء في:

A) المنصف العلوي
B) المنصف الخلفي
C) المنصف الأوسط
D) A+B",D,D
53,"يرتكز الرباط الإبري اللامي على:

A) النهاية العلوية للقرن الصغير للعظم اللامي.
B) النهاية العلوية للقرن الكبير للعظم اللامي C.
C) الوجه الأمامي للعظم اللامي.
D) كل ما سبق خطأ.",A,A
54,"تتشكل ضفيرة راشكوف في لب السن من :

A) ألياف ودية.
B) ألياف نظيرة ودية
C) ألياف حسية.
D) كل من a و .b",B,C
55,"يقع المستقيم بين :

A) القولون النازل والقولون السيني
B) القولون السيني والقناة الشرجية
C) القولون السيني والقولون المعترض
D) القولون المعترض والقولون السيني",B,B
56,"حديبات مونتغومري هي غدد

A) دهنية
B) لعابية
C) عرقية
D) صباغية",C,A
57,"يعبر الشق الحجاجي السفلي:

A) العصب القحفي الرابع
B) العصب القحفي الثالث
C) A+B
D) لا شيء مما سبق",D,D
58,"ما يلي صحيح عن جزر لانغرهانس :

A) الخلايا Bتفرز الغوكلغو
B) الخلايا A تفرز الانسولين
C) الخلايا F تفرز السوماتوستاتين
D) كل ما سبق خطأ",D,D
59,"يتواجد في المناطق المعرضة لقوى السحب والشد

A) Fibrocartilage
B) Elastic cartilage
C) Hyaline cartilage
D) Elastic cartilage + hyaline cartilage كلاهما
E) كل ماسبق خطأ",B,A
60,"العضلة الحرقفية :

A) تنشأ من الحفرة الحرقفية.
B) ترتكز على عظم الفخذ.
C) تعمل على بسط الفخذ على البطن.
D) تسهم في ثني الجذع للأمام.",B,C
61,"يشبه بشكله خاتماً ذا فص كبير :

A) الحلقي
B) الطرجهالي
C) الدرقي
D) القريني",B,A
62,"في السبيل المعدي المعوي :

A) تناول الطعام =<تنغلق التفاغرات الشريانية الوريدية =<يزيد مرور الدم.
B) حالة الصوم=<تنغلق التفاغرات =<يزيد مرور الدم.
C) في تناول الطعام لا حاجة لمرور الدم.
D) كل ماسبق خطأ.",A,A
63,"الطبقة الثالثة من عضلات أخمص القدم تشمل عدا:

A) باسطة الإصبع
B) قابضة الإبهام
C) قابضة الإصبع الصغرى
D) مقربة الإبهام",D,A
64,"المحرك لعضلات اللسان :

A) 11
B) 7
C) 12
D) 9",C,C
65,"يتواجد على الوجه الداخلي أو اللساني لعظم الفك السفلي كل ما يلى عدا :

A) الناشرة الذقنية .
B) الخط الضرسى اللامي.
C) حفرة الغدة تحت الفك السفلى.
D) حفرة ذات البطنين.",B,A
66,"مصطلحات الحركة في مستوى الأطراف كل ما يلي صحيح عدا:

A) التقريب والتبعيد عندما نضع الطرف بجانب الجسم أو نبعده عنه.
B) الدوران الأنسي أو الوحشي عندما يدور الطرف حول محوره الطولاني.
C) الرفع هي الحركة للأعلى والخفض الحركة نحو الأسفل.
D) العطف عندما يتحرك الطرف العلوي نحو الخلف في المستوى السهمي.",D,D
67,"يمر خلف جذر الرئة اليسرى:

A) القناة الصدرية.
B) الأبهر النازل الصدري.
C) العصب الحجابي الأيسر.
D) القسم الصدري من الجذع الودي.
E) الحسب المبهم الأيسر.",B,E
68,"كل الغدد التالية هي حصرا Endocrine باستثناء

A) الدرق
B) الكبد
C) الغدة النخامية
D) جارات الدرق
E) الأول والثالث.",B,B
69,"الأنف الظاهر بتألف مما يلي ما عدا:

A) Apex
B) Root
C) Ala
D) Floor",B,A
70,"خلايا تمتاز نواها بمظهر وجه الساعة أو العجلة.

A) Plasma cells
B) Macrophages
C) Neutrophils
D) Basophils
E) كل ما سبق خطا.",C,A
71,"كل ما يلي من فروع الضفيرة القطنية ماعدا :

A) العصب الحرقفي الوركي
B) العصب الحرقفي الخثلي
C) العصب الحرقفي الفخذي
D) العصب الحرقفي الأربي",D,A
72,"عضلات الساق الأمامية عدا:

A) الظنبوبية الأمامية
B) باسطة إبهام القدم الطويلة
C) باسطة الخنصر القصيرة
D) باسطة الأصابع الطويلة",C,C
73,"العصب الحجابي فرع الضفيرة :

A) العضدية
B) القطنية
C) الرقبية
D) العجزية",A,C
74,"يفرز الأدرينالين من :

A) قشرة الكظر
B) لب الكظر
C) الطحال
D) البنكرياس",B,B
75,"يتشكل الوريد الأجوف السفلي من إتحاد :

A) الوريدين الحرقفيين الخارجي والداخلي
B) الوريدين الحرقفيين المشتركين الأيمن والأيسر
C) الوريدين الفخذيين
D) كل ما سبق خطأ",B,B
76,"كل ما يلي صحيح عن عظم العانة عدا :

A) يتمفصل جسما عظمي العانة في الخلف عبر ارتفاق العانة.
B) يتحد الفرع العلوي مع الحرقفة والاسك لتكوين الحق.
C) يتحد الفرع السفلي مع الإسك أسفل الثقبة السادية.
D) تدعى الحافة العلوية لجسم العانة بالعرف العاني.",B,A
77,"يصعد من الحافه العلويه للغده النكفيه ويصعب حسياً قسماً من فروه الرأس

A) infra-orbital nerve
B) external nasal nerve
C) buccal nerve
D) Imental nerve
E) Auriculo-temporal nerve",E,E
78,"في الشرايين الطبقة الأكثر تمايزاً وكثافة هي:

A) الخارجية
B) المتوسطة
C) الداخلية والمتوسطة
D) الداخلية",D,B
79,"ينتج هرمون T4 من :

A) التوتة
B) الكظر
C) الدرق
D) النخامى",C,C
80,"يتألف القفص الصدري مما يلي ما عدا:

A) العمود الفقري
B) القص
C) الأضلاع
D) الأوراب",D,A
81,"الغدد الرئيسية للجهاز الغدي الصماوي ماعدا:

A) الكبد
B) التوتة
C) المبيض
D) المعتكلة",D,A
82,"تتم حركة رفع الفك السفلي بألياف من العضلة:

A) ذات البطنين.
B) الجناحية الوحشية.
C) الجناحية الأنسية.
D) الضرسية اللامية.
E) ولا واحدة مما سبق.",A,C
83,"تمثل لفافة غالوديت Gallaudet:

A) اللفافة العميقة للعجان.
B) اللفافة العميقة للصفن.
C) اللفافة العميقة للقضيب.
D) اللفافة العميقة للحبل المنوي.
E) اللفافة العميقة لجدار البطن.",B,A
84,"حبال الضفيرة العضدية: (2007 أولى)

A) الأنسي يتشكل من الجذع المتوسط
B) الوحشي يتشكل من الجذع السفلي
C) الخلفي يتوضع خلف الوريد الإبطي
D) يمتد الوحشي أعلى ووحشي الشريان الإبطي",A,D
85,"العضلة التي ترتكز بشكل أساسي على العظم الزورقي:

A) الظنبوبي الأمامي
B) الظنبوبي الخلفي
C) الشظوية الطويلة
D) الشظوية القصيرة
E) قابضة الإبهام الطويلة",A,B
86,"من فروع الزلاقي ماعدا:

A) الطحالي
B) المعدي الأيسر
C) المعدي الأيمن
D) الكبدي",A,C
87,"تقع المنطقة الشمية في :

A) سقف الأنف
B) مقدمة الأنف
C) الجدار الوحشي للأنف
D) الجدار الأنسى للأنف",C,A
88,"الوسادة من النسيج الدهني فوق الارتفاق العاني تدعى

A) جبل العانة
B) الشفر الصغير
C) الشفر الكبير
D) دهليز الفرج",A,A
89,"يعبر من الشق الحجاجي العلوي الأعصاب القحفية :

A) الثالث + الرابع
B) السادس
C) الفرع العينى الخامس
D) كل ما سبق صحيح",D,D
90,"الناشزة القذالية الظاهرة والبارزة الصليبية تتوضعان في:

A) القسم القاعدي
B) القسم الجانبي
C) القسم الصدفى
D) الثقبة الكبيرة",A,C
91,"تتواجد العناصر التالية في المثلث الخلفي: 2015) أولي)

A) الشريان السباتي الظاهر.
B) الشريان السباتي الباطن.
C) الوريد الوداجي الباطن.
D) الشريان القذالي.",A,D
92,"كل ما يلي صحيح عن الصفحة العامودية للعظم الغربالي ماعدا:

A) تشكل الجزء الامامي العلوي للوتيرة الانفية.
B) تمر عبرها الياف العصب الشمي.
C) تتصل مع الميكعة.
D) يبدو عرف الديك وكأنه استمرار لها.",D,B
93,"كل ما يلي صحيح عن الدرق عدا :

A) تفرز الخلايا المجاورة للجريبات أيضا ثلاثي يودوثيرونين T3
B) تفرز الخلايا الجريبية التيروكسين
C) تفرز الخلايا المجاورة للجريبات الكالسيتونين T4
D) تحيط بالغدة الدرقية محفظة مشتقة من اللفافة الرقبية العميقة",C,A
94,"العظم القذالي (الخاطئة):

A) تقع الحديبة الضلعية عند اتصال الجسم مع العنق .
B) يزداد طول الأضلاع من الضلع الأولى حتى الضلع الخامسة ثم يتناقص.
C) يتمفصل رأس الضلع مع وجيهين ضلعيين مع فقرتين متجاورتين.
D) تتصل الأضلاع الحقيقة بالقص بواسطة الغضاريف الضلعية.",B,A
95,"من وظائف الأدمة كل مما يلي ما عدا :

A) دعم البشرة.
B) ربط البشرة مع النسيج الشحمي تحت الجلد.
C) تجديد خلايا الجلد.
D) كل ما سبق صحيح.",D,C
96,"كل ما يلي صحيح عن المخي عدا:

A) يراقب الحركة والتوازن.
B) تصله معلومات عن وضعية الجسم من المفاصل والأوتار والدهليز.
C) يقع بالحفرة القحفية المتوسطة.
D) يقوم بمقارنة الأمر الحركي وتنفيذه.",C,C
97,"الجوف الحقى تمفصل الورك :

A) له سطح مفصلى كروى الشكل
B) يتشكل من اجتماع ثلاث عظام
C) حافته العلوية مثلمه
D) هو جوف ضحل نسبياً",B,B
98,"يتوضع الكولون السيني في

A) الناحية المغبنية اليمنى
B) الناحية المغبنية اليسرى
C) الخثلية
D) لا شيء مما سبق",A,B
99,"من أقسام العظم الوتدي ما عدا:

A) الثقبة الكبرى
B) الجناح الكبير
C) الجناح الصغير
D) الجسم",D,A
100,"العضلة المخاطية في الوصل المريئي الفؤادي :

A) متقطعة.
B) مستمرة.
C) غير موجودة.
D) غير منتظمة.",B,B
101,"الخاطئ مما يلي هو :

A) يصب Hemiazygos Veinفي Azygos Vein والذي يصب Superior Vena Cava
B) يوجد Basilar Vein في الوجه الأنسي للذراع
C) يتشكل Azygos Vein من الوريد القطني الصاعد الأيسر
D) يعطي Cephalic Vein الوريد المرفقي الناصف",B,A
102,"تسبب أذية منشأ العصب الفكي السفلي ما عدا: (2017 أولى)

A) فقدان حسي لمخاطية قاع الفم.
B) فقدان حس الغدة تحت اللسان.
C) فقدان حسي للثلثين الأماميين للسان.
D) فقدان حس اللثة اللسانية.
E) فقدان تذوق للثلثين الأماميين للسان.",B,E
103,"قسم العظم الجبهي الذي يفصل بين القسمين الحجاجيين من الخلف:

A) الصدفة والقسم الحجاجي
B) الثلمة الغربالية
C) الصفيحة الغربالية العمودية
D) القسم الأنفي",C,B
104,"إحدى العضلات التالية تربط الزنار الكتفي بالرأس :

A) شبه المنحرفة.
B) المدورة الكبيرة.
C) العريضة الظهرية.
D) المعينية الكبيرة.",A,A
105,"الفروع الانتهائية للسبات الظاهر:

A) الوتدي والفكي
B) الفكي والصدغي والسطحي
C) الفكي والوجهي
D) لا شيء مما سبق",B,B
106,"تضم الحزمة الوعانية العصبية العضدية ماعدا:

A) الشريان العضدي
B) الوريد العضدي
C) العضب العضدي
D) العضب الناصف و الزندي",D,C
107,". خاطئة عن النوى القاعدية

A) مراكز حسية في عمق المادة البيضاء
B) تتالف من النواة المذنبة والعدسية
C) مسؤولة عن تنسيق الفعالية الحركية
D) مراكز حركية في عمق المادة البيضاء",B,A
108,"ينزح الخلط المائي إلى :

A) قناة شليم (الجيب الوريدي الصليبي)
B) الجيب المستقيم
C) الجيب السهمي العلوي
D) الوريد المخي الكبير",A,A
109,"من أربطة مفصل الورك: (2007)

A) الرباط العجزي الحدبي
B) الرباط العجزي الشوكي
C) الرباط العاني العلوي
D) الرباط الحرقفي الفخذي",A,D
110,"تتصل الحفرة الجناحية الحنكية مع البنى التالية ماعدا: )2014 ثانية)

A) الأذن الوسطى.
B) الحفرة القحفية الوسطى.
C) التجويف الأنفي.
D) التجويف الفموي .
E) تجويف الحجاج.",E,A
111,"العبارة الخاطئة عن الشرايين المرنة هي :

A) تساعد على استقرار ضخ الدم.
B) لونها مائل للأصفر بسبب تراكم الكولسترول.
C) الصفيحة المرنة الداخلية موجودة.
D) كل ما سبق خاطئ.",B,B
112,"المنطقة المتوسطة في نواح البطن

A) الشرسوفية
B) الخثلية
C) السرية
D) المغبنية",B,C
113,". عصب الفك العلوي يمر من

A) الثقبة المدورة
B) الثقبة الشوكية
C) الثقبة البيضية
D) الشق الحجابي العلوي",A,A
114,"نقطة تشريحية على الوجه السفلي لجسم العظم الوتدي

A) العرف الوتدي
B) السرج التركي
C) المنقار الوتدي
D) الثقبة المدورة",C,C
115,"يتوضع كيس الدمع على العظم :

A) الدمعي أنسي الحجاج
B) الجبهي وحشي الحجاج
C) الفك العلوي أنسي الحجاج
D) الجبهي أنسي الحجاج",D,A
116,"ينشأ الشريان السباتي المشترك الأيسر من :

A) قوس الأبهر مباشرة
B) الأبهر البطني
C) الأبهر الصاعد
D) الشريان العضدي الرأسي",A,A
117,"الطبقة الأولى من عضلات أخمص القدم تشمل عدا:

A) العضلات الخراطينية
B) مبعدة إبهام القدم
C) مبعدة إصبع القدم الصغرى
D) قابضة الأصابع القصيرة",A,A
118,"تمفصلات رصغ القدم : (2017)

A) العقب مع أسفل الظنبوب
B) القعب مع النردي
C) الزورقي مع الاسفينية
D) الزورقي مع العقب",C,C
119,". يخرج العصب الفكي العلوي من القحف عبر

A) Foramen rotundum
B) Foramen ovale
C) Foramen spinosium
D) Foramen lacenum",A,A
120,"طول الأسهر

A) 45 سم
B) 15سم
C) 6أمتار
D) 1أمتار",B,A
121,"تزداد مناطق الفيتامين في المناطق التالية عدا:

A) راحة اليد.
B) حول فتحة الشرج.
C) اللعوة.
D) الأعضاء التناسلية الخارجية.",B,A
122,"امتداد الألياف المغروية يسمى :

A) خطوط الامتداد
B) الخطوط المغروية
C) خطوط التشطر
D) خطوط التوازي",B,C
123,"الغدد الدهليزية الكبيرة (بارثولين)

A) تتوضع في جدار المهبل.
B) وظيفتها إفراز المخاط.
C) هي غدد مزدوجة.
D) كل ما سبق صحيح.",D,D
124,"تشمل العضلات الأنسية في الفخذ عدا:

A) المقربة الطويلة
B) المقربة القصيرة
C) المقربة الخلفية
D) العضلة الناحلة",D,C
125,"اختار الجواب الصحيح اذا كان هناك جوابا صحيحا واحدا فقط أو اختر الجواب الأكثر شمولا وتكاملا اذا كان هناك أكثر من جواب صحيح

A) الحافة المخططة مكونة من زغيبات واهداب
B) الحافة المشرشة مكونة من زغيبات طويلة واهداب
C) القضبان الانتهائية مكونة من مناطق الالتصاق والانسداد ) ZONULA OCCLUDNS +ZONULA ADHERE IS
D) الغشاء القاعدي مكون من صفيحة قاعدية + صفيحة من الجاف شبكية
E) الغشاء القاعدي مكون من صفيحة قاعدية فقط",C,C
126,". الخطأ حول الفقرة الرقبية الاولى:

A) ليس لها جسم
B) لها قوسان امامية وخلفية
C) على الوجه الامامي للقوس الخلفية يوجد نقرة مفصلية
D) على الوجه السفلي لكل من الكتلتين الجانبيتين سطح مفصلي",A,C
127,"يتم تنظيم أفرازات البنكرياس من خلال:

A) السيكريتين
B) الكولي سيتوكينين
C) العصب المبهم
D) جميع ما سبق صحيح",D,D
128,"يعبر الشريان السحائي الأوسط عبر:

A) الثقبة البيضية
B) الثقبة المدورة
C) الثقبة الشوكية
D) الثقبة الإبرية الخشانية",A,C
129,"اختر الإجابة الصحيحة

A) تستطيع خلية Schwann واحدة تشكيل غمد النخاعين للعديد من الألياف العصبية
B) تتواجد الخلايا النجمية البروتو بلاسمية في المادة السنجابية
C) ال microglia تتكاثر لتشكل ندبة خلوية نسيجية عند الأنية
D) الإجابتان الأولى والثانية صحيحتان
E) كل ما سبق صحيح",A,B
130,"مستوى فتحة نفير السمع في:

A) الصماخ السفلي.
B) الصماخ الأوسط.
C) الصماخ العلوي.
D) الردهة.
E) البلعوم الأنفي.",C,A
131,"العضلات العرقوبية تشمل ما يلي عدا:

A) ذات الرأسين الفخذية
B) رباعية الرؤوس الفخذية
C) نصف الوترية
D) نصف الغشائية",D,B
132,"في النسج الشحمية، الـ Brown fat –

A) ينجم لونه عن غزارة الشعريات الدموية فيه
B) موجود في أماكن واسعة من الجسم.
C) لا يمكن أن يتحول إلى Unilocular adipose tissue
D) الأول والثالث
E) كل ما سبق صحيح",A,D
133,". الخاطئ عن الجوب الانفية

A) الفكي هو الاكبر
B) الوتدي يمتد احيانا للقذالي
C) الجبهي جيب واحد متصل
D) تتصل الخلايا الغربالية الامامية احيانا مع الجبهي",B,C
134,"اختر العبارة الخاطنة :

A) النواة المذنبة تنتهي بالجسم اللوزي
B) النواة المذنبة تتشكل باللحاء والكرة الشاحبة
C) النواة العدسية تقع وحشي النواة المذنبة
D) في النواة العدسية اللحاء وحشي الكرة الشاحبة",C,B
135,"اختر الإجابة الخاطئة في الجسيمة الكلوية:

A) قطر الجسيمة الكلوية 200 ميكرون
B) الحيز البولي هو الفاصل بين الطبقة الداخلية والخارجية وهو حيز الرشح
C) خلايا الطبقة الرجلاء هي خلايا الطبقة الخارجية
D) تبلغ سماكة حاجز الرشح 0.1ميكرون",D,A
136,"أهم محتويات المراق الأيسر

A) المعدة
B) الطحال
C) الفص الكبير الأيسر
D) الكولون النازل",B,B
137,"مايلي صحيح بالنسبة للنسيج العضلي الهيكلي:

A) بروتين الميوسيزين myomesin يوجد في الخطوط z
B) المنطقة H تمثل خيوط الميوزين غير المتداخلة مع الاكتين
C) يمتد القسيم العضلي من الخط M الى الخط M التالي
D) الاجابتان A+C
E) كل ماسبق صحيح",B,B
138,"الطية الجلدية التي تغطي رأس القضيب تدعى

A) الحشفة
B) لفافة بوك
C) القلفة
D) البصلة",C,C
139,"مكان شائع لإنحشار الأجسام الأجنبية في البلعوم الحنجري :

A) الردب الكمثري
B) برزخ الحلق
C) الثقبة العوراء
D) كل ما سبق خطأ",A,A
140,"من وظائف عضلات البطن ما عدا:

A) تعمل كمطاردة
B) ثني الجذع وتحريكه
C) إذا انقبضت تؤدي إلى شهيق قوي
D) دعم محتويات البطن",C,C
141,"اختر الإجابة الخاطئة المتعلقة بعضلات الحوض والعجان:

A) العضلة الكمثرية هي من عضلات أرضية الحوض.
B) لا تشكل العضلة السدادية الخارجية جزء من عضلات أرضية الحوض.
C) يتشكل الحجاب الحوضي من العضلتين رافعة الشرج والكمثرية.
D) تشكل المصرة الاحليلية جزء من عضلات العجان.",B,C
142,"من فروع الحرقفي الباطن ماعدا

A) المثاني العلوي
B) المستقيمي المتوسط والسفلي
C) الفرجي الداخلي
D) السري والعجاني",B,A
143,"امتداد البريتوان بين حشا والجدار الأمامي للبطن

A) ثرب
B) صفاق
C) رباط
D) مسراق",B,C
