id,input,prediction,ground_truth
,ما هي عضلة الشهيق الرئيسية؟,ANSWER: Diaphrag,A
,ما هو ترتيب دخول التراكيب إلى سرة الكلية من الخلف للأمام؟,"ANSWER: Renal fascia, Gerota's fascia, perirenal fat, renal capsule",C
,أين تشاهد التلمة الكعبرية للزند؟,ANSWER: On the medial surface,C
,أين تتوضع الثقبة العوراء في اللسان؟,ANSWER: Behind the foramen,A
,ما هو أطول أجزاء الأنبوب الهضمي؟,ANSWER: Small intestine,A
,ما هو ترتيب العضلات من الأعلى للأسفل على الناحية الخلفية للألية؟,"ANSWER: Brachioradialis, extensor carpi radialis longus, extensor carpi radialis brevis",A
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: Mesothelium,B
,ما هو أطول أجزاء أنبوب الهضم؟,ANSWER: Small intestine,B
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: insulin,B
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: Ligament of the ovary,C
,ما هو لون لب الكظر؟,ANSWER: Yellow,A
,ما الذي يشكل معظم الكتلة العضلية للسان؟,ANSWER: Intrinsic muscles,A
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: papillae,A
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: Ligamentum flav,B
,ما هو أضيق قسم في جذع الدماغ؟,ANSWER: Medulla,C
,أين يقع التلفيف خلف المركزي؟,ANSWER: The gyrus,B
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: The primary motor cortex,A
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: papillae,A
,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟,ANSWER: muscles of the back,A
,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟,ANSWER: The hypothalamus,A
,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟,ANSWER: Vitreous humor,B
,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟,ANSWER: Hypothalamus,B
,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,ANSWER: Muscles of facial expression,B
,ما هو مصدر التروية الرئيسية للمعدة؟,ANSWER: Artery,B
,ما هي أطول أجزاء أنبوب الهضم؟,ANSWER: Small intestine,B
,من أين ينشأ الجذع الرئوي؟,ANSWER: The base of the aorta,A
,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,ANSWER: Reflex of cremaster,B
,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,ANSWER: The humerus,A
,ما هي المنطقة المتوسطة من نواحي البطن؟,ANSWER: The epigastric region,C
,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,ANSWER: The valve,B
,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,ANSWER: The body of the second lumbar,A
,ماذا يحفز ACTH إفرازه؟,ANSWER: Corticotropin-releasing hormone,B
,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,ANSW: The bulb,A
,مما يتكون الزنار الحوضي؟,ANSWER: Ligaments,A
,أين تقع الباحة الحركية الأولية؟,ANSWER: The precentral gyrus,B
,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,ANSWER: Rectus femoris,A
,أين تتوضع الغدة تحت الطية اللسانية؟,ANSWER: Under the lingual fold,C
,أين يتوضع السرج التركي؟,ANSWER: The sella turcica,B
,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,ANSWER: The body,C
,كم عدد شدف النخاع الشوكي؟,ANSWER: Three,A
,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,ANSWER: Cricothyroid,B
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: The renal pelvis,A
,أين توجد نقطة التعظم البدئية في لوح الكتف؟,ANSWER: The suprascapular notch,B
,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,ANSWER: The artery,A
,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,ANSWER: Artery,B
,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,ANSWER: Basilar artery,A
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSWER: Skin,B
,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,ANSWER: Diencephalon,A
,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,ANSWER: The lesser curvature,C
,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,ANSWER: The basilar artery,A
,أين يقع الثرب الصغير؟,ANSWER: The fossa,A
,أين تقع صفيحة الأكيمات؟,ANSWER: On the surface of the tongue,A
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: The primary motor cortex,A
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,ANSWER: Tracts,A
,ما نوع المفصل الحلقي الطرجهالي؟,ANSWER: Synarthrosis,B
,ما هو رقم العصب الحركي للعضلات الماضغة؟,ANSWER: V,B
,كم عدد فصيصات الخصية؟,ANSWER: 250,A
,أين ترتكز العضلة الأخمعية الخلفية بوتر رقيق؟,ANSWER: The base of the skull,A
,أين يتوضع الثلم المهمازي؟,ANSWER: On the brainstem,A
,ما هي المنطقة التي يقع بينها القسيم العضلي (sarcomere)؟,ANSWER: Z lines,D
,ما الذي تنتجه الخلايا المجاورة للجريبات في الدرق؟,ANSWER: Parathyroid hormone,C
,ما الذي تتحول إليه الوحيدات Monocytes بعد مغادرتها الدوران؟,ANSWER: macrophages,A
,ما هو الشريان الذي ينتهي به الشريان الوجهي؟,ANSWER: The facial artery,C
,أين يتوضع الثلم المهمازي؟,ANSWER: On the brainstem,A
,ما هو العصب القحفي الذي يحمل التعصيب نظير الودي للقلب؟,ANSWER: X,C
,ما هي العضلة التي يمر العصب تحت اللساني في الناحية تحت الفك عميقاً منها؟,ANSWER: Hyoglossus,E
,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,ANSWER: Endoscopy,C
,ما هي العظام التي يتشكل منها مفصل الركبة؟,"ANSWER: femur, tibia, patella",A
,ما هي الحركة الخاصة بالساعد؟,ANSWER: Flexion,A
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: The gallbladder,B
,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,ANSWER: Frenulum,A
,ما هي الانطباعات التي توجد على العظم الجداري؟,ANSWER: Impressions of the meninges,B
,ما هو العصب الحركي للعضلات الماضغة؟,ANSWER: The fifth cranial nerve,B
,أين يقع الشق الحجاجي السفلي؟,ANSWER: Between the inferior rectus and lateral rectus,A
,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,ANSWER: Larynx,B
,ما هي حركة الركبة للخلف بمستوى سهمي؟,ANSWER: Flexion,A
,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,ANSWER: The parasympathetic fibers,A
,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,ANSWER: The middle of the orbit,C
,ما هو لون لب الكظر؟,ANSWER: Yellow,A
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: The orbital surface,B
,ما هو لون لب الكظر؟,ANSWER: Yellow,A
,ما هي اللفافة التي تحيط بجسم القضيب؟,ANSWER: Fascia of Buck,A
,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,ANSWER: Sartorius,C
,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,ANSWER: Hepatocytes,B
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: Ligamentum flav,B
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: Prepuce,C
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,ANSWER: The arch of the aorta,A
,متى ينشأ برزخ الأبهر؟,ANSWER: During embryogenesis,C
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,ANSWER: The superior epigastric artery,C
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,ANSWER: White matter,B
,ما هي ميزابة النبض بين أوتار العضلات؟,ANSWER: The fovea,A
,ما هو الوريد السطحي الذي يشكل الابطي؟,ANSWER: The great saphenous vein,A
,ماذا تفرز الخلايا ألفا في البنكرياس؟,ANSWER: Glucagon,A
,ما هو اسم أعمق الانخفاضات في الصيوان؟,ANSWER: The fossa,A
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,ANSWER: Regulation of calcium,A
,ما الذي يمتد من المنخر حتى المنعر؟,ANSWER: The nasolacrimal duct,C
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,ANSWER: The vertebral foramen,C
,أين تتوضع الطية المخملة؟,ANSWER: In the middle of the tongue,B
,ما هو الهرمون الذي يفرز PTH؟,ANSWER: Parathyroid gland,A
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: insulin,B
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,ANSWER: Sternocleidomastoid,C
,من أين يخرج العصب الوجهي من الجمجمة؟,ANSW: The stylomastoid foramen,A
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,ANSWER: The sac,B
,أين يدخل الحالبان المثانة؟,ANSWER: The base,A
,ما هي الباحة المسؤولة عن حركات العين؟,ANSWER: The oculomotor nucleus,D
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,ANSWER: The brachial artery,A
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,ANSWER: The facet,B
,من أين يفرز الغلوكاغون؟,ANSWER: Alpha cells,B
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: Mesothelium,B
,ما هو معنى التوسع في نهاية الأسهر؟,ANSWER: Dilatation,A
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,ANSWER: 12,B
,من أين ينتج هرمون الأستروجين؟,ANSWER: Ovaries,B
,ما هي الفروع الانتهائية للسباني الخارجي؟,ANSWER: The branches,C
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,ANSWER: Dorsal rami,B
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,ANSWER: The pterygoid plexus,C
,أين يتوضع العظم الكتفي؟,ANSWER: Above the scapula,A
,ما هي المنطقة الأعمق في الغدة الكظرية؟,ANSWER: Medulla,A
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,ANSWER: The reticular formation,C
,ما الذي ينفتح على القرين الأنفي العلوي؟,ANSWER: The sinus,A
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,ANSWER: Deltoid,B
,أين تتوضع الاحدوبة الدالية في العضد؟,ANSWER: On the humerus,B
,ما هو أكبر الجيوب جانب الأنف؟,ANSWER: The maxillary sinus,A
,ما هو العصب المحرك لعضلات اللسان؟,ANSWER: The hypoglossal nerve,C
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,ANSWER: The fossa,C
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,ANSWER: Pericardium,C
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,ANSWER: The left coronary artery,A
,ما هو تشكل الوريد المأبضي؟,ANSWER: Formation of the portal vein,A
,ما هي المنطقة الأعمق في قشر الكظر؟,ANSWER: The zona reticularis,C
,أين يقع التلم الوحشي؟,ANSWER: On the lateral surface of the brain,A
,أين يصب الوريد الكلوي؟,ANSWER: into the inferior vena,C
,أين ترتكز العضلة المدورة الصغيرة؟,ANSWER: On the humerus,e
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,ANSWER: The nasopharynx,C
,كم عدد الأعصاب القحفية؟,ANSWER: Twelve,B
,أين تتوضع نواة العصب العاشر؟,ANSWER: The medulla,B
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,ANSWER: The pharyngeal,C
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,ANSWER: The phrenic nerve,B
,ما هو العظم الأضخم في هيكل القدم؟,ANSWER: calcaneus,B
,أين يوجد النفير البلعومي السمعي؟,ANSWER: The pharyngeal opening,C
,ما الذي يحد فتحة وينسلو من الأسفل؟,ANSWER: The hyoid bone,B
,ما يُسمى الوجه الأمامي للوح الكتف؟,ANSWER: The surface,C
,ما هو الشريان الذي يروي القولون الصاعد؟,ANSWER: The colic artery,C
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: Prepuce,C
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: The renal pelvis,C
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: The glottis,C
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,ANSWER: The zona fasciculata,A
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,ANSWER: cells of Leydig,B
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,ANSWER: The fossa,B
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: The gallbladder,B
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,ANSWER: Middle cerebral artery,B
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: The glottis,C
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,ANSWER: V,C
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,ANSWER: LH,A
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,ANSWER: TSH,C
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,ANSWER: The spleen,B
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,ANSWER: Brachialis,A
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,ANSW: Papillae,C
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,ANSWER: Capillaries,B
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,ANSWER: The mandibular notch,B
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,ANSWER: The papillae,C
,من أين يخرج العصب الشوكي؟,ANSWER: The foramen,A
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,ANSW: Fibers of the parasympathetic,B
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,ANSWER: The third,C
,ما الذي يشغل الجزء العلوي من قبة القحف؟,ANSWER: The frontal lobe,A
,ما هو العصب الذي يعصب الغدة النكفية؟,ANSWER: The otic ganglion,C
,من أين يخرج العصب تحت اللساني؟,ANSWER: The foramen,A
,ما هي الخلايا البالعة الكبدية؟,ANSWER: Kupffer cells,C
,أين يصب الوريد الصافن الكبير (الأنسي)؟,ANSWER: into the femoral vein,A
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,ANSWER: The subclavian artery,A
,ما تُدعى الردب بين عنق الرحم والمهبل؟,ANSWER: Fossa,C
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,ANSWER: T2,C
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: Ligament of the ovary,C
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,ANSWER: Sartorius,C
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,ANSWER: Endometrium,A
,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,ANSWER: Baroreceptors,B
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSWER: Skin,B
,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,ANSWER: The hilum,A
,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,ANSWER: The foramen of the middle meninge,C
,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,ANSWER: The tympanic cavity,C
,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,ANSWER: Sensation,C
,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,ANSWER: Cells of Kupffer,B
,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,ANSWER: The right ventricle,C
,ما هو العصب القحفي الثاني؟,ANSWER: The optic nerve,A
,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,ANSWER: The temporal bone,B
,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,ANSWER: Cartilage of the first ring,A
,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,ANSWER: Joint,A
,ما هو أكبر أعصاب الجسم؟,ANSWER: The sciatic nerve,D
,كم عدد العضلات بين العظمية الأخمصية؟,ANSWER: 33,A
,أين ينتهي الأبهر النازل؟,ANSWER: The aortic bifurcation,C
,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,ANSWER: Basal ganglia,A
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: The orbital surface,B
,أين ينفتح الجيب الفكي؟,ANSWER: Into the maxillary sinus,C
,ما هو أكبر أقسام المعثكلة؟,ANSWER: The thyroid gland,A
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,ANSWER: The optic foramen,A
,أين ترتكز العضلة الشظوية القصيرة؟,ANSWER: On the lateral surface of the scapula,A
,ما هي المنطقة في الحنجرة التي تشمل الطيتين الصوتيتين والمسافة بينهما؟,ANSWER: The glottis,A
,أين تقع الوهدة في البلعوم؟,ANSWER: The posterior wall,B
,ما هي الغدة التي تتوضع تحت الطية اللسانية؟,ANSWER: Gland of von Ebner,C
,ما هو العصب الذي ينتقل عبره الحس غير العام (حس الذوق) من الثلث الأمامي للسان؟,ANSWER: Chorda tympan,A
,ماذا يروي المساريقي العلوي؟,ANSWER: The brain,A
,ما هي المنطقة الأعمق من قشر الكظر؟,ANSWER: The zona reticularis,C
,ما هي الفقرة التي تحتوي على ثقبة فقرية كبيرة ومثلثية الشكل؟,ANSWER: C2,A
,ما هو لون قشر الكظر؟,ANSWER: Yellow,C
,ما هو النسيج الضام الليفي الذي يرتكز حول السطوح المفصلية؟,ANSWER: Articular cartilage,A
,كم عدد شدف النخاع الشوكي؟,ANSWER: Three,A
,ما هو التصريف اللمفاوي للثلث الخلفي للسان؟,ANSWER: Nodes,E
,ما هي الغدة التي تقوم بإفراز الميلاتونين؟,ANSWER: Pineal gland,C
,ما هو الشريان الذي له انطباعات على الوجه الداخلي للعظم الصدغي وهو فرع من أي شريان؟,ANSWER: The middle meningeal artery,A
,ما هو التصنيف الذي يمكننا من معرفة العضلات التي تشارك في كل مرحلة مفصلية وتطبيق ذلك أثناء الفحص؟,ANSWER: Classification of muscles,A
,ما هي الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي؟,ANSWER: Branches of the renal artery,B
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف حاد؟,ANSWER: Ketamine,E
,ما هو المخدر الذي يتميز بالمباشرة والصحو السريعين؟,ANSWER: Propofol,E
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف رضي حاد؟,ANSWER: Ketamine,C
,ما هو المرخي العضلي الأمثل لتسهيل تنبيب مريض ذي خطورة عالية للاستنشاق؟,ANSWER: succinylcholine,A
,ما هو الترياق المناسب للتسمم بالمورفين؟,ANSWER: Naloxone,A
,ما الذي يشير إليه بقاء عيني المريض مفتوحتين مع رأرأة خفيفة وحركات غير هادفة بعد إعطائه جرعة من الكيتامين؟,ANSWER: Emergence delirium,E
