id,input,prediction,ground_truth,judge_label
,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,العضلات of facial,B,Incorrect
,ما هو مصدر التروية الرئيسية للمعدة؟,الشرى,B,Incorrect
,ما هي أطول أجزاء أنبوب الهضم؟,الامعاء,B,Correct
,من أين ينشأ الجذع الرئوي؟,الشرا,A,Incorrect
,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,المنعكس cremasteric,B,Correct
,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,الضم,A,Incorrect
,ما هي المنطقة المتوسطة من نواحي البطن؟,المنطقة umbilical,C,Correct
,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,الValve Mitral,B,Correct
,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,العمود,A,Incorrect
,ماذا يحفز ACTH إفرازه؟,CRH,B,Incorrect
,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,الbulb,A,Correct
,مما يتكون الزنار الحوضي؟,العجز,A,Incorrect
,أين تقع الباحة الحركية الأولية؟,الجراب,B,Incorrect
,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,العضة الباس,A,Incorrect
,أين تتوضع الغدة تحت الطية اللسانية؟,اللس,C,Incorrect
,أين يتوضع السرج التركي؟,الجمجمة,B,Incorrect
,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,ال neck,C,Incorrect
,كم عدد شدف النخاع الشوكي؟,Three,A,Incorrect
,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,العضة الحنجية,B,Incorrect
,ما يُدعى القسم العلوي المتسع من الحالب؟,الrenal pelvis,A,Correct
,أين توجد نقطة التعظم البدئية في لوح الكتف؟,الثقب,B,Incorrect
,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,الشرايين subclavian,A,Incorrect
,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,الشريان الفacial,B,Correct
,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,الوريد,A,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,الجل,B,Incorrect
,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,الدماغ,A,Correct
,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,الثنية,C,Incorrect
,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,الartery basilar,A,Incorrect
,أين يقع الثرب الصغير؟,الثرب,A,Incorrect
,أين تقع صفيحة الأكيمات؟,الثاني,A,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,المركز الحركي,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,الطريق,A,Incorrect
,ما نوع المفصل الحلقي الطرجهالي؟,مفصل ثري,B,Incorrect
,ما هو رقم العصب الحركي للعضلات الماضغة؟,الخام,B,Incorrect
,كم عدد فصيصات الخصية؟,250,A,Incorrect
,أين ترتكز العضلة الأخمعية الخلفية بوتر رقيق؟,المنطقة of the mandible,A,Incorrect
,أين يتوضع الثلم المهمازي؟,near the brainstem,A,Incorrect
,ما هي المنطقة التي يقع بينها القسيم العضلي (sarcomere)؟,الز line,D,Incorrect
,ما الذي تنتجه الخلايا المجاورة للجريبات في الدرق؟,الكل,C,Incorrect
,ما الذي تتحول إليه الوحيدات Monocytes بعد مغادرتها الدوران؟,خلايا البل,A,Incorrect
,ما هو الشريان الذي ينتهي به الشريان الوجهي؟,الوجه,C,Incorrect
,أين يتوضع الثلم المهمازي؟,near the brainstem,A,Incorrect
,ما هو العصب القحفي الذي يحمل التعصيب نظير الودي للقلب؟,العصب العاشر,C,Correct
,ما هي العضلة التي يمر العصب تحت اللساني في الناحية تحت الفك عميقاً منها؟,العضة hyoglossus,E,Correct
,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,التشريح,C,Incorrect
,ما هي العظام التي يتشكل منها مفصل الركبة؟,"الفخذ, tibia, patella",A,Correct
,ما هي الحركة الخاصة بالساعد؟,الانحاء,A,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,الغدة,B,Incorrect
,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,الفرج,A,Incorrect
,ما هي الانطباعات التي توجد على العظم الجداري؟,الانطباعات of the middle meningeal artery,B,Correct
,ما هو العصب الحركي للعضلات الماضغة؟,العصب ثلاثي,B,Correct
,أين يقع الشق الحجاجي السفلي؟,الوجه,A,Incorrect
,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,الجهاز الصوتي,B,Incorrect
,ما هي حركة الركبة للخلف بمستوى سهمي؟,الانثناء,A,Incorrect
,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,العصب facial,A,Correct
,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,الجبه,C,Incorrect
,ما هو لون لب الكظر؟,أحمر,A,Incorrect
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,الوجه external,B,Incorrect
,ما هو لون لب الكظر؟,أحمر,A,Incorrect
,ما هي اللفافة التي تحيط بجسم القضيب؟,اللفاء of Buck,A,Correct
,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,العضة,C,Incorrect
,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,الخلايا around the central vein,B,Correct
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,العضلات longitudinal,B,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,الجلد,C,Incorrect
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,الأبهر,A,Correct
,متى ينشأ برزخ الأبهر؟,During the fourth week,C,Incorrect
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,الarteria epigastrica,C,Incorrect
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,الألياف association,B,Correct
,ما هي ميزابة النبض بين أوتار العضلات؟,التروس,A,Incorrect
,ما هو الوريد السطحي الذي يشكل الابطي؟,الوريد basilic,A,Correct
,ماذا تفرز الخلايا ألفا في البنكرياس؟,الجلوكاج,A,Correct
,ما هو اسم أعمق الانخفاضات في الصيوان؟,السيال,A,Incorrect
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,زيادة الكالcium,A,Correct
,ما الذي يمتد من المنخر حتى المنعر؟,الجوف,C,Incorrect
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,الفتحة,C,Correct
,أين تتوضع الطية المخملة؟,العض,B,Incorrect
,ما هو الهرمون الذي يفرز PTH؟,Parathyroid,A,Correct
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,إنسولين,B,Correct
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,العضلات of the neck,C,Incorrect
,من أين يخرج العصب الوجهي من الجمجمة؟,الفتام,A,Incorrect
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,العرق,B,Incorrect
,أين يدخل الحالبان المثانة؟,الثقب,A,Incorrect
,ما هي الباحة المسؤولة عن حركات العين؟,الباحة البصرية,D,Incorrect
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,الarteria subclavia,A,Correct
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,الوجه superior,B,Correct
,من أين يفرز الغلوكاغون؟,الجزار,B,Incorrect
,ما هي الطبقة المبطنة للتامور الليفي؟,الطبقة serosa,B,Incorrect
,ما هو معنى التوسع في نهاية الأسهر؟,تضيق,A,Incorrect
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,12,B,Correct
,من أين ينتج هرمون الأستروجين؟,الغدد,B,Incorrect
,ما هي الفروع الانتهائية للسباني الخارجي؟,الarteries of the hand,C,Incorrect
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,العصب الفرعي,B,Incorrect
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,الوريد jugular,C,Incorrect
,أين يتوضع العظم الكتفي؟,الكتف,A,Incorrect
,ما هي المنطقة الأعمق في الغدة الكظرية؟,الميدulla,A,Correct
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,الثالmus,C,Incorrect
,ما الذي ينفتح على القرين الأنفي العلوي؟,الجيوب ethmoidal,A,Correct
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,العضل,B,Incorrect
,أين تتوضع الاحدوبة الدالية في العضد؟,الظهر,B,Incorrect
,ما هو أكبر الجيوب جانب الأنف؟,الجيوب الفكية,A,Correct
,ما هو العصب المحرك لعضلات اللسان؟,العصب hypoglossal,C,Correct
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,العضة,C,Incorrect
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,التبان,C,Incorrect
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,الصد,A,Incorrect
,ما هو تشكل الوريد المأبضي؟,تكوين,A,Incorrect
,ما هي المنطقة الأعمق في قشر الكظر؟,الmedulla,C,Incorrect
,أين يقع التلم الوحشي؟,الدماغ,A,Incorrect
,أين يصب الوريد الكلوي؟,الوريد الابي,C,Incorrect
,أين ترتكز العضلة المدورة الصغيرة؟,السط,e,Incorrect
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,البلعوم,C,Incorrect
,كم عدد الأعصاب القحفية؟,12,B,Correct
,أين تتوضع نواة العصب العاشر؟,الدماغ stem,B,Incorrect
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,الغدة,C,Incorrect
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,العصب الفقي,B,Incorrect
,ما هو العظم الأضخم في هيكل القدم؟,الكلب,B,Incorrect
,أين يوجد النفير البلعومي السمعي؟,البلع,C,Incorrect
,ما الذي يحد فتحة وينسلو من الأسفل؟,العضة,B,Incorrect
,ما يُسمى الوجه الأمامي للوح الكتف؟,السطح,C,Incorrect
,ما هو الشريان الذي يروي القولون الصاعد؟,الشرى الكوليك,C,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,الجلد,C,Incorrect
,ما يُدعى القسم العلوي المتسع من الحالب؟,الrenal pelvis,C,Correct
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,الجلد,C,Incorrect
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,الزونا fasciculata,A,Incorrect
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,الخلايا اللمفاوية,B,Incorrect
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,الظهر,B,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,الغدة,B,Incorrect
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,الشرى middle,B,Correct
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,الجلد,C,Incorrect
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,الثال,C,Incorrect
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,هرمون لوتين,A,Correct
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,هرمون محرض للدر,C,Incorrect
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,الطح,B,Incorrect
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,الثاني,A,Incorrect
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,الزغ,C,Incorrect
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,الشعيرات,B,Incorrect
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,المنجل,B,Incorrect
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,الجسم cavernos,C,Incorrect
,من أين يخرج العصب الشوكي؟,الفتام,A,Incorrect
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,الجهاز parasympathetic,B,Correct
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,الثال,C,Incorrect
,ما الذي يشغل الجزء العلوي من قبة القحف؟,الدماغ,A,Correct
,ما هو العصب الذي يعصب الغدة النكفية؟,العصب glossopharyngeal,C,Correct
,من أين يخرج العصب تحت اللساني؟,الجذع,A,Incorrect
,ما هي الخلايا البالعة الكبدية؟,خلايا كوف,C,Correct
,أين يصب الوريد الصافن الكبير (الأنسي)؟,الوريد الفخذي,A,Correct
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,الوريد,A,Incorrect
,ما تُدعى الردب بين عنق الرحم والمهبل؟,الفرج,C,Incorrect
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,T2,C,Incorrect
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,الرباط round,C,Incorrect
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,العضة السارت,C,Incorrect
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,الطبقة functional,A,Correct
,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,الأور,B,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,الجل,B,Incorrect
,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,الartery,A,Correct
,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,الغدة,C,Incorrect
,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,الجوف temporal,C,Incorrect
,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,الضغط,C,Incorrect
,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,خلايا ستار,B,Correct
,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,القلب,C,Incorrect
,ما هو العصب القحفي الثاني؟,العصب البصary,A,Correct
,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,الجم,B,Incorrect
,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,الغضروف الكرو,A,Incorrect
,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,مفصل السلة,A,Correct
,ما هو أكبر أعصاب الجسم؟,العصب السيتatic,D,Correct
,كم عدد العضلات بين العظمية الأخمصية؟,three,A,Incorrect
,أين ينتهي الأبهر النازل؟,الثقب of the diaphragm,C,Incorrect
,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,الدماغ,A,Incorrect
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,الوجه external,B,Incorrect
,أين ينفتح الجيب الفكي؟,الفتحة,C,Incorrect
,ما هو أكبر أقسام المعثكلة؟,الثyroid,A,Incorrect
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,العصب,A,Incorrect
,أين ترتكز العضلة الشظوية القصيرة؟,الرقبة,A,Incorrect
,ما هي المنطقة في الحنجرة التي تشمل الطيتين الصوتيتين والمسافة بينهما؟,الجلوتيس,A,Correct
,أين تقع الوهدة في البلعوم؟,البلع,B,Incorrect
,ما هي الغدة التي تتوضع تحت الطية اللسانية؟,الغدة الثيم,C,Incorrect
,ما هو العصب الذي ينتقل عبره الحس غير العام (حس الذوق) من الثلث الأمامي للسان؟,العصب الفكي,A,Incorrect
,ماذا يروي المساريقي العلوي؟,الcolon,A,Incorrect
,ما هي المنطقة الأعمق من قشر الكظر؟,الmedulla,C,Incorrect
,ما هي الفقرة التي تحتوي على ثقبة فقرية كبيرة ومثلثية الشكل؟,C2,A,Incorrect
,ما هو لون قشر الكظر؟,أحمر,C,Incorrect
,ما هو النسيج الضام الليفي الذي يرتكز حول السطوح المفصلية؟,الغشاء المفصلي,A,Incorrect
,كم عدد شدف النخاع الشوكي؟,Three,A,Incorrect
,ما هو التصريف اللمفاوي للثلث الخلفي للسان؟,العضة,E,Incorrect
,ما هي الغدة التي تقوم بإفراز الميلاتونين؟,الغدة pineal,C,Correct
,ما هو الشريان الذي له انطباعات على الوجه الداخلي للعظم الصدغي وهو فرع من أي شريان؟,الشراى السح,A,Incorrect
,ما هو التصنيف الذي يمكننا من معرفة العضلات التي تشارك في كل مرحلة مفصلية وتطبيق ذلك أثناء الفحص؟,التصنيف الوظيفي,A,Incorrect
,ما هي الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي؟,الشرايين interlobar,B,Incorrect
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف حاد؟,كيتامين,E,Correct
,ما هو المخدر الذي يتميز بالمباشرة والصحو السريعين؟,بروفوكين,E,Incorrect
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف رضي حاد؟,كيتامين,C,Correct
,ما هو المرخي العضلي الأمثل لتسهيل تنبيب مريض ذي خطورة عالية للاستنشاق؟,روكورونيوم,A,Correct
,ما هو الترياق المناسب للتسمم بالمورفين؟,نالوكسون,A,Correct
,ما الذي يشير إليه بقاء عيني المريض مفتوحتين مع رأرأة خفيفة وحركات غير هادفة بعد إعطائه جرعة من الكيتامين؟,تخدير غير كامل,E,Incorrect
,ما هو الدواء المنتخب للإرخاء العضلي والتنبيب لمريض يعاني من قصور كلوي ويحتاج لعملية إسعافية؟,روكورونيوم,C,Incorrect
,ما هو المرخي العضلي المفضل استعماله لمريض سيخضع لجراحة إسعافية ويعاني من قصور كلوي؟,دانتrolene,B,Incorrect
,ماذا يفكك الببسين؟,البروتين,B,Correct
,ما التعبير الصحيح لوصف جزيئات الإيثين في تفاعل تشكيل البولي إيثين؟,مونome,A,Incorrect
,ماذا يسبب عوز إنزيم البيروفات كيناز؟,انيميا,A,Correct
,ماذا ندعو آلية تفاعل الكلور مع البروبان في ضوء الشمس لإنتاج 1-كلورو بروبان؟,تفاعل هالوجين,B,Incorrect
