id,input,prediction,ground_truth
,ما اسم الكرة الصغيرة فوق قمة الغضروف؟,ANSW,B
,أين لا توجد الغدد الزهمية؟,ANSW: The,A
,ما هو العصب المسؤول عن حركات عضلات الوجه التعبيرية؟,ANSW: The facial,A
,ما هي الزاوية الخلفية السفلية في العظم الجداري؟,ANSWER: The fossa,A
,ما هو الاسم الآخر لفرع الفك السفلي؟,ANSW: branch,C
,ماذا يفعل الرباط المتصالب الأمامي؟,ANSW: Stabilizes the knee,C
,ما هي الثقبة التي يعبر من خلالها العصب الوجهي؟,ANSW: The foramen,A
,ماذا تفرز خلايا بيتا في البنكرياس؟,ANSWER: Insulin,B
,ما هو التامور الخارجي الذي لا يرتبط بالقلب؟,ANSW: Tam,A
,ما هو القسم من الضلع الواقع بين الرأس والحديبة؟,ANSW: The body,C
,مع أي عظم يتمفصل الظنبوب في الأسفل؟,ANSW: Talus,C
,أي من العضلات العميقة التالية للمثلث الخلفي للعنق ترتبط بحدبة الأطلس الخلفية؟,ANSW,A
,ما هو التركيب الذي يتصل بالخلف مع البلعوم الفموي عبر برزخ الحلق؟,ANSW,C
,ما هي البنية التي تغطي السطوح الأمامي والإنسي والوحشي للخصية؟,ANSW: Tunica,C
,أين يقع موقع الغدة الدرقية؟,ANSW: Anterior,A
,أين تتوضع مستقبلات الشم؟,ANSW,C
,ما هي طبيعة هرمونات الغدة النخامية؟,ANSWER: Protein,B
,ما هو مفصل المرفق؟,ANSW: A joint,A
,ما هو المكان الذي تنشأ منه العضلة المدورة الكبيرة بشكل أساسي؟,ANSW: The greater trochan,A
,أين يتوضع الأبهر النازل البطني؟,ANSW: Anterior to the vertebral,A
,ما الذي يجاور السطح العلوي لمثانة الرجل؟,ANSW,A
,ما هي عضلة الشهيق الرئيسية؟,ANSW: Diaphrag,A
,ما هو ترتيب دخول التراكيب إلى سرة الكلية من الخلف للأمام؟,ANSW,C
,أين تشاهد التلمة الكعبرية للزند؟,ANSW: On the lateral surface,C
,أين تتوضع الثقبة العوراء في اللسان؟,ANSWER: Behind,A
,ما هو أطول أجزاء الأنبوب الهضمي؟,ANSW,A
,ما هو ترتيب العضلات من الأعلى للأسفل على الناحية الخلفية للألية؟,ANSWER: Longus,A
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: Mesothelium,B
,ما هو أطول أجزاء أنبوب الهضم؟,ANSW,B
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: insulin,B
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSW: Ligament,C
,ما هو لون لب الكظر؟,ANSW: Yellow,A
,ما الذي يشكل معظم الكتلة العضلية للسان؟,ANSW,A
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSW,A
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: Muscles,B
,ما هو أضيق قسم في جذع الدماغ؟,ANSW,C
,أين يقع التلفيف خلف المركزي؟,ANSW: In the parietal lobe,B
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSW: The primary somatosensory cortex,A
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSW,A
,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟,ANSW: Muscles of the hip,A
,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟,ANSW: The brain stem,A
,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟,ANSW: Vitreous,B
,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟,ANSW,B
,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,ANSW: Muscles of facial expression,B
,ما هو مصدر التروية الرئيسية للمعدة؟,ANSW: The celiac,B
,ما هي أطول أجزاء أنبوب الهضم؟,ANSW,B
,من أين ينشأ الجذع الرئوي؟,ANSW: The aorta,A
,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,ANSW: Reflex,B
,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,ANSW: The humerus,A
,ما هي المنطقة المتوسطة من نواحي البطن؟,ANSWER: The umbilical,C
,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,ANSW:,B
,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,ANSWER: The transverse process,A
,ماذا يحفز ACTH إفرازه؟,ANSWER: CRH,B
,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,ANSW,A
,مما يتكون الزنار الحوضي؟,ANSW: Ligaments,A
,أين تقع الباحة الحركية الأولية؟,ANSWER: The precentral gyrus,B
,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,ANSWER: Rectus femoris,A
,أين تتوضع الغدة تحت الطية اللسانية؟,ANSW: Under the tongue,C
,أين يتوضع السرج التركي؟,ANSW: Between the sphenoid,B
,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,ANSW: The,C
,كم عدد شدف النخاع الشوكي؟,ANSW,A
,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,ANSWER: Lateral cricoid,B
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSW,A
,أين توجد نقطة التعظم البدئية في لوح الكتف؟,ANSWER: The suprascular,B
,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,ANSW: The aorta,A
,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,ANSW: The facial,B
,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,ANSW: The vertebral,A
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSW,B
,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,ANSW: Forebrain,A
,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,ANSW: The lesser curvature,C
,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,ANSW: The vertebral artery,A
,أين يقع الثرب الصغير؟,ANSW,A
,أين تقع صفيحة الأكيمات؟,ANSW: On the,A
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSW: The primary somatosensory cortex,A
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,ANSW: Fibers,A
,ما نوع المفصل الحلقي الطرجهالي؟,ANSW: Synovial,B
,ما هو رقم العصب الحركي للعضلات الماضغة؟,ANSW: V,B
,كم عدد فصيصات الخصية؟,ANSW: 250,A
,أين ترتكز العضلة الأخمعية الخلفية بوتر رقيق؟,ANSWER: The lateral surface of the hyoid,A
,أين يتوضع الثلم المهمازي؟,ANSW,A
,ما هي المنطقة التي يقع بينها القسيم العضلي (sarcomere)؟,ANSW,D
,ما الذي تنتجه الخلايا المجاورة للجريبات في الدرق؟,ANSW:,C
,ما الذي تتحول إليه الوحيدات Monocytes بعد مغادرتها الدوران؟,ANSWER: Macrophages,A
,ما هو الشريان الذي ينتهي به الشريان الوجهي؟,ANSW: The facial,C
,أين يتوضع الثلم المهمازي؟,ANSW,A
,ما هو العصب القحفي الذي يحمل التعصيب نظير الودي للقلب؟,ANSW: Vagus,C
,ما هي العضلة التي يمر العصب تحت اللساني في الناحية تحت الفك عميقاً منها؟,ANSW,E
,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,ANSW: Endoscopy,C
,ما هي العظام التي يتشكل منها مفصل الركبة؟,"ANSW: Femur, Tibia, Patella",A
,ما هي الحركة الخاصة بالساعد؟,ANSW: Pronation,A
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSW: The gall,B
,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,ANSW,A
,ما هي الانطباعات التي توجد على العظم الجداري؟,ANSW: impressions,B
,ما هو العصب الحركي للعضلات الماضغة؟,ANSW: V,B
,أين يقع الشق الحجاجي السفلي؟,ANSWER: Between the inferior rect,A
,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,ANSW: The larynx,B
,ما هي حركة الركبة للخلف بمستوى سهمي؟,ANSWER: Flexion,A
,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,ANSW: Facial,A
,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,ANSW: The floor of the anterior cranial fossa,C
,ما هو لون لب الكظر؟,ANSW: Yellow,A
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSW: The end,B
,ما هو لون لب الكظر؟,ANSW: Yellow,A
,ما هي اللفافة التي تحيط بجسم القضيب؟,ANSWER: Fascia,A
,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,ANSW: Tibialis,C
,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,ANSW: Hepatocytes,B
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: Muscles,B
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSW: Prepuce,C
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,ANSW: The arch,A
,متى ينشأ برزخ الأبهر؟,ANSW,C
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,ANSW: The,C
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,ANSW: white matter,B
,ما هي ميزابة النبض بين أوتار العضلات؟,ANSW,A
,ما هو الوريد السطحي الذي يشكل الابطي؟,ANSW: The great saphenous,A
,ماذا تفرز الخلايا ألفا في البنكرياس؟,ANSWER: Glucagon,A
,ما هو اسم أعمق الانخفاضات في الصيوان؟,ANSW: The fove,A
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,ANSWER: Regulation of calcium,A
,ما الذي يمتد من المنخر حتى المنعر؟,ANSW: Nasopharynx,C
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,ANSW,C
,أين تتوضع الطية المخملة؟,ANSW,B
,ما هو الهرمون الذي يفرز PTH؟,ANSW: Parathyroid,A
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: insulin,B
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,ANSW: Muscles of the neck,C
,من أين يخرج العصب الوجهي من الجمجمة؟,ANSW: The stylomas,A
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,ANSW: The,B
,أين يدخل الحالبان المثانة؟,ANSW: At the,A
,ما هي الباحة المسؤولة عن حركات العين؟,ANSW: The frontal eye field,D
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,ANSW: The arch of the aorta,A
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,ANSW: The lateral,B
,من أين يفرز الغلوكاغون؟,ANSWER: Alpha cells,B
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: Mesothelium,B
,ما هو معنى التوسع في نهاية الأسهر؟,ANSW: Dilated,A
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,ANSWER: 12,B
,من أين ينتج هرمون الأستروجين؟,ANSW: Ovar,B
,ما هي الفروع الانتهائية للسباني الخارجي؟,ANSW,C
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,ANSW: Nerve,B
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,ANSW: The phrenic,C
,أين يتوضع العظم الكتفي؟,ANSWER: The shoulder,A
,ما هي المنطقة الأعمق في الغدة الكظرية؟,ANSW: The med,A
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,ANSWER: The reticular,C
,ما الذي ينفتح على القرين الأنفي العلوي؟,ANSW,A
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,ANSWER: Deltoid,B
,أين تتوضع الاحدوبة الدالية في العضد؟,ANSW: Lateral,B
,ما هو أكبر الجيوب جانب الأنف؟,ANSW: The maxillary sinus,A
,ما هو العصب المحرك لعضلات اللسان؟,ANSW: The hypoglossal,C
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,ANSWER: The fossa,C
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,ANSW,C
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,ANSW: The main,A
,ما هو تشكل الوريد المأبضي؟,ANSW: Formation,A
,ما هي المنطقة الأعمق في قشر الكظر؟,ANSW,C
,أين يقع التلم الوحشي؟,ANSW: On the lateral surface,A
,أين يصب الوريد الكلوي؟,ANSW: into the inferior,C
,أين ترتكز العضلة المدورة الصغيرة؟,ANSW: On the hum,e
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,ANSW,C
,كم عدد الأعصاب القحفية؟,ANSW: 12,B
,أين تتوضع نواة العصب العاشر؟,ANSW: In the med,B
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,ANSWER: The,C
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,ANSW: The phrenic,B
,ما هو العظم الأضخم في هيكل القدم؟,ANSW: calc,B
,أين يوجد النفير البلعومي السمعي؟,ANSW,C
,ما الذي يحد فتحة وينسلو من الأسفل؟,ANSWER: The thyroid,B
,ما يُسمى الوجه الأمامي للوح الكتف؟,ANSWER: The anterior,C
,ما هو الشريان الذي يروي القولون الصاعد؟,ANSW: The,C
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSW: Prepuce,C
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSW,C
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSW: Glottis,C
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,ANSW,A
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,ANSW: Cells,B
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,ANSWER: The fossa,B
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSW: The gall,B
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,ANSW: Middle cerebral,B
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSW: Glottis,C
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,ANSW: V,C
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,ANSW: LH,A
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,ANSW: Thyroid-stimulating hormone,C
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,ANSW: The,B
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,ANSW: Brachii,A
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,ANSW,C
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,ANSW,B
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,ANSW: The angle,B
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,ANSW: The,C
,من أين يخرج العصب الشوكي؟,ANSW: The intervertebral for,A
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,ANSW: Nerve,B
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,ANSW: Third,C
,ما الذي يشغل الجزء العلوي من قبة القحف؟,ANSW: The brain,A
,ما هو العصب الذي يعصب الغدة النكفية؟,ANSW: The facial nerve,C
,من أين يخرج العصب تحت اللساني؟,ANSW: The foramen,A
,ما هي الخلايا البالعة الكبدية؟,ANSWER: Kupffer,C
,أين يصب الوريد الصافن الكبير (الأنسي)؟,ANSWER: into the femoral vein,A
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,ANSW,A
,ما تُدعى الردب بين عنق الرحم والمهبل؟,ANSW: Fossa,C
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,ANSWER: T2,C
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSW: Ligament,C
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,ANSW: Sartorius,C
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,ANSW: Endomet,A
,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,ANSWER: Carotid sinus,B
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSW,B
,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,ANSW: The hil,A
,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,ANSW,C
,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,ANSW: The tympanic cavity,C
,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,ANSWER: Sensation,C
,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,ANSW: Cells,B
,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,ANSW: The right,C
,ما هو العصب القحفي الثاني؟,ANSW: The optic,A
,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,ANSW: The temporal,B
,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,ANSW: The first,A
,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,ANSW: Saddle joint,A
,ما هو أكبر أعصاب الجسم؟,ANSW: The sciatic,D
,كم عدد العضلات بين العظمية الأخمصية؟,ANSW: 3,A
,أين ينتهي الأبهر النازل؟,ANSW,C
,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,ANSW: Basal ganglia,A
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSW: The end,B
,أين ينفتح الجيب الفكي؟,ANSW: Into the maxillary sinus,C
,ما هو أكبر أقسام المعثكلة؟,ANSW: The,A
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,ANSW: The optic,A
,أين ترتكز العضلة الشظوية القصيرة؟,ANSWER: On the lateral surface of the scap,A
,ما هي المنطقة في الحنجرة التي تشمل الطيتين الصوتيتين والمسافة بينهما؟,ANSW: The glottis,A
,أين تقع الوهدة في البلعوم؟,ANSW,B
,ما هي الغدة التي تتوضع تحت الطية اللسانية؟,ANSW: The,C
,ما هو العصب الذي ينتقل عبره الحس غير العام (حس الذوق) من الثلث الأمامي للسان؟,ANSW,A
,ماذا يروي المساريقي العلوي؟,ANSW: The brain,A
,ما هي المنطقة الأعمق من قشر الكظر؟,ANSW,C
,ما هي الفقرة التي تحتوي على ثقبة فقرية كبيرة ومثلثية الشكل؟,ANSW: The sacral,A
,ما هو لون قشر الكظر؟,ANSW: Yellow,C
,ما هو النسيج الضام الليفي الذي يرتكز حول السطوح المفصلية؟,ANSW: Fibrous,A
,كم عدد شدف النخاع الشوكي؟,ANSW,A
,ما هو التصريف اللمفاوي للثلث الخلفي للسان؟,ANSWER: Nodes,E
,ما هي الغدة التي تقوم بإفراز الميلاتونين؟,ANSW: The,C
,ما هو الشريان الذي له انطباعات على الوجه الداخلي للعظم الصدغي وهو فرع من أي شريان؟,ANSW: The middle,A
,ما هو التصنيف الذي يمكننا من معرفة العضلات التي تشارك في كل مرحلة مفصلية وتطبيق ذلك أثناء الفحص؟,ANSWER: Muscle testing,A
,ما هي الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي؟,ANSW,B
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف حاد؟,ANSWER: Ketamine,E
,ما هو المخدر الذي يتميز بالمباشرة والصحو السريعين؟,ANSWER: Propofol,E
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف رضي حاد؟,ANSWER: Ketamine,C
,ما هو المرخي العضلي الأمثل لتسهيل تنبيب مريض ذي خطورة عالية للاستنشاق؟,ANSWER: Rocuron,A
,ما هو الترياق المناسب للتسمم بالمورفين؟,ANSWER: Naloxone,A
,ما الذي يشير إليه بقاء عيني المريض مفتوحتين مع رأرأة خفيفة وحركات غير هادفة بعد إعطائه جرعة من الكيتامين؟,ANSWER: Emergence phenomenon,E
,ما هو الدواء المنتخب للإرخاء العضلي والتنبيب لمريض يعاني من قصور كلوي ويحتاج لعملية إسعافية؟,ANSWER: Rocuron,C
,ما هو المرخي العضلي المفضل استعماله لمريض سيخضع لجراحة إسعافية ويعاني من قصور كلوي؟,ANSW: Rocuron,B
,ماذا يفكك الببسين؟,ANSWER: Proteins,B
,ما التعبير الصحيح لوصف جزيئات الإيثين في تفاعل تشكيل البولي إيثين؟,ANSW: Monomer,A
,ماذا يسبب عوز إنزيم البيروفات كيناز؟,ANSW: Anemia,A
,ماذا ندعو آلية تفاعل الكلور مع البروبان في ضوء الشمس لإنتاج 1-كلورو بروبان؟,ANSWER: Reaction,B
,ما هي الاسطوانات المنحنية التي تكون سهلة التمييز لمحتواها الكاسر للضوء؟,ANSW,B
,ما هي الحموض الأمينية المشحونة سلبياً؟,ANSWER: Aspartic acid,B
,ما هي أعراض عوز فيتامين البيوتين؟,ANSWER: Dermatitis,D
,ما هي مفرزات الصفراء؟,ANSWER: Bile,C
,ما هي خصائص الشجرة الوراثية لخلة متنحية جسدية فيها الأبوين مصابين؟,ANSWER: All offspring affected,B
,ما هي النواتج المتشكلة عند تفاعل معدن الصوديوم مع الإيثانول؟,ANSWER: Ethanol,A
,ما هي خصائص أنزيم RNA Polymerase؟,ANSWER: Synthesis of RNA,A
,ما هو النكليوتيد في جزيء DNA؟,ANSW: A,A
,ما هو فيتامين البيوتين؟,ANSWER: Vitamin B7,B
,ما هي حالة عدم تحمل اللاكتوز؟,ANSWER: Intolerance to lactose,B
,ما هو اسم الاستر المتشكل عندما يتفاعل الميتانول مع حمض البوتانوئيك بوجود بضع قطرات من حمض الكبريت المركز؟,ANSW: Ester,B
,ما هو سبب الوفاة لدى مرض التلاسيميا؟,ANSWER: Anemia,C
,ما هي الصبغيات التي يوجد فيها الكروماتين المغاير؟,ANSW: X,A
,ما المركب الذي ينقص منه نتيجة التأخر في فصل البلازما أو المصل من الكريات في الدم؟,ANSW: Factor V,D
,ما هو المركب الذي يستخدم كزمرة ملحقة لجميع الإنزيمات الناقلة الزمرة الأمين؟,ANSW: pyridoxal phosphate,C
,ما هو العلاج الثاني لمرض الثلاسيميا بيتا؟,ANSW: Bone marrow transplant,D
