id,input,prediction,ground_truth,judge_label
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,A. The right and left coronary arteries branch from the aorta.,A,Correct
,متى ينشأ برزخ الأبهر؟,Aortic septum,C,Incorrect
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,ANSWER: superior epigastric artery,C,Incorrect
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,A,B,Incorrect
,ما هي ميزابة النبض بين أوتار العضلات؟,A,A,Correct
,ما هو الوريد السطحي الذي يشكل الابطي؟,A,A,Correct
,ماذا تفرز الخلايا ألفا في البنكرياس؟,A,A,Correct
,ما هو اسم أعمق الانخفاضات في الصيوان؟,A,A,Correct
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,Function: Regulation of calcium and phosphate metabolism,A,Correct
,ما الذي يمتد من المنخر حتى المنعر؟,A,C,Incorrect
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,A,C,Incorrect
,أين تتوضع الطية المخملة؟,A,B,Incorrect
,ما هو الهرمون الذي يفرز PTH؟,Parathyroid glands,A,Correct
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,A,B,Incorrect
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,الmuscles of the neck,C,Incorrect
,من أين يخرج العصب الوجهي من الجمجمة؟,A: stylomastoid foramen,A,Correct
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,A. Ischium,B,Incorrect
,أين يدخل الحالبان المثانة؟,A,A,Correct
,ما هي الباحة المسؤولة عن حركات العين؟,Brodmann area 8,D,Correct
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,A. brachiocephalic,A,Incorrect
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,ANSWER: Facet,B,Incorrect
,من أين يفرز الغلوكاغون؟,A: Alpha cells,B,Correct
,ما هي الطبقة المبطنة للتامور الليفي؟,A,B,Incorrect
,ما هو معنى التوسع في نهاية الأسهر؟,ANSWER: Onchocerciasis,A,Incorrect
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,12,B,Correct
,من أين ينتج هرمون الأستروجين؟,A. Ovaries,B,Incorrect
,ما هي الفروع الانتهائية للسباني الخارجي؟,ANSWER: facial artery,C,Incorrect
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,A: branches of the posterior rami,B,Incorrect
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,ANSWER: Thebesian valve,C,Incorrect
,أين يتوضع العظم الكتفي؟,A,A,Correct
,ما هي المنطقة الأعمق في الغدة الكظرية؟,ANSWER: Medulla,A,Correct
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,A,C,Incorrect
,ما الذي ينفتح على القرين الأنفي العلوي؟,ANSWER: Sinus sphenoid,A,Correct
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,ANSWER: Deltoid,B,Correct
,أين تتوضع الاحدوبة الدالية في العضد؟,A,B,Incorrect
,ما هو أكبر الجيوب جانب الأنف؟,ANSWER: Sphenoid,A,Incorrect
,ما هو العصب المحرك لعضلات اللسان؟,ANSWER: Hypoglossal,C,Correct
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,A,C,Incorrect
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,ANSWER: pericardium,C,Correct
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,ANSWER: Brachiocephalic,A,Incorrect
,ما هو تشكل الوريد المأبضي؟,A,A,Correct
,ما هي المنطقة الأعمق في قشر الكظر؟,ANSWER: The zona reticularis,C,Incorrect
,أين يقع التلم الوحشي؟,A,A,Correct
,أين يصب الوريد الكلوي؟,A,C,Incorrect
,أين ترتكز العضلة المدورة الصغيرة؟,A,e,Incorrect
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,A,C,Incorrect
,كم عدد الأعصاب القحفية؟,12,B,Correct
,أين تتوضع نواة العصب العاشر؟,A. The medulla,B,Incorrect
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,ANSWER: The hyoid,C,Incorrect
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,ANSWER: X,B,Incorrect
,ما هو العظم الأضخم في هيكل القدم؟,A,B,Incorrect
,أين يوجد النفير البلعومي السمعي؟,A,C,Incorrect
,ما الذي يحد فتحة وينسلو من الأسفل؟,ANSWER: The hyoid bone,B,Incorrect
,ما يُسمى الوجه الأمامي للوح الكتف؟,A,C,Incorrect
,ما هو الشريان الذي يروي القولون الصاعد؟,IMA,C,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: foreskin,C,Correct
,ما يُدعى القسم العلوي المتسع من الحالب؟,A,C,Incorrect
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: glottis,C,Correct
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,A,A,Correct
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,A,B,Incorrect
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,ANSWER: Hamstring,B,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,A. The left lobe,B,Incorrect
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,ANSWER: Middle cerebral artery,B,Correct
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: glottis,C,Correct
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,V,C,Correct
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,ANSWER: Luteinizing hormone,A,Correct
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,A,C,Incorrect
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,ANSWER: Spleen,B,Incorrect
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,ANSWER: Brachialis,A,Correct
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,A,C,Incorrect
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,A,B,Incorrect
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,ANSWER: The condyle,B,Incorrect
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,A: The sphincter,C,Incorrect
,من أين يخرج العصب الشوكي؟,A. The intervertebral foramen,A,Correct
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,A. Parasympathetic,B,Incorrect
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,ANSWER: Third ventricle,C,Correct
,ما الذي يشغل الجزء العلوي من قبة القحف؟,ANSWER: Frontal lobe,A,Correct
,ما هو العصب الذي يعصب الغدة النكفية؟,ANSWER: The facial nerve,C,Incorrect
,من أين يخرج العصب تحت اللساني؟,A. The foramen,A,Correct
,ما هي الخلايا البالعة الكبدية؟,ANSWER: Kupffer cells,C,Correct
,أين يصب الوريد الصافن الكبير (الأنسي)؟,A: Great saphenous vein,A,Correct
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,Aortic arch,A,Incorrect
,ما تُدعى الردب بين عنق الرحم والمهبل؟,A,C,Incorrect
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,A,C,Incorrect
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: Ligamentum cardinal,C,Correct
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,A,C,Incorrect
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,A,A,Correct
,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,Aortic arch,B,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,A: Skin,B,Correct
,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,ANSWER: Hilum,A,Incorrect
,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,A. The foramen spinosum,C,Incorrect
,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,ANSWER: Epitympanic recess,C,Correct
,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,Function: Detecting stretch,C,Incorrect
,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,A,B,Incorrect
,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,ANSWER: Right ventricle,C,Correct
,ما هو العصب القحفي الثاني؟,II,A,Correct
,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,ANSWER: temporal,B,Incorrect
,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,A,A,Correct
,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,A saddle joint,A,Correct
,ما هو أكبر أعصاب الجسم؟,A. Sciatic,D,Incorrect
,كم عدد العضلات بين العظمية الأخمصية؟,A,A,Correct
,أين ينتهي الأبهر النازل؟,Aortic bifurcation,C,Correct
,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,A. Basal ganglia,A,Incorrect
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: Squamous,B,Incorrect
,أين ينفتح الجيب الفكي؟,A,C,Incorrect
,ما هو أكبر أقسام المعثكلة؟,A.,A,Correct
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,A,A,Correct
,أين ترتكز العضلة الشظوية القصيرة؟,A,A,Correct
,ما هي المنطقة في الحنجرة التي تشمل الطيتين الصوتيتين والمسافة بينهما؟,A,A,Correct
,أين تقع الوهدة في البلعوم؟,A,B,Incorrect
,ما هي الغدة التي تتوضع تحت الطية اللسانية؟,A,C,Incorrect
,ما هو العصب الذي ينتقل عبره الحس غير العام (حس الذوق) من الثلث الأمامي للسان؟,VII,A,Correct
,ماذا يروي المساريقي العلوي؟,A. The superior vena cava,A,Incorrect
,ما هي المنطقة الأعمق من قشر الكظر؟,ANSWER: Medulla,C,Correct
,ما هي الفقرة التي تحتوي على ثقبة فقرية كبيرة ومثلثية الشكل؟,A: L2,A,Incorrect
,ما هو لون قشر الكظر؟,ANSWER: Yellow,C,Correct
,ما هو النسيج الضام الليفي الذي يرتكز حول السطوح المفصلية؟,A,A,Correct
,كم عدد شدف النخاع الشوكي؟,A,A,Correct
,ما هو التصريف اللمفاوي للثلث الخلفي للسان؟,ANSWER: Deep cervical nodes,E,Correct
,ما هي الغدة التي تقوم بإفراز الميلاتونين؟,A. pineal,C,Incorrect
,ما هو الشريان الذي له انطباعات على الوجه الداخلي للعظم الصدغي وهو فرع من أي شريان؟,A. The facial artery,A,Incorrect
,ما هو التصنيف الذي يمكننا من معرفة العضلات التي تشارك في كل مرحلة مفصلية وتطبيق ذلك أثناء الفحص؟,A,A,Correct
,ما هي الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي؟,ANSWER: Arteries of the renal column,B,Incorrect
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف حاد؟,ANSWER: Ketamine,E,Incorrect
,ما هو المخدر الذي يتميز بالمباشرة والصحو السريعين؟,ANSWER: Propofol,E,Correct
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف رضي حاد؟,ANSWER: Ketamine,C,Correct
,ما هو المرخي العضلي الأمثل لتسهيل تنبيب مريض ذي خطورة عالية للاستنشاق؟,A,A,Correct
,ما هو الترياق المناسب للتسمم بالمورفين؟,ANSWER: Naloxone,A,Correct
,ما الذي يشير إليه بقاء عيني المريض مفتوحتين مع رأرأة خفيفة وحركات غير هادفة بعد إعطائه جرعة من الكيتامين؟,A,E,Incorrect
,ما هو الدواء المنتخب للإرخاء العضلي والتنبيب لمريض يعاني من قصور كلوي ويحتاج لعملية إسعافية؟,ANSWER: Rocuronium,C,Incorrect
,ما هو المرخي العضلي المفضل استعماله لمريض سيخضع لجراحة إسعافية ويعاني من قصور كلوي؟,ANSWER: Rocuronium,B,Incorrect
,ماذا يفكك الببسين؟,A,B,Incorrect
