id,input,prediction,ground_truth,judge_label
,أي من العضلات العميقة التالية للمثلث الخلفي للعنق ترتبط بحدبة الأطلس الخلفية؟,ANSWER: عضلة طويلة الرأسية,A,Incorrect
,ما هو التركيب الذي يتصل بالخلف مع البلعوم الفموي عبر برزخ الحلق؟,ANSWER: رتمة بلعومية,C,Incorrect
,ما هي البنية التي تغطي السطوح الأمامي والإنسي والوحشي للخصية؟,ANSWER: جيب توندي,C,Incorrect
,أين يقع موقع الغدة الدرقية؟,ANSWER: أمام اللتكس,A,Incorrect
,أين تتوضع مستقبلات الشم؟,ANSWER: الحليمات الأنفية,C,Incorrect
,ما هي طبيعة هرمونات الغدة النخامية؟,ANSWER: بيبتيدية,B,Correct
,ما هو مفصل المرفق؟,ANSWER: مفصل الكوع,A,Correct
,ما هو المكان الذي تنشأ منه العضلة المدورة الكبيرة بشكل أساسي؟,ANSWER: الأخرم,A,Incorrect
,أين يتوضع الأبهر النازل البطني؟,ANSWER: خلف الصفاق,A,Correct
,ما الذي يجاور السطح العلوي لمثانة الرجل؟,ANSWER: تجويف الحوض,A,Incorrect
,ما هي عضلة الشهيق الرئيسية؟,ANSWER: عضلة بينتات,A,Incorrect
,ما هو ترتيب دخول التراكيب إلى سرة الكلية من الخلف للأمام؟,ANSWER: ثانيا، فاترا، هورا، غيورا,C,Incorrect
,أين تشاهد التلمة الكعبرية للزند؟,ANSWER: على سطح posterior of الزند,C,Incorrect
,أين تتوضع الثقبة العوراء في اللسان؟,ANSWER: خلف الكلم إنتهائي,A,Incorrect
,ما هو أطول أجزاء الأنبوب الهضمي؟,ANSWER: الصغير,A,Incorrect
,ما هو ترتيب العضلات من الأعلى للأسفل على الناحية الخلفية للألية؟,ANSWER: سباتيست، جوركو مارغينال، جوركو مينور، لونغيتودينال,A,Incorrect
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER:طبقة سروسية واحدية,B,Incorrect
,ما هو أطول أجزاء أنبوب الهضم؟,ANSWER: الصغير,B,Incorrect
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: أسيتيل كoa كارбокسيلاز,B,Incorrect
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: رباط الحوض المفرج,C,Incorrect
,ما هو لون لب الكظر؟,ANSWER: أصفر,A,Correct
,ما الذي يشكل معظم الكتلة العضلية للسان؟,ANSWER: العضلة طولية خارجية,A,Incorrect
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: حليمات دائرية,A,Incorrect
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: عضلات طويلة posterior,B,Incorrect
,ما هو أضيق قسم في جذع الدماغ؟,ANSWER: مدا,C,Incorrect
,أين يقع التلفيف خلف المركزي؟,ANSWER: الفص الجبهي,B,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: باحة 5,A,Incorrect
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: حليمات دائرية,A,Incorrect
,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟,ANSWER: عضلات القاع pelvis,A,Incorrect
,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟,ANSWER: نظام العصبي الذاتي,A,Correct
,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟,ANSWER: الأقراص glassy,B,Incorrect
,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟,ANSWER: النواة فوق الثقبية,B,Correct
,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,ANSWER: عضلات ماستيكارية,B,Incorrect
,ما هو مصدر التروية الرئيسية للمعدة؟,ANSWER: الحالا,B,Incorrect
,ما هي أطول أجزاء أنبوب الهضم؟,ANSWER: صغير intestines,B,Correct
,من أين ينشأ الجذع الرئوي؟,ANSWER: الأذين الأيمن,A,Incorrect
,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,ANSWER: منعكس كريمستر,B,Correct
,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,ANSWER: عظم الفخذ,A,Incorrect
,ما هي المنطقة المتوسطة من نواحي البطن؟,ANSWER: منطقة الإربية,C,Incorrect
,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,ANSWER: ثلم الأورطة,B,Incorrect
,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,ANSWER: ثيراكيك لومبار,A,Incorrect
,ماذا يحفز ACTH إفرازه؟,ANSWER: CRH,B,Correct
,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,ANSWER: قسم membraneous,A,Incorrect
,مما يتكون الزنار الحوضي؟,ANSWER: من شظية عانة و شظية إليكت و شظية ساكرة,A,Incorrect
,أين تقع الباحة الحركية الأولية؟,ANSWER: الفص frontal,B,Incorrect
,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,ANSWER: عضلة الفخذ posteriores,A,Incorrect
,أين تتوضع الغدة تحت الطية اللسانية؟,ANSWER: تحت اللسان,C,Incorrect
,أين يتوضع السرج التركي؟,ANSWER: تحت الحجاج,B,Incorrect
,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,ANSWER: القسم مع الضلع located between the neck and the tubercle,C,Incorrect
,كم عدد شدف النخاع الشوكي؟,ANSWER: خمسة,A,Incorrect
,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,ANSWER: عضلة ديلاتور فيكيس,B,Incorrect
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: القاع الحويصلي,A,Incorrect
,أين توجد نقطة التعظم البدئية في لوح الكتف؟,ANSWER: كرمز الكرمز,B,Incorrect
,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,ANSWER: الشريان الأيسر من كروس,A,Incorrect
,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,ANSWER: الشريان الفوقفكي الداخلي,B,Incorrect
,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,ANSWER: شريان مغذري,A,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSWER: الجلد,B,Correct
,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,ANSWER: الدياينسيفالون,A,Incorrect
,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,ANSWER: الحافة أكبر,C,Incorrect
,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,ANSWER: الشريان الفطري الأمامي,A,Incorrect
,أين يقع الثرب الصغير؟,ANSWER: تحت الترقوة,A,Incorrect
,أين تقع صفيحة الأكيمات؟,ANSWER: تحت الأونيكس,A,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: باحة 5,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,ANSWER: الألياف piramidale,A,Correct
,ما نوع المفصل الحلقي الطرجهالي؟,ANSWER: مفصل دوار,B,Correct
,ما هو رقم العصب الحركي للعضلات الماضغة؟,ANSWER: V,B,Incorrect
,كم عدد فصيصات الخصية؟,ANSWER: 250,A,Incorrect
,أين ترتكز العضلة الأخمعية الخلفية بوتر رقيق؟,ANSWER: على السديل glassy,A,Incorrect
,أين يتوضع الثلم المهمازي؟,ANSWER: على surface الأنيبوب keyium,A,Incorrect
,ما هي المنطقة التي يقع بينها القسيم العضلي (sarcomere)؟,ANSWER: بين خط Z,D,Correct
,ما الذي تنتجه الخلايا المجاورة للجريبات في الدرق؟,ANSWER: هورمون درقيد,C,Incorrect
,ما الذي تتحول إليه الوحيدات Monocytes بعد مغادرتها الدوران؟,ANSWER: الخلايا المتغصنة,A,Incorrect
,ما هو الشريان الذي ينتهي به الشريان الوجهي؟,ANSWER: الشريان اللامي,C,Incorrect
,أين يتوضع الثلم المهمازي؟,ANSWER: على surface الأنيبوب keyium,A,Incorrect
,ما هو العصب القحفي الذي يحمل التعصيب نظير الودي للقلب؟,ANSWER: العصب الباجل,C,Correct
,ما هي العضلة التي يمر العصب تحت اللساني في الناحية تحت الفك عميقاً منها؟,ANSWER: عضلة هيوملاطيس,E,Incorrect
,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,ANSWER: تشريح القلب و الأوعية الدموية,C,Incorrect
,ما هي العظام التي يتشكل منها مفصل الركبة؟,ANSWER: عظم الفخذ و عظم الساق و رضفة,A,Correct
,ما هي الحركة الخاصة بالساعد؟,ANSWER: دوران خارجي,A,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: لوب ليمفاوي,B,Incorrect
,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,ANSWER: الحشفة,A,Incorrect
,ما هي الانطباعات التي توجد على العظم الجداري؟,ANSWER: انطباعات الأوعية والجذع الصاعد,B,Incorrect
,ما هو العصب الحركي للعضلات الماضغة؟,ANSWER: العصب الماص,B,Incorrect
,أين يقع الشق الحجاجي السفلي؟,ANSWER: تحت الشق المداري,A,Incorrect
,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,ANSWER: الحنجرة,B,Correct
,ما هي حركة الركبة للخلف بمستوى سهمي؟,ANSWER: تمييم,A,Incorrect
,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,ANSWER: العصب facial,A,Correct
,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,ANSWER: تحت الملتحمة,C,Incorrect
,ما هو لون لب الكظر؟,ANSWER: أصفر,A,Correct
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: وجه متهوئ,B,Incorrect
,ما هو لون لب الكظر؟,ANSWER: أصفر,A,Correct
,ما هي اللفافة التي تحيط بجسم القضيب؟,ANSWER: لفافة بوك,A,Correct
,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,ANSWER: tibialis anterior,C,Incorrect
,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,ANSWER: الخلايا كبدية الاسبيل,B,Incorrect
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: عضلات طويلة posterior,B,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: القفازين,C,Incorrect
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,ANSWER: الشريان الأنيبوب,A,Incorrect
,متى ينشأ برزخ الأبهر؟,ANSWER: خلال الأسبوع الرابع,C,Incorrect
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,ANSWER: عايدة,C,Incorrect
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,ANSWER: الألياف الباطنية,B,Incorrect
,ما هي ميزابة النبض بين أوتار العضلات؟,ANSWER: ميازيب العضلات,A,Incorrect
,ما هو الوريد السطحي الذي يشكل الابطي؟,ANSWER: الوريد الاجوف,A,Incorrect
,ماذا تفرز الخلايا ألفا في البنكرياس؟,ANSWER: غابا,A,Incorrect
,ما هو اسم أعمق الانخفاضات في الصيوان؟,ANSWER: الحُوزة,A,Incorrect
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,ANSWER: تنظيم كalsium و fosphate,A,Correct
,ما الذي يمتد من المنخر حتى المنعر؟,ANSWER: canaliculus semilunaris,C,Incorrect
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,ANSWER: قناة الفقرة,C,Correct
,أين تتوضع الطية المخملة؟,ANSWER: تحت اللسان,B,Incorrect
,ما هو الهرمون الذي يفرز PTH؟,ANSWER: chief cells,A,Incorrect
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: أسيتيل كoa كارбокسيلاز,B,Incorrect
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,ANSWER: عضلات الراس و العنق,C,Incorrect
,من أين يخرج العصب الوجهي من الجمجمة؟,ANSWER: الثقبة البؤرية,A,Incorrect
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,ANSWER:座 bone,B,Incorrect
,أين يدخل الحالبان المثانة؟,ANSWER: جدار المثانة,A,Incorrect
,ما هي الباحة المسؤولة عن حركات العين؟,ANSWER: الباحة eye field 11,D,Incorrect
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,ANSWER: الشريان الكاروتيد الخارجي,A,Incorrect
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,ANSWER: وجه سفلان,B,Correct
,من أين يفرز الغلوكاغون؟,ANSWER: ألفا الخلايا,B,Correct
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER:طبقة سروسية واحدية,B,Incorrect
,ما هو معنى التوسع في نهاية الأسهر؟,ANSWER: تآكل,A,Incorrect
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,ANSWER: 12 فقرية,B,Correct
,من أين ينتج هرمون الأستروجين؟,ANSWER: الجوانيا,B,Incorrect
,ما هي الفروع الانتهائية للسباني الخارجي؟,ANSWER: الراديالي والولاري,C,Incorrect
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,ANSWER: قبل الأسبجيات,B,Incorrect
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,ANSWER: الجيب التربي,C,Incorrect
,أين يتوضع العظم الكتفي؟,ANSWER: فوق العضل الكتفي,A,Incorrect
,ما هي المنطقة الأعمق في الغدة الكظرية؟,ANSWER: هالو ريتيكولاريس,A,Incorrect
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,ANSWER: الجسر الأنيبل,C,Incorrect
,ما الذي ينفتح على القرين الأنفي العلوي؟,ANSWER: قناة دمعية,A,Incorrect
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,ANSWER: عجله,B,Incorrect
,أين تتوضع الاحدوبة الدالية في العضد؟,ANSWER: على الجانب الخارجي,B,Correct
,ما هو أكبر الجيوب جانب الأنف؟,ANSWER: جيب انفي كاهل,A,Incorrect
,ما هو العصب المحرك لعضلات اللسان؟,ANSWER: العصب تحت اللسان,C,Correct
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,ANSWER: الخط ضرسي أوسط,C,Incorrect
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,ANSWER: الكيس pericardial,C,Correct
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,ANSWER: الشريان الكاروتيد الخارجي,A,Incorrect
,ما هو تشكل الوريد المأبضي؟,ANSWER: تشكل من اندماج الوريدين اليلتويان,A,Incorrect
,ما هي المنطقة الأعمق في قشر الكظر؟,ANSWER: قشر قشر الكظر,C,Incorrect
,أين يقع التلم الوحشي؟,ANSWER: على الجانب الأيمن من القلب,A,Incorrect
,أين يصب الوريد الكلوي؟,ANSWER: الوريد الحايل,C,Incorrect
,أين ترتكز العضلة المدورة الصغيرة؟,ANSWER: على الاجوف,e,Incorrect
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,ANSWER: البلعوم النابي,C,Incorrect
,كم عدد الأعصاب القحفية؟,ANSWER: اثنا عشر,B,Correct
,أين تتوضع نواة العصب العاشر؟,ANSWER: في المداورة,B,Incorrect
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,ANSWER: اللوزة,C,Incorrect
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,ANSWER: العصب البrachial,B,Incorrect
,ما هو العظم الأضخم في هيكل القدم؟,ANSWER: عظم الساق,B,Incorrect
,أين يوجد النفير البلعومي السمعي؟,ANSWER: في الحلق,C,Incorrect
,ما الذي يحد فتحة وينسلو من الأسفل؟,ANSWER: عظمة اللسان,B,Incorrect
,ما يُسمى الوجه الأمامي للوح الكتف؟,ANSWER: وجه costal,C,Correct
,ما هو الشريان الذي يروي القولون الصاعد؟,ANSWER: الشريان مسجل,C,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: القفازين,C,Incorrect
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: القاع الحويصلي,C,Incorrect
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: الفجوة الرنينية,C,Incorrect
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,ANSWER: قشرية حصيرية,A,Incorrect
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,ANSWER: خلايا ديوج,B,Incorrect
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,ANSWER: سطح مدور صغير,B,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: لوب ليمفاوي,B,Incorrect
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,ANSWER: شريان المخي الخارجي,B,Incorrect
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: الفجوة الرنينية,C,Incorrect
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,ANSWER: العصب المنظم,C,Incorrect
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,هرمون اللوتينيز,A,Correct
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,ANSWER: ترويدوستيمولين,C,Incorrect
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,ANSWER: عقدة كيرنباي,B,Incorrect
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,ANSWER: عضلة ثالثة الرأس,A,Incorrect
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,ANSWER: حليبيات اللسان,C,Incorrect
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,ANSWER: الشعيرات capillaire,B,Incorrect
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,ANSWER: الفرع من Angle,B,Incorrect
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,ANSWER: الأوعية الدموية,C,Incorrect
,من أين يخرج العصب الشوكي؟,ANSWER: من العمود الفقري,A,Correct
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,ANSWER: ألياف هرتويغ,B,Incorrect
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,ANSWER: البطين الثالث,C,Correct
,ما الذي يشغل الجزء العلوي من قبة القحف؟,ANSWER: الجبهة,A,Incorrect
,ما هو العصب الذي يعصب الغدة النكفية؟,ANSWER: العصب جلوبار,C,Incorrect
,من أين يخرج العصب تحت اللساني؟,ANSWER: قناة تحت اللسان,A,Correct
,ما هي الخلايا البالعة الكبدية؟,ANSWER: كوبريتس,C,Correct
,أين يصب الوريد الصافن الكبير (الأنسي)؟,ANSWER: في الوريد الفخذي,A,Correct
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,ANSWER: الشريان الكاروتيدي,A,Incorrect
,ما تُدعى الردب بين عنق الرحم والمهبل؟,ANSWER: الفودر,C,Incorrect
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,ANSWER: الثاني,C,Incorrect
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: رباط الحوض المفرج,C,Incorrect
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,ANSWER: العضلة رافعة اليرعوم,C,Incorrect
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,ANSWER: طبقة وظيفية,A,Correct
