id,input,prediction,ground_truth,judge_label
,أين تتوضع المشيمة في ارتكاز المشيمة المعيب؟,ANSWER: outside the uterus,C,Incorrect
,ما اسم الطبقة من السحايا التي تغطي الجيوب الوريدية؟,ANSWER: Arachnoid,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,ANSWER: fibers of projection,A,Correct
,ما الذي تشكله البصلة عندما تتمادى في الأمام في جسم القضيب؟,ANSWER: gland,B,Incorrect
,ما هي أكبر غدد الجسم؟,ANSWER: The liver,A,Correct
,ما هي الشرايين الخمسة التي يتفرع إليها الشريان الكلوي؟,ANSWER: segmental arteries,A,Incorrect
,بماذا ينتهي الشريان الوجهي؟,ANSWER: الشريان angular,C,Correct
,ما هي طبقة لب السن الأكثر عمقا والأقرب لجوهر اللب؟,ANSWER: dentin,B,Incorrect
,أين تقع فوهة مصب الجيب الأكليلي؟,ANSWER: near the major duodenal papilla,C,Incorrect
,ما هي الزاوية الأمامية السفلية للعظم الجداري؟,ANSWER: angle of the mandible,B,Incorrect
,أي عصب هو المحرك لعضلات اللسان؟,ANSWER: hypoglossal,C,Correct
,ما هو البروز العظمي الذي يحتوي عليه الوجه الداخلي لفرع الفك السفلي؟,ANSWER: the lingula,C,Correct
,ما هي المواد التي تفرزها الغدد استجابة للتنبيه وترحل عبر الدم؟,ANSWER: Hormones,B,Correct
,ما هي الزاوية بين قبضة وجسم القص؟,ANSWER: 90,A,Incorrect
,من أين يخرج العصب الفكي العلوي من الجمجمة؟,ANSWER: fissura rotunda,C,Incorrect
,ما الذي يحدد المنصف العلوي جانبياً؟,ANSWER: wall,A,Incorrect
,ما هما الممران اللذان يمر عبرهما الهواء إلى جوف الأنف؟,ANSWER: choanae,B,Incorrect
,أين ترتكز العضلة العريضة الظهرية؟,ANSWER: near the spine,A,Incorrect
,ما هو القولون الذي يمتد بشكل أفقي؟,ANSWER: colon transversum,C,Correct
,كم عدد القطع العصعصية في النخاع الشوكي؟,ANSWER: 8,D,Incorrect
,ما الطبقة التي تمثلها العضلة الدافعة في المثانة؟,ANSWER: Detrusor,B,Incorrect
,ما هي الخلايا التي توجد في الجلد وتعمل كمستقبلات آلية حسية؟,ANSWER: corpuscles,B,Incorrect
,ما اسم الكرة الصغيرة فوق قمة الغضروف؟,ANSWER: the epiglottic,B,Incorrect
,أين لا توجد الغدد الزهمية؟,ANSWER: The lips,A,Incorrect
,ما هو العصب المسؤول عن حركات عضلات الوجه التعبيرية؟,ANSWER: facialis,A,Correct
,ما هي الزاوية الخلفية السفلية في العظم الجداري؟,ANSWER: angle mastoid,A,Correct
,ما هو الاسم الآخر لفرع الفك السفلي؟,ANSWER: lingual,C,Incorrect
,ماذا يفعل الرباط المتصالب الأمامي؟,ANSWER: limits internal rotation,C,Incorrect
,ما هي الثقبة التي يعبر من خلالها العصب الوجهي؟,ANSWER: canaliculus,A,Incorrect
,ماذا تفرز خلايا بيتا في البنكرياس؟,ANSWER: Insulin,B,Correct
,ما هو التامور الخارجي الذي لا يرتبط بالقلب؟,ANSWER: tamponade,A,Incorrect
,ما هو القسم من الضلع الواقع بين الرأس والحديبة؟,ANSWER: The body,C,Incorrect
,مع أي عظم يتمفصل الظنبوب في الأسفل؟,ANSWER: navicular,C,Incorrect
,أي من العضلات العميقة التالية للمثلث الخلفي للعنق ترتبط بحدبة الأطلس الخلفية؟,ANSWER: rectus capitis posterior major,A,Incorrect
,ما هو التركيب الذي يتصل بالخلف مع البلعوم الفموي عبر برزخ الحلق؟,ANSWER: opening,C,Incorrect
,ما هي البنية التي تغطي السطوح الأمامي والإنسي والوحشي للخصية؟,ANSWER: Tunica vaginalis,C,Correct
,أين يقع موقع الغدة الدرقية؟,ANSWER: neck,A,Correct
,أين تتوضع مستقبلات الشم؟,ANSWER: epithelium,C,Incorrect
,ما هي طبيعة هرمونات الغدة النخامية؟,ANSWER: Peptide,B,Correct
,ما هو مفصل المرفق؟,ANSWER: مفصل,A,Incorrect
,ما هو المكان الذي تنشأ منه العضلة المدورة الكبيرة بشكل أساسي؟,ANSWER: tuberosity,A,Incorrect
,أين يتوضع الأبهر النازل البطني؟,ANSWER: retroperitoneal,A,Correct
,ما الذي يجاور السطح العلوي لمثانة الرجل؟,ANSWER: peritoneum,A,Correct
,ما هي عضلة الشهيق الرئيسية؟,ANSWER: diaphragm,A,Correct
,ما هو ترتيب دخول التراكيب إلى سرة الكلية من الخلف للأمام؟,"ANSWER: fat, fascia, muscle, peritoneum",C,Incorrect
,أين تشاهد التلمة الكعبرية للزند؟,ANSWER: near the olecranon,C,Incorrect
,أين تتوضع الثقبة العوراء في اللسان؟,ANSWER: near the base,A,Incorrect
,ما هو أطول أجزاء الأنبوب الهضمي؟,ANSWER: small intestine,A,Correct
,ما هو ترتيب العضلات من الأعلى للأسفل على الناحية الخلفية للألية؟,"ANSWER: splenius, semispinalis, multifidus",A,Incorrect
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: layer,B,Incorrect
,ما هو أطول أجزاء أنبوب الهضم؟,ANSWER: small intestine,B,Correct
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: insulin,B,Correct
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: ligamentum transversum,C,Correct
,ما هو لون لب الكظر؟,ANSWER: Yellow,A,Correct
,ما الذي يشكل معظم الكتلة العضلية للسان؟,ANSWER: Intrinsic muscles,A,Correct
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: leaf-like,A,Incorrect
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: Longus colli,B,Incorrect
,ما هو أضيق قسم في جذع الدماغ؟,ANSWER: opening medulla,C,Incorrect
,أين يقع التلفيف خلف المركزي؟,ANSWER: on the parietal lobe,B,Correct
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: b5,A,Incorrect
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: leaf-like,A,Incorrect
,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟,ANSWER: عضلات pelvis,A,Incorrect
,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟,ANSWER: The hypothalamus,A,Incorrect
,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟,ANSWER: vitreous humor,B,Correct
,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟,ANSWER: nucleus supraopticus,B,Correct
,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,ANSWER: عضلات expression,B,Incorrect
,ما هو مصدر التروية الرئيسية للمعدة؟,ANSWER: artery celiac,B,Correct
,ما هي أطول أجزاء أنبوب الهضم؟,ANSWER: small intestine,B,Correct
,من أين ينشأ الجذع الرئوي؟,ANSWER: from the right ventricle,A,Correct
,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,ANSWER: منعكس cremasteric,B,Correct
,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,ANSWER: radius,A,Incorrect
,ما هي المنطقة المتوسطة من نواحي البطن؟,ANSWER: mesogastrium,C,Correct
,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,ANSWER: valve,B,Incorrect
,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,ANSWER: processus costiformis,A,Correct
,ماذا يحفز ACTH إفرازه؟,CRH,B,Incorrect
,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,ANSWER: The bulbous part,A,Correct
,مما يتكون الزنار الحوضي؟,ANSWER: ligaments,A,Incorrect
,أين تقع الباحة الحركية الأولية؟,ANSWER: area 4,B,Correct
,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,ANSWER: rectus femoris,A,Correct
,أين تتوضع الغدة تحت الطية اللسانية؟,ANSWER: near the base,C,Incorrect
,أين يتوضع السرج التركي؟,ANSWER: near the sella turcica,B,Incorrect
,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,ANSWER: neck,C,Incorrect
,كم عدد شدف النخاع الشوكي؟,ANSWER: 3,A,Incorrect
,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,ANSWER: عضلة posterior cricoarytenoid,B,Correct
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: ampulla,A,Correct
,أين توجد نقطة التعظم البدئية في لوح الكتف؟,ANSWER: near the suprascapular notch,B,Incorrect
,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,ANSWER: الشريان axillary,A,Correct
,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,ANSWER: الشريان facial,B,Correct
,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,ANSWER: شريان basil,A,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSWER: The skin,B,Correct
,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,ANSWER: diencephalon,A,Incorrect
,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,ANSWER: الحافة greater,C,Incorrect
,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,ANSWER: the vertebral artery,A,Correct
,أين يقع الثرب الصغير؟,ANSWER: near the heart,A,Incorrect
,أين تقع صفيحة الأكيمات؟,ANSWER: near the base,A,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: b5,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,ANSWER: fibers of projection,A,Correct
,ما نوع المفصل الحلقي الطرجهالي؟,ANSWER: مفصل,B,Incorrect
,ما هو رقم العصب الحركي للعضلات الماضغة؟,ANSWER: V,B,Incorrect
,كم عدد فصيصات الخصية؟,ANSWER: 250,A,Incorrect
,أين ترتكز العضلة الأخمعية الخلفية بوتر رقيق؟,ANSWER: near the hyoid,A,Incorrect
,أين يتوضع الثلم المهمازي؟,ANSWER: near the apex,A,Incorrect
,ما هي المنطقة التي يقع بينها القسيم العضلي (sarcomere)؟,ANSWER: Z lines,D,Correct
,ما الذي تنتجه الخلايا المجاورة للجريبات في الدرق؟,ANSWER: colloid,C,Incorrect
,ما الذي تتحول إليه الوحيدات Monocytes بعد مغادرتها الدوران؟,ANSWER: macrophages,A,Correct
,ما هو الشريان الذي ينتهي به الشريان الوجهي؟,ANSWER: الشريان angular,C,Correct
,أين يتوضع الثلم المهمازي؟,ANSWER: near the apex,A,Incorrect
,ما هو العصب القحفي الذي يحمل التعصيب نظير الودي للقلب؟,ANSWER: vagus,C,Correct
,ما هي العضلة التي يمر العصب تحت اللساني في الناحية تحت الفك عميقاً منها؟,ANSWER: muscle hyoglossus,E,Correct
,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,ANSWER: تشريح,C,Incorrect
,ما هي العظام التي يتشكل منها مفصل الركبة؟,"ANSWER: femur, tibia, patella",A,Correct
,ما هي الحركة الخاصة بالساعد؟,ANSWER: pronation,A,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: the ligamentum teres,B,Incorrect
,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,ANSWER: frenulum,A,Correct
,ما هي الانطباعات التي توجد على العظم الجداري؟,ANSWER: depressio suprameatica,B,Incorrect
,ما هو العصب الحركي للعضلات الماضغة؟,ANSWER: masseter,B,Incorrect
,أين يقع الشق الحجاجي السفلي؟,ANSWER: near the jugular foramen,A,Incorrect
,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,ANSWER: vocal cords,B,Correct
,ما هي حركة الركبة للخلف بمستوى سهمي؟,ANSWER: Extension,A,Correct
,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,ANSWER: VII,A,Correct
,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,ANSWER: under the brain,C,Incorrect
,ما هو لون لب الكظر؟,ANSWER: Yellow,A,Correct
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: squama,B,Incorrect
,ما هو لون لب الكظر؟,ANSWER: Yellow,A,Correct
,ما هي اللفافة التي تحيط بجسم القضيب؟,ANSWER: leaflet,A,Incorrect
,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,ANSWER: Tibialis anterior,C,Incorrect
,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,ANSWER: The hepatocytes,B,Incorrect
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: Longus colli,B,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: hood,C,Correct
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,ANSWER: قوس aorta,A,Incorrect
,متى ينشأ برزخ الأبهر؟,ANSWER: during embryogenesis,C,Incorrect
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,ANSWER: artery epigastric inferior,C,Incorrect
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,ANSWER: fibers of the corpus callosum,B,Incorrect
,ما هي ميزابة النبض بين أوتار العضلات؟,ANSWER: tendinous,A,Incorrect
,ما هو الوريد السطحي الذي يشكل الابطي؟,ANSWER: great saphenous vein,A,Incorrect
,ماذا تفرز الخلايا ألفا في البنكرياس؟,ANSWER: glucagon,A,Correct
,ما هو اسم أعمق الانخفاضات في الصيوان؟,ANSWER: fissura palatoglossa,A,Incorrect
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,ANSWER: regulation of calcium,A,Correct
,ما الذي يمتد من المنخر حتى المنعر؟,ANSWER: canal nasolacrimal,C,Incorrect
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,ANSWER: opening,C,Incorrect
,أين تتوضع الطية المخملة؟,ANSWER: near the ileocecal valve,B,Correct
,ما هو الهرمون الذي يفرز PTH؟,ANSWER: The parathyroid glands,A,Incorrect
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: insulin,B,Correct
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,ANSWER: complexus,C,Incorrect
,من أين يخرج العصب الوجهي من الجمجمة؟,ANSWER: fissura stylomastoidea,A,Correct
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,ANSWER: sacrum,B,Incorrect
,أين يدخل الحالبان المثانة؟,ANSWER: wall,A,Incorrect
,ما هي الباحة المسؤولة عن حركات العين؟,ANSWER: b1,D,Incorrect
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,ANSWER: الشريان subclavian,A,Incorrect
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,ANSWER: The facet,B,Incorrect
,من أين يفرز الغلوكاغون؟,A cells,B,Correct
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: layer,B,Incorrect
,ما هو معنى التوسع في نهاية الأسهر؟,ANSWER: ballooning,A,Correct
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,ANSWER: 12,B,Correct
,من أين ينتج هرمون الأستروجين؟,ANSWER: Theca cells,B,Incorrect
,ما هي الفروع الانتهائية للسباني الخارجي؟,ANSWER: branches of the external carotid artery,C,Incorrect
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,ANSWER: branches of cervical and thoracic nerves,B,Incorrect
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,ANSWER: Thebesius,C,Incorrect
,أين يتوضع العظم الكتفي؟,ANSWER: near the shoulder,A,Incorrect
,ما هي المنطقة الأعمق في الغدة الكظرية؟,ANSWER: medulla,A,Correct
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,ANSWER: capsule,C,Correct
,ما الذي ينفتح على القرين الأنفي العلوي؟,ANSWER: sinus sphenoid,A,Incorrect
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,ANSWER: shoulder,B,Correct
,أين تتوضع الاحدوبة الدالية في العضد؟,ANSWER: near the deltoid tuberosity,B,Correct
,ما هو أكبر الجيوب جانب الأنف؟,ANSWER: sinus maxillaris,A,Correct
,ما هو العصب المحرك لعضلات اللسان؟,ANSWER: العصب hypoglossal,C,Correct
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,ANSWER: the linea semilunaris,C,Incorrect
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,ANSWER: pericardium,C,Correct
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,ANSWER: الشريان brachiocephalic,A,Incorrect
,ما هو تشكل الوريد المأبضي؟,ANSWER: vein,A,Incorrect
,ما هي المنطقة الأعمق في قشر الكظر؟,ANSWER: medulla,C,Incorrect
,أين يقع التلم الوحشي؟,ANSWER: near the midline,A,Incorrect
,أين يصب الوريد الكلوي؟,ANSWER: vena cava,C,Correct
,أين ترتكز العضلة المدورة الصغيرة؟,ANSWER: near the shoulder,e,Incorrect
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,ANSWER: The nasopharynx,C,Incorrect
,كم عدد الأعصاب القحفية؟,ANSWER: 12,B,Correct
,أين تتوضع نواة العصب العاشر؟,ANSWER: Bulbus,B,Correct
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,ANSWER: pharyngeal,C,Incorrect
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,ANSWER: العصب vagus,B,Incorrect
,ما هو العظم الأضخم في هيكل القدم؟,ANSWER: calcaneus,B,Correct
,أين يوجد النفير البلعومي السمعي؟,ANSWER: near the opening of the eustachian tube,C,Correct
,ما الذي يحد فتحة وينسلو من الأسفل؟,ANSWER: vein,B,Incorrect
,ما يُسمى الوجه الأمامي للوح الكتف؟,ANSWER:,C,Incorrect
,ما هو الشريان الذي يروي القولون الصاعد؟,ANSWER: الشريان mesenteric,C,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: hood,C,Correct
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: ampulla,C,Incorrect
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: fissura glottidis,C,Correct
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,ANSWER: zona glomerulosa,A,Correct
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,ANSWER: cells of can,B,Incorrect
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,ANSWER: fossa poplitea,B,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: the ligamentum teres,B,Incorrect
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,ANSWER: artery middle,B,Correct
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: fissura glottidis,C,Correct
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,ANSWER: V,C,Correct
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,ANSWER: LH,A,Correct
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,ANSWER: TSH,C,Correct
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,ANSWER: the lymph,B,Incorrect
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,ANSWER: brachialis,A,Correct
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,ANSWER: papillae circumvallate,C,Incorrect
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,ANSWER: network,B,Incorrect
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,ANSWER: branch of the mandible,B,Incorrect
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,ANSWER: The vessels,C,Incorrect
,من أين يخرج العصب الشوكي؟,ANSWER: foramina intervertebral,A,Correct
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,ANSWER: fibers of the oculomotor nerve,B,Correct
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,ANSWER: third ventricle,C,Correct
,ما الذي يشغل الجزء العلوي من قبة القحف؟,ANSWER: brain,A,Correct
,ما هو العصب الذي يعصب الغدة النكفية؟,ANSWER: IX,C,Correct
,من أين يخرج العصب تحت اللساني؟,ANSWER: canal under tongue,A,Incorrect
,ما هي الخلايا البالعة الكبدية؟,ANSWER: Kupffer,C,Correct
,أين يصب الوريد الصافن الكبير (الأنسي)؟,ANSWER: into the femoral vein,A,Correct
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,ANSWER: الشريان axillary,A,Correct
,ما تُدعى الردب بين عنق الرحم والمهبل؟,ANSWER: fornix,C,Correct
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,ANSWER: T4,C,Incorrect
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: ligamentum transversum,C,Correct
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,ANSWER: rectus femoris,C,Incorrect
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,ANSWER: layer endometrium,A,Incorrect
,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,ANSWER: sinus carotid,B,Correct
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSWER: The skin,B,Correct
,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,ANSWER: hilum,A,Incorrect
,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,ANSWER: fissura lateralis,C,Incorrect
,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,ANSWER: cavity tympanic,C,Correct
,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,ANSWER: perception,C,Incorrect
,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,ANSWER: cells of Ito,B,Correct
,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,ANSWER: ventricle,C,Incorrect
,ما هو العصب القحفي الثاني؟,ANSWER: The optic nerve,A,Correct
,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,ANSWER: temporal,B,Incorrect
,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,ANSWER: غضروف thyroid,A,Incorrect
,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,ANSWER: مفصل ball-and-socket,A,Incorrect
,ما هو أكبر أعصاب الجسم؟,ANSWER: sciatic nerve,D,Correct
,كم عدد العضلات بين العظمية الأخمصية؟,ANSWER: 3,A,Incorrect
,أين ينتهي الأبهر النازل؟,ANSWER: near the fifth lumbar vertebra,C,Incorrect
,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,ANSWER: centers of the cerebellum,A,Incorrect
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: squama,B,Incorrect
,أين ينفتح الجيب الفكي؟,ANSWER: تحت the fossa,C,Incorrect
,ما هو أكبر أقسام المعثكلة؟,ANSWER: The lobus,A,Incorrect
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,ANSWER: bone,A,Incorrect
