id,input,prediction,ground_truth,judge_label
,أين تتوضع المشيمة في ارتكاز المشيمة المعيب؟,ANSWER: outside the uterus,C,Incorrect
,ما اسم الطبقة من السحايا التي تغطي الجيوب الوريدية؟,ANSWER: Arachnoid,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,ANSWER: fibers,A,Incorrect
,ما الذي تشكله البصلة عندما تتمادى في الأمام في جسم القضيب؟,ANSWER: The glans,B,Correct
,ما هي أكبر غدد الجسم؟,ANSWER: The liver,A,Correct
,ما هي الشرايين الخمسة التي يتفرع إليها الشريان الكلوي؟,ANSWER: Five segmental arteries,A,Correct
,بماذا ينتهي الشريان الوجهي؟,ANSWER: the angular artery,C,Correct
,ما هي طبقة لب السن الأكثر عمقا والأقرب لجوهر اللب؟,ANSWER: dentin,B,Incorrect
,أين تقع فوهة مصب الجيب الأكليلي؟,ANSWER: The major duodenal papilla,C,Incorrect
,ما هي الزاوية الأمامية السفلية للعظم الجداري؟,ANSWER: The infratemporal crest,B,Incorrect
,أي عصب هو المحرك لعضلات اللسان؟,ANSWER: hypoglossal,C,Correct
,ما هو البروز العظمي الذي يحتوي عليه الوجه الداخلي لفرع الفك السفلي؟,ANSWER: lingula,C,Correct
,ما هي المواد التي تفرزها الغدد استجابة للتنبيه وترحل عبر الدم؟,ANSWER: Hormones,B,Correct
,ما هي الزاوية بين قبضة وجسم القص؟,ANSWER: 90,A,Incorrect
,من أين يخرج العصب الفكي العلوي من الجمجمة؟,ANSWER: foramen rotundum,C,Correct
,ما الذي يحدد المنصف العلوي جانبياً؟,ANSWER: The lateral pterygoid,A,Incorrect
,ما هما الممران اللذان يمر عبرهما الهواء إلى جوف الأنف؟,ANSWER: The nasal meatus,B,Incorrect
,أين ترتكز العضلة العريضة الظهرية؟,ANSWER:,A,Incorrect
,ما هو القولون الذي يمتد بشكل أفقي؟,ANSWER: colon transversum,C,Correct
,كم عدد القطع العصعصية في النخاع الشوكي؟,ANSWER: 33,D,Incorrect
,ما الطبقة التي تمثلها العضلة الدافعة في المثانة؟,ANSWER: Detrusor,B,Correct
,ما هي الخلايا التي توجد في الجلد وتعمل كمستقبلات آلية حسية؟,ANSWER: Cells of Merkel,B,Correct
,ما اسم الكرة الصغيرة فوق قمة الغضروف؟,ANSWER:,B,Incorrect
,أين لا توجد الغدد الزهمية؟,ANSWER: The lips,A,Correct
,ما هو العصب المسؤول عن حركات عضلات الوجه التعبيرية؟,ANSWER: The facial nerve,A,Correct
,ما هي الزاوية الخلفية السفلية في العظم الجداري؟,ANSWER: The mastoid notch,A,Incorrect
,ما هو الاسم الآخر لفرع الفك السفلي؟,ANSWER: nerve,C,Incorrect
,ماذا يفعل الرباط المتصالب الأمامي؟,ANSWER: limits anterior translation,C,Correct
,ما هي الثقبة التي يعبر من خلالها العصب الوجهي؟,ANSWER: The foramen,A,Incorrect
,ماذا تفرز خلايا بيتا في البنكرياس؟,ANSWER: Insulin,B,Correct
,ما هو التامور الخارجي الذي لا يرتبط بالقلب؟,ANSWER: Tamponade,A,Incorrect
,ما هو القسم من الضلع الواقع بين الرأس والحديبة؟,ANSWER: The shaft,C,Incorrect
,مع أي عظم يتمفصل الظنبوب في الأسفل؟,ANSWER: navicular,C,Incorrect
,أي من العضلات العميقة التالية للمثلث الخلفي للعنق ترتبط بحدبة الأطلس الخلفية؟,ANSWER: rectus capitis posterior major,A,Incorrect
,ما هو التركيب الذي يتصل بالخلف مع البلعوم الفموي عبر برزخ الحلق؟,ANSWER: The nasopharynx,C,Incorrect
,ما هي البنية التي تغطي السطوح الأمامي والإنسي والوحشي للخصية؟,ANSWER: Tunica vaginalis,C,Correct
,أين يقع موقع الغدة الدرقية؟,ANSWER: The neck,A,Correct
,أين تتوضع مستقبلات الشم؟,ANSWER: The olfactory epithelium,C,Correct
,ما هي طبيعة هرمونات الغدة النخامية؟,ANSWER: Peptide,B,Incorrect
,ما هو مفصل المرفق؟,ANSWER: مفصل,A,Incorrect
,ما هو المكان الذي تنشأ منه العضلة المدورة الكبيرة بشكل أساسي؟,ANSWER: tuberosity,A,Incorrect
,أين يتوضع الأبهر النازل البطني؟,ANSWER: The retroperitoneum,A,Correct
,ما الذي يجاور السطح العلوي لمثانة الرجل؟,ANSWER: peritoneum,A,Correct
,ما هي عضلة الشهيق الرئيسية؟,ANSWER: diaphragm,A,Correct
,ما هو ترتيب دخول التراكيب إلى سرة الكلية من الخلف للأمام؟,"ANSWER: Fat, Fascia, Gerota, Kidney",C,Incorrect
,أين تشاهد التلمة الكعبرية للزند؟,ANSWER: The fossa,C,Incorrect
,أين تتوضع الثقبة العوراء في اللسان؟,ANSWER:,A,Incorrect
,ما هو أطول أجزاء الأنبوب الهضمي؟,ANSWER: The small intestine,A,Correct
,ما هو ترتيب العضلات من الأعلى للأسفل على الناحية الخلفية للألية؟,"ANSWER: longus colli, longus capitis",A,Incorrect
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: The Parietal Layer,B,Incorrect
,ما هو أطول أجزاء أنبوب الهضم؟,ANSWER: The small intestine,B,Correct
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: insulin,B,Correct
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: The ligament,C,Incorrect
,ما هو لون لب الكظر؟,ANSWER: Yellow,A,Correct
,ما الذي يشكل معظم الكتلة العضلية للسان؟,ANSWER: Intrinsic muscles,A,Correct
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: foliate,A,Incorrect
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: Longus colli,B,Correct
,ما هو أضيق قسم في جذع الدماغ؟,ANSWER: protuberance,C,Incorrect
,أين يقع التلفيف خلف المركزي؟,ANSWER: The lob,B,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: The postcentral gyrus,A,Correct
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: foliate,A,Incorrect
,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟,ANSWER: The ilopsoas,A,Incorrect
,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟,ANSWER: The hypothalamus,A,Correct
,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟,ANSWER: vitreous,B,Correct
,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟,ANSWER: The hypothalamus,B,Correct
,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,ANSWER: Platysma,B,Correct
,ما هو مصدر التروية الرئيسية للمعدة؟,ANSWER: A,B,Incorrect
,ما هي أطول أجزاء أنبوب الهضم؟,ANSWER: The small intestine,B,Correct
,من أين ينشأ الجذع الرئوي؟,ANSWER: The base of the right ventricle,A,Correct
,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,ANSWER: The cremaster,B,Correct
,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,ANSWER: The radius,A,Incorrect
,ما هي المنطقة المتوسطة من نواحي البطن؟,ANSWER:,C,Incorrect
,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,ANSWER: the atrioventricular,B,Incorrect
,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,ANSWER: The costal fibers,A,Incorrect
,ماذا يحفز ACTH إفرازه؟,ANSWER: CRH,B,Correct
,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,ANSWER: The bulb,A,Correct
,مما يتكون الزنار الحوضي؟,ANSWER: The ligaments,A,Incorrect
,أين تقع الباحة الحركية الأولية؟,ANSWER: The precentral gyrus,B,Correct
,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,ANSWER: rectus femoris,A,Correct
,أين تتوضع الغدة تحت الطية اللسانية؟,ANSWER:,C,Incorrect
,أين يتوضع السرج التركي؟,ANSWER: The Sella Turcica,B,Incorrect
,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,ANSWER: The neck,C,Incorrect
,كم عدد شدف النخاع الشوكي؟,ANSWER: Three,A,Incorrect
,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,ANSWER: Posterior cricoarytenoid,B,Correct
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: The renal pelvis,A,Correct
,أين توجد نقطة التعظم البدئية في لوح الكتف؟,ANSWER: The supraspinous fossa,B,Incorrect
,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,ANSWER: Aorta,A,Incorrect
,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,ANSWER: A,B,Incorrect
,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,ANSWER: شريان basil,A,Correct
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSWER: The skin,B,Correct
,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,ANSWER: The interbrain,A,Correct
,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,ANSWER: The lesser curvature,C,Incorrect
,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,ANSWER: The vertebral artery,A,Correct
,أين يقع الثرب الصغير؟,ANSWER: The fossa,A,Incorrect
,أين تقع صفيحة الأكيمات؟,ANSWER: The cribiform plate,A,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: The postcentral gyrus,A,Correct
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,ANSWER: fibers,A,Incorrect
,ما نوع المفصل الحلقي الطرجهالي؟,ANSWER: Ball-and-socket,B,Incorrect
,ما هو رقم العصب الحركي للعضلات الماضغة؟,ANSWER: V,B,Correct
,كم عدد فصيصات الخصية؟,ANSWER: 250,A,Correct
,أين ترتكز العضلة الأخمعية الخلفية بوتر رقيق؟,ANSWER: The hyoid,A,Incorrect
,أين يتوضع الثلم المهمازي؟,ANSWER: The sulcus terminalis,A,Incorrect
,ما هي المنطقة التي يقع بينها القسيم العضلي (sarcomere)؟,ANSWER: The Z lines,D,Correct
,ما الذي تنتجه الخلايا المجاورة للجريبات في الدرق؟,ANSWER:,C,Incorrect
,ما الذي تتحول إليه الوحيدات Monocytes بعد مغادرتها الدوران؟,ANSWER: Macrophages,A,Correct
,ما هو الشريان الذي ينتهي به الشريان الوجهي؟,ANSWER: the angular artery,C,Correct
,أين يتوضع الثلم المهمازي؟,ANSWER: The sulcus terminalis,A,Incorrect
,ما هو العصب القحفي الذي يحمل التعصيب نظير الودي للقلب؟,ANSWER: X,C,Correct
,ما هي العضلة التي يمر العصب تحت اللساني في الناحية تحت الفك عميقاً منها؟,ANSWER: muscle hyogloss,E,Correct
,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,ANSWER: The,C,Incorrect
,ما هي العظام التي يتشكل منها مفصل الركبة؟,"ANSWER: The femur, tibia, and patella",A,Correct
,ما هي الحركة الخاصة بالساعد؟,ANSWER: pronation,A,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: The ligamentum teres,B,Incorrect
,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,ANSWER: frenulum,A,Correct
,ما هي الانطباعات التي توجد على العظم الجداري؟,ANSWER:,B,Incorrect
,ما هو العصب الحركي للعضلات الماضغة؟,ANSWER: The nerve,B,Incorrect
,أين يقع الشق الحجاجي السفلي؟,ANSWER: The inferior orbital fissure,A,Correct
,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,ANSWER: The larynx,B,Correct
,ما هي حركة الركبة للخلف بمستوى سهمي؟,ANSWER: Extension,A,Correct
,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,ANSWER: The Facial Nerve,A,Correct
,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,ANSWER: The lamina of the cribriform,C,Incorrect
,ما هو لون لب الكظر؟,ANSWER: Yellow,A,Correct
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: The squamous,B,Incorrect
,ما هو لون لب الكظر؟,ANSWER: Yellow,A,Correct
,ما هي اللفافة التي تحيط بجسم القضيب؟,ANSWER: Tunica albuginea,A,Correct
,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,ANSWER: Tibialis posterior,C,Incorrect
,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,ANSWER: The zone 3,B,Correct
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: Longus colli,B,Correct
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: The foreskin,C,Correct
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,ANSWER:,A,Incorrect
,متى ينشأ برزخ الأبهر؟,ANSWER: During the 4th week,C,Correct
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,ANSWER: A,C,Incorrect
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,ANSWER: fibers,B,Incorrect
,ما هي ميزابة النبض بين أوتار العضلات؟,ANSWER: The tendon,A,Incorrect
,ما هو الوريد السطحي الذي يشكل الابطي؟,ANSWER: The great saphenous,A,Incorrect
,ماذا تفرز الخلايا ألفا في البنكرياس؟,ANSWER: Glucagon,A,Correct
,ما هو اسم أعمق الانخفاضات في الصيوان؟,ANSWER: The fovea,A,Incorrect
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,ANSWER: Regulation of calcium,A,Correct
,ما الذي يمتد من المنخر حتى المنعر؟,ANSWER: The nasolacrimal duct,C,Incorrect
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,ANSWER: Foramen,C,Incorrect
,أين تتوضع الطية المخملة؟,ANSWER: The valve of the ileum,B,Incorrect
,ما هو الهرمون الذي يفرز PTH؟,ANSWER: The parathyroid,A,Correct
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: insulin,B,Correct
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,ANSWER: complexus,C,Incorrect
,من أين يخرج العصب الوجهي من الجمجمة؟,ANSWER: foramen stylomastoide,A,Correct
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,ANSWER: The greater trochanter,B,Incorrect
,أين يدخل الحالبان المثانة؟,ANSWER: The trigone,A,Correct
,ما هي الباحة المسؤولة عن حركات العين؟,ANSWER:,D,Incorrect
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,ANSWER: Brachiocephalic,A,Incorrect
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,ANSWER: The posterior,B,Incorrect
,من أين يفرز الغلوكاغون؟,A cells,B,Incorrect
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: The Parietal Layer,B,Incorrect
,ما هو معنى التوسع في نهاية الأسهر؟,ANSWER:,A,Incorrect
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,ANSWER: 12,B,Correct
,من أين ينتج هرمون الأستروجين؟,ANSWER:,B,Incorrect
,ما هي الفروع الانتهائية للسباني الخارجي؟,ANSWER: The terminal branches,C,Incorrect
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,ANSWER: The dorsal rami,B,Correct
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,ANSWER: The pterygoid plexus,C,Incorrect
,أين يتوضع العظم الكتفي؟,ANSWER: The shoulder,A,Correct
,ما هي المنطقة الأعمق في الغدة الكظرية؟,ANSWER: Medulla,A,Correct
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,ANSWER: The Subthalamic Nucleus,C,Incorrect
,ما الذي ينفتح على القرين الأنفي العلوي؟,ANSWER: The nasolacrimal duct,A,Incorrect
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,ANSWER: muscle,B,Incorrect
,أين تتوضع الاحدوبة الدالية في العضد؟,ANSWER: posterior compartment,B,Incorrect
,ما هو أكبر الجيوب جانب الأنف؟,ANSWER: The maxillary sinus,A,Correct
,ما هو العصب المحرك لعضلات اللسان؟,ANSWER: The hypoglossal nerve,C,Correct
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,ANSWER:,C,Incorrect
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,ANSWER: layer,C,Incorrect
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,ANSWER: Brachiocephalic,A,Incorrect
,ما هو تشكل الوريد المأبضي؟,ANSWER: The formation of the inferior vena cava,A,Incorrect
,ما هي المنطقة الأعمق في قشر الكظر؟,ANSWER: The zona reticularis,C,Correct
,أين يقع التلم الوحشي؟,ANSWER: The sulcus,A,Incorrect
,أين يصب الوريد الكلوي؟,ANSWER: The inferior vena cava,C,Correct
,أين ترتكز العضلة المدورة الصغيرة؟,ANSWER: The lesser trochanter,e,Incorrect
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,ANSWER: The nasopharynx,C,Incorrect
,كم عدد الأعصاب القحفية؟,ANSWER: 12,B,Correct
,أين تتوضع نواة العصب العاشر؟,ANSWER: The medulla,B,Correct
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,ANSWER: The,C,Incorrect
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,ANSWER: The phrenic nerve,B,Incorrect
,ما هو العظم الأضخم في هيكل القدم؟,ANSWER: calcaneus,B,Correct
,أين يوجد النفير البلعومي السمعي؟,ANSWER: The pharyngeal,C,Incorrect
,ما الذي يحد فتحة وينسلو من الأسفل؟,ANSWER: The,B,Incorrect
,ما يُسمى الوجه الأمامي للوح الكتف؟,ANSWER: A,C,Incorrect
,ما هو الشريان الذي يروي القولون الصاعد؟,ANSWER: The Ileocolic,C,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: The foreskin,C,Correct
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: The renal pelvis,C,Correct
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: The rima glottidis,C,Correct
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,ANSWER: Zona glomerulosa,A,Incorrect
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,ANSWER:,B,Incorrect
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,ANSWER: The popliteal,B,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: The ligamentum teres,B,Incorrect
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,ANSWER: A. ch,B,Incorrect
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: The rima glottidis,C,Correct
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,ANSWER: The V,C,Incorrect
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,ANSWER: Luteinizing,A,Correct
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,ANSWER: TSH,C,Correct
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,ANSWER: The spleen,B,Incorrect
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,ANSWER: The brachialis,A,Correct
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,ANSWER: The papillae,C,Incorrect
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,ANSWER: A,B,Incorrect
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,ANSWER: The angle of the mandible,B,Incorrect
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,ANSWER: The tunica spongiosa,C,Incorrect
,من أين يخرج العصب الشوكي؟,ANSWER: The spinal cord,A,Incorrect
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,ANSWER: The parasympathetic,B,Correct
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,ANSWER: The third ventricle,C,Correct
,ما الذي يشغل الجزء العلوي من قبة القحف؟,ANSWER: The brain,A,Correct
,ما هو العصب الذي يعصب الغدة النكفية؟,ANSWER: The glossopharyngeal,C,Correct
,من أين يخرج العصب تحت اللساني؟,ANSWER: The foramen oval,A,Incorrect
,ما هي الخلايا البالعة الكبدية؟,ANSWER: Kupffer,C,Correct
,أين يصب الوريد الصافن الكبير (الأنسي)؟,ANSWER: The vein,A,Incorrect
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,ANSWER: Aorta,A,Incorrect
,ما تُدعى الردب بين عنق الرحم والمهبل؟,ANSWER:,C,Incorrect
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,ANSWER: The second,C,Incorrect
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: The ligament,C,Incorrect
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,ANSWER: Sartorius,C,Correct
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,ANSWER: The endometrium,A,Correct
,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,ANSWER: Aortic arch,B,Correct
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSWER: The skin,B,Correct
,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,ANSWER: The hilar,A,Incorrect
,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,ANSWER: The cavernous sinus,C,Incorrect
,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,ANSWER: cavity of the tympanum,C,Correct
,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,ANSWER: Detection,C,Incorrect
,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,ANSWER: cells,B,Incorrect
,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,ANSWER: The right ventricle,C,Correct
,ما هو العصب القحفي الثاني؟,ANSWER: The optic nerve,A,Correct
,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,ANSWER: The temporal,B,Incorrect
,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,ANSWER: The thyroid,A,Incorrect
,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,ANSWER: مفصل,A,Incorrect
,ما هو أكبر أعصاب الجسم؟,ANSWER: The sciatic nerve,D,Correct
,كم عدد العضلات بين العظمية الأخمصية؟,ANSWER: 20,A,Incorrect
,أين ينتهي الأبهر النازل؟,ANSWER: The Aort,C,Incorrect
,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,ANSWER: The basal ganglia,A,Incorrect
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: The squamous,B,Incorrect
,أين ينفتح الجيب الفكي؟,ANSWER: The infratemporal fossa,C,Incorrect
,ما هو أكبر أقسام المعثكلة؟,ANSWER: The lobus,A,Incorrect
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,ANSWER: The optic nerve,A,Incorrect
,أين ترتكز العضلة الشظوية القصيرة؟,ANSWER: The base of the first metacarpal,A,Incorrect
