id,model,quadrant,en_correct,ar_correct,ground_truth,prediction_english,prediction_arabic,input_english,input_arabic,Level
4330,MedGemma,both_correct,1,1,C,C,C,"A decrease in oxygen concentration in the alveoli leads to:

A) Dilation of the blood vessels in these alveoli.

B) Dilation of the airway leading to these alveoli.

C) Constriction of the blood vessels in these alveoli.

D) Narrowing of the airway leading to this alveolus.",". يؤدي نقص تركيز الأوكسجين في الأسناخ إلى:
A) توسيع الأوعية الدموية لهذه الأسناخ.
B) توسيع المصرف الهوائي المؤدي إلى هذه الأسناخ.
C) تقبض الأوعية الدموية لهذه الأسناخ.
D) تضيق المصرف الهوائي المؤدي إلى هذا السنخ.",
4615,MedGemma,both_correct,1,1,B,B,B,"It consists of a set of adjacent columns erected on a horizontal axis, representing the instances of the studied characteristic when the data are descriptive, and the class intervals when the data are quantitative. The height of each column equals the frequency of the class on which it is erected:
A) Frequency Polygon
B) Histogram
C) Frequency Curve
D) B+C","يتكون من مجموعة من الأعمدة المتجاورة المقامة على المحور الأفقي الذي تمثل عليه حالات الصفة المدروسة عندما تكون البيانات وصفية وفترات الفئات عندما تكون البيانات كمية ويساوي ارتفاع كل عمود تكرارات الفئة المقام عليها:
A) المضلع التكراري
B) المدرج التكراري
C) المنحني التكراري
D) B+C",
858,MedGemma,both_correct,1,1,A,A,A,"In bone tissue:
A) Primary bone is the same as woven bone.
B) Mature bone is the same as woven bone.
C) Primary bone is more mineralized than secondary bone.
D) Primary bone has fewer osteocytes.
E) All of the above are false.","في النسيج العظمي
A) العظم الأولى هو نفسه Woven bone
B) العظم الناضج هو نفسه Woven bone
C) العظم الأولي أكثر تمعدناً من الثانوي.
D) العظم الأولى فيه عدد أقل من osteocytes
E) كل ما سبق خطأ .",
3734,MedGemma,both_correct,1,1,B,B,B,"A patient with a glucose level of 210 mg/dL is:
A) Healthy
B) Diabetic
C) Has complete glucose intolerance
D) None of the above","مريض عنده الغلوكوز 210 ملغ / دل فهو :
A) شخص سليم
B) مريض سكري
C) لديه عدم تحمل السكر مطلقاً
D) ليس أي مما سبق",
1413,MedGemma,both_correct,1,1,B,B,B,"It can absorb ultraviolet radiation except for:
A) Tryptophan
B) Alanine
C) Tyrosine
D) Histidine","يمكنها امتصاص الأشعة فوق البنفسجية ما عدا:
A) تربتوفان
B) الانين
C) تیروزین
D) هستیدین",
3953,MedGemma,both_correct,1,1,C,C,C,"All of the following are true about reticulocytes except:

A) They contain RNA and have no nucleus.

B) They are the precursor to mature red blood cell formation.

C) Their deficiency indicates increased bone marrow activity.

D) They are called reticulocytes.","كل مايلي صحيح عن الشبكيات ماعدا :
A) تحوي RNA ولا تملك نواة.
B) هي المرحلة السابقة لتشكل الكريات الحمراء الناضجة.
C) نقصها يدل على زيادة نشاط نقي العظم.
D) تدعى reticulocyte",
3055,MedGemma,both_correct,1,1,B,B,B,"d must be of the order of wavelength if ....... This condition becomes less critical if:
A) Light is coherent, light is incoherent
B) Light is incoherent, light is coherent
C) Light is coherent, laser light
D) All of the above are false","يجب أن تكون d من رتبة الطول الموجي إذا كان ....... ويصبح هذا الشرط أقل تهديدا إذا كان:
A) الضوء مترابط، الضوء غير مترابط
B) الضوء غير مترابط، الضوء مترابط
C) الضوء مترابط، ضوء الليزر
D) كل ماسبق خاطئ",
1161,MedGemma,both_correct,1,1,B,B,B,"The arteries that run between the lobes towards the cortex on each side of the renal pyramid are:
A) Lobular arteries
B) Interlobular arteries
C) Arthroscopic arteries
D) Interlobular arteries","الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي :
A) الشرايين الفصية
B) الشرايين بين الفصوص
C) الشرايين المقوسة
D) الشرايين بين الفصيصات",
1154,MedGemma,both_correct,1,1,A,A,A,"The ovarian arteries are branches of:
A) Aorta adominis
B) Internal iliac artery
C) External iliac artery
D) Anterior iliac artery",". الشريانين المبيضيين من فروع
A) Aorta adominis
B) Internal iliac artery
C) External iliac artery
D) Anterior tiial artery",
1439,MedGemma,both_correct,1,1,C,C,C,"Fat-soluble vitamins:
A) There are nine of them
B) The body cannot store them
C) They can cause toxicity if taken in large quantities
D) All of the above are incorrect","الفيتامينات الذوابة في الدهن:
A) عددها تسعة
B) لا يستطيع الجسم تخزينها
C) قد تسبب السمية عند تناولها بكميات كبيرة
D) كل ما سبق خطأ",
2091,MedGemma,both_correct,1,1,D,D,D,"All of the following are true about introns EXCEPT:

A) Their function is still not precisely defined.

B) They are non-coding sequences.

C) They have a potential role in regulating gene expression in the genes they contain.

D) They constitute 50% of mature messenger RNA.","كل ما يلي صحيح عن الانترونات ما عدا:
A) وظيفتها مازالت غير محددة بدقة .
B) تتاليات غير مرمز.
C) لها دور محتمل في تنظيم التعبير الجيني للجينات التي تحتويها.
D) تشكل %50 من الرنا المرسال الناضج.",
2180,MedGemma,both_correct,1,1,D,D,D,"The formation and type of genotypes during gamete formation depend on:
A) The parent's genotype being diploid (homozygous) only
B) The parent's genotype being diploid (heterozygous) only
C) The parent's genotype being diploid (heterozygous) only
D) The parent's genotype being diploid (homozygous), whether diploid or diploid","يعتمد تشكيل الأنماط الجينية ونوعها خلال تشكل الأعراس علي:
A) شكل النمط الجيني لدي الوالد ثنائي متماثل الألائل مقرونآ فقط
B) شكل النمط الجيني لدي الوالد ثنائي متخالف الألائل مقرونآ فقط
C) شكل النمط الجيني لدي الوالد ثنائي متخالف الألائل مفروقأ فقط
D) شكل النمط الجيني لدي الوالد ثنائي متماثل الألائل مفروقآ كان أم مقرونآ",
3521,MedGemma,both_correct,1,1,C,C,C,"All of the following are used in the management of herpetic keratitis except:
A) Acyclovir
B) Iodoxuridine
C) Corticosteroids
D) Mydriatics if associated with iritis
E) Antibiotics in case of secondary infection","كل ما يلي يستخدم في تدبير التهاب القرنية الحلأي ما عدا:
A) الأسيكلوفير
B) الإيودوكسيوريدين
C) الكورتيكوستيروئيدات
D) موسعات الحدقة في حال ترافقه بالتهاب قزحية
E) صادات في حال الإنتان الثانوي",
4008,MedGemma,both_correct,1,1,D,D,D,"Gases in the colon responsible for stool odor:
A) Indole and Skatol
B) Merbautane
C) Hydrogen sulfide
D) All of the above","غازات في الكولون مسؤولة عن رائحة براز :
A) الاندول و السكاتول
B) المركبتان
C) كبريت الهيدروجين
D) كل ما سبق صحيح",
1141,MedGemma,both_correct,1,1,A,A,A,"Hashimoto's disease:
A) Autoimmune hypothyroidism
B) Childhood hypothyroidism
C) Iodine deficiency goiter
D) C+D
E) All of the above are incorrect","مرض هاشتيوتو :
A) نقص نشاط الدرق مناعي ذاتي
B) نقص نشاط درق عند الأطفال
C) ضخامة غدة درقية بنقص اليود
D) C+D
E) كل ما سبق خاطئ",
3815,MedGemma,both_correct,1,1,C,C,C,"The reason central nervous system fibers are unable to regenerate is:
A) The absence of myelin in most fibers
B) The short axon of these fibers
C) The absence of a Schwann sheath
D) The absence of oligodendrocytes","سبب عدم قدرة ألياف الجهاز العصبي المركزي على التجدد هو:
A) غياب النخاعين في معظم الألياف
B) قصر المحور الأسطواني لهذه الألياف
C) غياب غمد شوان
D) عدم وجود الخلايا الدبقية قليلة التغصنات",
2009,MedGemma,both_correct,1,1,A,A,A,"The gene affected by mutation in malignant hyperthermia:
A) RYR
B) MDR
C) CYPD
D) RP1","الجين المصاب بطفرة في فرط الحرارة الخبيث:
A) RYR
B) MDR
C) CYPD
D) RP1",
4517,MedGemma,both_correct,1,1,B,B,B,"In a pie chart, the amplitude of a pie section is:
A) Inversely proportional to the number of iterations per class
B) Directly proportional to the number of iterations per class
C) Directly proportional to the sample size
D) All of the above","في مخطط الفطيرة تتناسب سعة القطاع الدائري:
A) عكساً مع عدد التكرارت لكل فئة
B) طرداً مع عدد التكرارت لكل فئة
C) طرداً مع حجم العينة
D) كل ما سبق صحيح",
4208,MedGemma,both_correct,1,1,B,B,B,"Examples of unipolar neurons:
A) Pyramid cells
B) Sensory ganglia of the posterior root of the brain
C) Purkinje cells
D) Retinal cells","مثال عن العصبونات أحادية القطب :
A) الخلايا الهرمية
B) خلايا العقد الحسية للجذر الخلفي للدماغ
C) خلايا بوركنج
D) خلايا شبكية العين",
4464,MedGemma,both_correct,1,1,E,E,E,"The cardiac output rate increases during excitement due to all of the following EXCEPT:
A) Increased norepinephrine secretion
B) Increased membrane permeability to sodium
C) Increased membrane permeability to calcium
D) Longer intracellular calcium retention
E) The resting potential in ganglion cells becomes more negative","يزداد معدل الدفق القلبي عند الانفعال بسبب كل مما يلي عدا
A) زيادة إفراز النورأدرينالين
B) زيادة نفاذية الغشاء للصوديوم
C) زيادة نفاذية الغشاء للكالسيوم
D) بقاء الكالسيوم فترة أطول داخل الخلية
E) يصبح كمون الراحة في الخلايا العقدية أكثر سلبية",
3046,MedGemma,both_correct,1,1,A,A,A,"The function of the detector is:
A) To measure the intensity of transmitted radiation.

B) To measure the length of transmitted radiation.

C) To measure the intensity of transmitted radiation.

D) All of the above are incorrect.","وظيفة الكاشف هي:
A) قياس شدة الأشعة النافذة.
B) قياس طول الأشعة النافذة.
C) قياس توتر الأشعة النافذة .
D) كل ما سبق خاطئ.",
2106,MedGemma,both_correct,1,1,D,D,D,"Molecular biology:
A) To understand the mechanisms by which changes in these macromolecules disrupt biological processes
B) To understand the mechanisms of biological processes within the cell at the molecular level
C) An intersection of genetics and biochemistry
D) All of the above are true","البيولوجيا الجزيئية:
A) بغية معرفة الآلية التي تسبب فيها التغيرات في هذه الجزيئات الكبيرة تعطيلا للعمليات الحيوية
B) تهدف إلي فهم آليات العمليات الحيوية ضمن الخلية علي المستوي الجزيئي
C) تقاطع لعلوم الوراثة والكيمياء الحيوية
D) كل ما سبق صحيح",
3163,MedGemma,both_correct,1,1,A,A,A,"All of the following are inhaled corticosteroids except:
A) Prednisolone
B) Fluticasone
C) Mometasone
D) Ciclesonide
E) Budesonide","كل مما يلي من الستيروئيدات القشرية التي تستخدم عن طريق الاستنشاق ما عدا
A) Prednisolone
B) Fluticasone
C) Mometasone
D) Ciclesonide
E) Budesonide",
3949,MedGemma,both_correct,1,1,B,B,B,"Regarding the mechanism of action of hormones, all of the following are true except:
A) Each receptor is highly specific for a particular hormone.
B) A large cellular response requires large amounts of the hormone.
C) The intensity of the cellular response increases with the number of hormone receptors.
D) The effect of a hormone does not reach all cells in the body.","فيما يخص آلية عمل الهرمونات كل ما يأتي صحيح عدا:
A) كل مستقبل يتميز بنوعية عالية لهرمون معين
B) إحداث استجابة خلوية كبيرة تحتاج لكميات كبيرة من الهرمون
C) تزداد شدة الاستجابة الخلوية بزيادة عدد المستقبلات الهرمونية
D) تأثير هرمون ما لا يطال كل خلايا الجسم",
239,MedGemma,both_correct,1,1,A,A,A,"The nerve responsible for facial expression muscles:
A) Seventh
B) Fifth
C) Third
D) First","العصب المسؤول عن حركات عضلات الوجه التعبيرية:
A) السابع
B) الخامس
C) الثالث
D) الأول",
4876,MedGemma,both_correct,1,1,A,A,A,"A patient with asthma and frequent exacerbations has gradually developed hirsutism, trunk obesity, and bruising. What is the likely diagnosis?

A) Cushing's syndrome.

B) Cushing's disease.

C) Conn's syndrome.

D) Vomerulonephritis.","مريض ربو مع تفاقم متكرر لحالته تطور لديه بشكل تدريجي شعرانية مع بدانة جذعية وكدمات ما هو التشخيص المحتمل؟
A) متلازمة كوشينغ.
B) داء كوشينغ.
C) متلازمة كون.
D) ورم القوائم.",
727,MedGemma,both_correct,1,1,D,D,D,"Which facial muscles are used for expression?

A) Forehead muscles.

B) The muscles around the eyes.

C) The muscles around the ears.

D) All of the above are correct.","من عضلات الوجه التعبيرية :
A) عضلات الجبهة.
B) العضلة حول العين.
C) العضلة حول الأذن.
D) كل ماسبق صحيح .",
104,MedGemma,both_correct,1,1,A,A,A,"Which of the following muscles connects the scapular girdle to the head?

A) Trapezius.

B) Teres major.

C) Latissimus dorsi.

D) Rhombus major.","إحدى العضلات التالية تربط الزنار الكتفي بالرأس :
A) شبه المنحرفة.
B) المدورة الكبيرة.
C) العريضة الظهرية.
D) المعينية الكبيرة.",
4689,MedGemma,both_correct,1,1,B,B,B,"The probability of any event is not greater than one. The preceding statement expresses:
A) The random variable condition
B) The probability postulate
C) A+B
D) Other","احتمال أي حدث لا يزيد عن الواحد "" العبارة السابقة تعبر عن
A) شرط المتغير العشوائي
B) المسلمة الاحتمالية
C) A+B
D) غير ذلك",
4865,MedGemma,both_correct,1,1,B,B,B,"An obese patient consulted his doctor and his BMI was 40. The doctor decided to perform a sleeve gastrectomy. What is the first step that should be taken before the surgery?

A) Consult a nutritionist.

B) Obtain the patient's consent.

C) Conduct the necessary blood tests.

D) Refer the patient to a psychiatrist.","راجع مريض بدانة طبيبه وكان BMI لديه 40 فقرر الطبيب إجراء عملية sleeve gastrectomy ما هو الإجراء الأول الذي يجب إجراؤه قبل العملية؟
A) استشارة طبيب تغذية.
B) الحصول على موافقة المريض.
C) اجراء التحاليل الدموية اللازمة.
D) تحول المريض لطبيب نفسي.",
1756,MedGemma,both_correct,1,1,D,D,D,"Genetic modification is:
A) Northern

B) Western

C) Southern

D) Gene replacement","التحوير الوراثي هو:
A) NORTHERN.
B) .WESTERN
C) SOUTHERN .
D) استبدال جين.",
4452,MedGemma,both_correct,1,1,A,A,A,"Cardiac output increases with increases in all of the following except:
A) Circulating blood weight.

B) Venous return.

C) Atrial contraction.

D) Heart rate.","يزداد نتاج القلب بزيادة كل مما يلي ما عدا:
A) وزن الدم الجائل.
B) العود الوريدي.
C) التقلص الأذيني.
D) معدل دقات القلب.",
3057,MedGemma,both_correct,1,1,A,A,A,"A cardiologist writes a report for a patient stating that the radius of the descending internal artery is narrowed by 10%. The radius of the narrowed artery is:
A) 0.90r¹
B) 0.10r¹
C) 0.80r¹
D) All of the above are correct","طبيب قلبيه يكتب تقريرا لمريضه ان نصف قطر الشريان الداخلي النازل من القلب تضيق بمقدار 10% فان نصف قطر الشريان المتضايق يساوي:
A) 0.90r1
B) 0.10r1
C) 0.80r1
D) كل ما سبق صحيح",
2686,MedGemma,both_correct,1,1,C,C,C,"If an object does not emit all light at a given wavelength, its emissivity is:
A) greater than one
B) equal to one
C) less than one
D) equal to zero","إذا كان الجسم لا يختص الضوء كله عند طول موجى تكون إصداريته:
A) أكبر من الواحد
B) تساوي الواحد
C) أصغر من الواحد
D) تساوي الصفر",
1740,MedGemma,both_correct,1,1,D,D,D,"The function of the sigma monomer in bacterial RNA polymerase is:

A) Elongation of the RNA chain.

B) Termination of RNA synthesis.

C) Unwinding of DNA.

D) Recognition of the target.","وظيفة الوحيدة سيغما في انزيم بوليمراز RNA البكتيري:
A) إطالة سلسلة ال RNA.
B) إنهاء عملية اصطناع ال RNA.
C) فك طاقي ال DNA.
D) التعرف على المحضض.",
2079,MedGemma,both_correct,1,1,B,B,B,"All of the following are examples of pharmacokinetics except:
A) Metabolism
B) Malignant hyperthermia
C) Absorption
D) Excretion","كل ما يلي يعد من الأمثلة عن الحركة الدوائية ماعدا :
A) الاستقلاب
B) فرط الحرارة الخبيث
C) الامتصاص
D) الإطراح",
4711,MedGemma,both_correct,1,1,A,A,A,"A statistical population is a group of individuals or elements that:
A) share some characteristics or features
B) do not share some characteristics or features
C) are drawn from a sample
D) are drawn solely from qualitative data","المجتمع الإحصائي هو مجموعة من الأفراد أو العناصر:
A) التي تشترك فيما بينها ببعض الخواص والمميزات
B) التي لا تشترك فيما بينها ببعض الخواص والمميزات
C) مأخوذة من العينة
D) مأخوذة من بيانات كيفية فقط",
2672,MedGemma,both_correct,1,1,B,B,B,"The roentgen is a unit for measuring: A) Radiation absorption.

B) Radiation exposure.

C) Radiation source intensity.

D) Radiation flux.","الرونتجن هي واحدة لقياس :
A) امتصاص الإشعاع.
B) التعرض للإشعاع.
C) شدة منبع الإشعاع.
D) تدفق الإشعاع.",
1433,MedGemma,both_correct,1,1,C,C,C,"True chromatin:
A) Its DNA is tightly packaged.

B) Its genes cannot be transcribed.

C) It contains transcriptionally active genes.

D) It is closed.","الكروماتين الحقيقي:
A) يكون الدنا مرزوم بشدة.
B) لا يمكن انتساخ جيناته.
C) يحوي جينات فعالة انتساخيا.
D) Closed.",
2873,MedGemma,both_correct,1,1,B,B,B,"The unstable technetium isomer, which subsequently decays by emitting a photon, can be used to explore the human body in the following spectroscopic fields:
A) X-ray
B) Gamma
C) Ultraviolet
D) Infrared","إن مماكب التكنيوم غير المستقر الذي يتفكك لاحقا بإصدار فوتون . يمكن استخدامه في استكشاف الجسم البشري:
A) سيني
B) غاما
C) فوق بنفسجي
D) تحت أحمر",
1457,MedGemma,both_correct,1,1,B,B,B,"All of the following genetic codes are stop codons except:
A) UAG
B) AUC
C) UGA
D) UAA","جميع الروامز الوراثية التالية هي روامز توقف باستثناء:
A) UAG
B) AUC
C) UGA
D) UAA",
2778,MedGemma,both_correct,1,1,D,D,D,"When an alcohol is oxidized, we obtain:
A) a ketone
B) an aldehyde
C) no reaction occurs
D) The product varies depending on the type of alcohol (primary, secondary, tertiary)","لما يتاكسد الغول نحصل علي:
A) يعطي كيتون
B) يعطي الدهيد
C) لا يحدث تفاعل
D) يختلف الناتج حسب الغول (أولي ،ثانوي،ثالثي)",
606,MedGemma,both_correct,1,1,A,A,A,"All of the following about the first rib are true except:
A) The subclavian vein passes behind the scalene tubercle.

B) It is important due to its direct connection with the inferior nerves of the brachial plexus.

C) The scalene tubercle is located on its superior surface in the middle.

D) It has superior and inferior surfaces and external and internal borders.","كل ما يلي عن الضلع الأولى صحيح عدا :
A) يمر خلف الحديبة الأخمعية الوريد تحت الترقوة.
B) مهمة لعلاقتها المباشرة مع الأعصاب السفلية من الضفيرة العضدية.
C) يوجد على وجهها العلوي في منتصفه الحديبة الأخمعية.
D) لها وجهان علوي وسفلي و حافتان خارجية وداخلية.",
2704,MedGemma,both_correct,1,1,A,A,A,"The equation that relates pressure, flow velocity, and height at two points in a blood vessel is:
A) Bernoulli's equation
B) Continuity equation
C) Ebenstein's equation
D) All of the above","المعادلة التي تربط بين الضغط وسرعة التدفق والارتفاع في نقطتين من وعاء دموي هي
A) معادلة برنولي
B) معادلة الاستمرارية
C) معادلة ابنشتاين
D) كل ما سبق صحيح",
4013,MedGemma,both_correct,1,1,B,B,B,"Cortisol performs all of the following functions except:
A) It decreases the rate of glucose uptake by most body cells
B) It increases protein stores in body cells
C) It induces hepatic gluconeogenesis from proteins
D) It makes fatty acids the primary source of energy","يقوم الكورتيزول بكل الوظائف التالية ما عدا:
A) ينقص معدل استهلاك الغلوكوز من قبل معظم خلايا الجسم
B) يزيد مخزون البروتين في خلايا الجسم
C) تحريض استحداث الغلوكوز الكبدي اعتبارا من البروتينات
D) يجعل الحموض الشحمية المصدر الأساسي للطاقة",
2340,MedGemma,both_correct,1,1,D,D,D,"What is the nature of X-rays?

A) Cathode rays

B) A form of visible light

C) Charged particles

D) Electromagnetic radiation","ماهي طبيعة الاشعة السينية :
A) اشعة مهبطية
B) شكل من اشكال الضوء المرئي
C) جسيمات مشحونة
D) اشعاعات كهر طيسية",
4869,MedGemma,both_correct,1,1,B,B,B,"A 30-year-old female patient presented with a history of persistent right upper quadrant abdominal pain, vomiting, fever, and a positive Murphy's sign. What is the likely diagnosis?

A) Pyuria (entropion of the gallbladder).

B) Acute cholecystitis (inflammation of the gallbladder).

C) Myxocalais (muscle cyst) of the gallbladder.

D) Peritonitis following gallbladder perforation.

E) Gastroparesis due to gallstones.","راجعت مريضة تبلغ من العمر 30 سنة بقصة ألم مستمر في الربع العلوي الأيمن من البطن مع إقياء وارتفاع حرارة وإيجابية علامة مورفي ما هو التشخيص المحتمل؟
A) تقيح مرارة.
B) التهاب مرارة حاد.
C) قيلة مخاطية في المرارة.
D) التهاب بريتوان تالي لانثقاب مرارة.
E) خزل معوي بسبب حصاة مرارية.",
1235,MedGemma,both_correct,1,1,B,B,B,"All of the following reduce intracranial pressure during anesthesia except:
A) Barbiturates
B) Ketamine
C) Propofol
D) Ethomyides
E) Droperidol","كل مايلي يخفض التوتر داخل القحف أثناء التخدير عدا
A) الباربيتورات
B) الكيتامين
C) البروبوفول
D) ايثوميدات
E) دروبيريدول",
4562,MedGemma,both_correct,1,1,A,A,A,"The scale used to describe smoking status (smoker - non-smoker):
A) Nominal
B) Ordinal
C) Interval
D) Subsidiary","المقياس المستخدم لوصف حالة التدخين (مدخن - غير مدخن) :
A) الاسمي
B) الرتبي
C) الفتروي
D) النسي",
320,MedGemma,both_correct,1,1,C,C,C,"Characteristics of lamellar bodies:
A) They are a marker for type I respiratory cells.

B) They are granules with a diameter of 100–400 μm, surrounded by a membrane.

C) They are a marker for type II respiratory cells.

D) A+C","من صفات الأجسام الصفائحية:
A) تعتبر علامة للخلايا التنفسية من النمط الأول.
B) حبيبات بقطر 400 - 100 ميكرومتر محاطة بغشاء
C) تعتبر علامة للخلايا التنفسية من النمط الثاني.
D) A+C",
371,MedGemma,both_correct,1,1,A,A,A,"The part of the brain responsible for regulating autonomic life processes is:
A) Brainstem
B) Diencephalon
C) Telebrae
D) Cerebellum","القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية هو:
A) جذع الدماغ
B) الدماغ البيني
C) الدماغ الانتهائي
D) المخيخ",
1602,MedGemma,both_correct,1,1,C,C,C,"Gastrointestinal hypoglycemia is seen in patients who have undergone:
A) Gastrectomy
B) Pyloroplasty
C) Both A and B
D) All of the above are false","يشاهد نقص سكر الدم الهضمي عند مرضى:
A) استئصال المعدة
B) رأب البواب
C) A&B كل من
D) كل ما سبق خاطئ",
2867,MedGemma,both_correct,1,1,D,D,D,"Pathogenic fungal spores are converted into harmless, inert byproducts by a catalytic chemical reaction. Exposure to light oxidizes the organic matter.

A) Sodium oxide UVB

B) Sodium oxide UVC

C) Titanium oxide UVB

D) Titanium oxide UVC","تحول أبواغ الفطور الممرضات إلى منتجات ثانوية عاطلة غير ضارة عن طريق تفاعل كيميائي تحفيزي من........والتعرض للضوء.......من شأن أكسدة المادة العضوية.
A) أكسيد الصوديوم UVB _
B) أكسيد الصوديوم _ UVC
C) أكسيد التيتانيوم_ UVB
D) أكسيد التيتانيوم UVC_",
1383,MedGemma,both_correct,1,1,B,B,B,"All of the following cause a frameshift mutation EXCEPT:
A) Nucleotide addition
B) Substitution of one nucleotide
C) Nucleotide deletion
D) Addition or deletion of more than one nucleotide","كل ما يلي يسبب طفرة انزياح الإطار ماعدا:
A) إضافة نكليوتيد
B) استبدال نكليوتيد واحد
C) حذف نكليوتيد
D) إضافة أو حذف أكثر من نكليوتيد واحد",
3766,MedGemma,both_correct,1,1,C,C,C,"All of the following statements are true about the intermediate N° (nitric oxide) except:
A) It is a gaseous intermediate
B) Its action lasts for a short time, approximately 5 seconds
C) It is made from aspartic acid
D) It activates the enzyme guanylate cyclase
E) It has a hypotensive effect","تعتبر كل من العبارت التالية صحيحة حول الوسيط N° (النيتريك اوكسيد) ماعدا:
A) وسيط ذو طبيعة غازية
B) مدة تأثيره قصيرة حوالي 5 ثواني
C) يصنع من أسبارتيك اسيد
D) ينشط انزيم غوانيل سيكلاز
E) يملك تأثير خافض للضغط",
2469,MedGemma,both_correct,1,1,B,B,B,"The anode in an Röntgen tube is cooled for the purpose of:

A) Generating X-rays.

B) Extending its lifespan.

C) Generating an electron beam.

D) Making it rotate.","يتم تبريد المصعد في انبوبة رونتجن بهدف :
A) توليد الأشعة السينية.
B) إطالة عمره.
C) توليد عمامة الكترونية.
D) جعله يدور .",
