id,model,quadrant,en_correct,ar_correct,ground_truth,prediction_english,prediction_arabic,input_english,input_arabic,Level
3597,ALLaM 7B,both_correct,1,1,A,A,A,"أي العبارات التالية التي تصف اعتلال الشبكية السكري صحيحة:
A) قد يتسبب في انفصال الشبكية الشدي
B) النتحات اللينة هي توضعات من الكوليسترول
C) تعتبر أمهات الدم الدقيقة من العلامات على الدخول في المرحلة التكاثرية
D) لا تنخفض حدة الرؤية في النمط غير التكاثري
E) كل ما سبق صحيح","Which of the following statements describes diabetic retinopathy correctly?
A) It may cause traction retinal detachment.
B) Soft exudates are cholesterol deposits.
C) Microaneurysms are a sign of entering the proliferative phase.
D) Visual acuity does not decrease in the non-proliferative form.
E) All of the above are correct.",
1216,ALLaM 7B,both_correct,1,1,E,E,E,"من مضادات استطباب الحصار المحوري العصبي:
A) A. رفض المريض
B) B. الاعتلالات النزفية
C) C. نقص الحجم الشديد
D) D. الانتان موضع إجراء الحصار
E) E. كل ما سبق صح","Contraindications for axonal block include:
A) Patient refusal
B) Hemorrhagic disorders
C) Severe hypovolemia
D) Infection at the block site
E) All of the above",
1179,ALLaM 7B,both_correct,1,1,C,C,C,"منطقة في الشبكية تحوي أوعية صغيرة تتفرع ضمن طبقة الألياف العصبية لتغذية خلايا الشبكية:
A) fovea centralis
B) eyelids
C) blind spot
D) apparatus","A region in the retina containing small blood vessels that branch within the nerve fiber layer to nourish retinal cells:
A) fovea centralis
B) eyelids
C) blind spot
D) apparatus",
1588,ALLaM 7B,both_correct,1,1,C,C,C,"تورث المتقدرات وصبغياتها جمعيا من:
A) الاب
B) الاب والام معا
C) الام
D) جميع ما ذكر خطأ","Mitochondria and their chromosomes are all inherited from:
A) The father
B) Both father and mother
C) The mother
D) All of the above are incorrect",
2335,ALLaM 7B,both_correct,1,1,B,B,B,"عندما تنتقل الموجة الصوتية من وسط ممانعته كبيرة إلى وسط ممانعته أصغر فإن الموجة الصوتية ……… من الناظم:
A) تبتعد
B) تقترب
C) A أو B
D) كل ما سبق خاطئ","When a sound wave travels from a medium of high impedance to a medium of low impedance, the sound wave ……… of the normal:
A) moves away
B) approaches
C) A or B
D) All of the above are incorrect",
2397,ALLaM 7B,both_correct,1,1,A,A,A,"أي هذه الجزيئات تبدي تصاوغا ضوئيا:
A) CHBrCIF
B) CHBr2F
C) CHCIF2
D) CH2CIF","Which of these molecules exhibits photoisomerism?
A) CHBrCIF
B) CHBr2F
C) CHCIF2
D) CH2CIF",
4039,ALLaM 7B,both_correct,1,1,A,A,A,"فى عمليه البلعمه كل مما يلى صحيح عدا
A) تزداد بوجود عامل المنتمة C4
B) يساعد السطح الخشن على حدوثها
C) تبلعم البالعات اكثر من 100 جرثوم
D) تبللعم المعتدلات حتى 25 جرثوم
E) تحوى البالعات على انزيم الليباز","In the process of phagocytosis, all of the following are true except:

A) Phagocytosis increases in the presence of the ligand C4
B) A rough surface helps it occur
C) Phagocytes phagocytose more than 100 bacteria
D) Neutrophils phagocytose up to 25 bacteria
E) Phagocytes contain the enzyme lipase",
4563,ALLaM 7B,both_correct,1,1,D,D,D,"من طرائق جمع البيانات الكيفية:
A) المجموعات البؤرية
B) المقابلات المعمقة
C) الملاحظة
D) كل ما ذكر صحيح","Qualitative data collection methods include:
A) Focus groups
B) In-depth interviews
C) Observation
D) All of the above",
1152,ALLaM 7B,both_correct,1,1,C,C,C,"تقوم بإفراز الميلاتونين:
A) الخلايا الكوكبية.
B) الخلايا الدبقية.
C) الخاليا الصنوبرية.
D) a+c","Melatonin is secreted by:

A) Planetary cells.

B) Glial cells.

C) Pineal cells.

D) a+c",
4353,ALLaM 7B,both_correct,1,1,D,D,D,"كل ما يلي من وظائف الكلية عدا
A) المحافظة علي ضغط الدم
B) التوازن الشاردي والحلولي لسوائل الجسم
C) المحافظة علي توازن كلس الدم
D) تعمل كجهاز مناعة","All of the following are functions of the kidney EXCEPT:

A) Maintaining blood pressure
B) Maintaining electrolyte and osmotic balance of body fluids
C) Maintaining blood calcium balance
D) Acting as an immune system",
223,ALLaM 7B,both_correct,1,1,B,B,B,"الظنبوب (الخاطئة):
A) يتمفصل مع لقمتي الفخذ ورأس الشظية في الأعلى.
B) يوجد على الجانب الانسي للقمة الأنسية سطح مفصلي للتمفصل مع رأس عظم الشظية.
C) تتبارز النهاية السفلية نحو الأسفل في الجانب الأنسي لتشكيل الكعب الأنسي.
D) ينفصل السطحان المفصليان للقمتي الظنبوب عن بعضهما بالباحثين بين اللقمتين الأمامية والخليفة .","The tibia (false):

A) It articulates superiorly with the femoral condyles and the head of the fibula.

B) On the medial side of the medial condyle is an articular surface for articulation with the head of the fibula.

C) The inferior end protrudes inferiorly on the medial side to form the medial malleolus.

D) The articular surfaces of the tibia condyles are separated by the intercondylar ridges.",
682,ALLaM 7B,both_correct,1,1,B,B,B,"الخلايا الشحمية قادرة على تصنيع Fatty acids من الغلوكوز وهي عملية تتسرع بتأثير:
A) الغلوكاغون
B) الأنسولين
C) الباراثورمون
D) الثيروكسين
E) الثالث والرابع.","Fat cells are capable of synthesizing fatty acids from glucose, a process accelerated by the influence of:
A) Glucagon
B) Insulin
C) Parathyroid hormone
D) Thyroxine
E) 3 and 4.",
4757,ALLaM 7B,both_correct,1,1,A,A,A,"يمكن التحكم بالخطأ الأعظمي ع بتغيير:
A) حجم العينة
B) التباين
C) الانحراف
D) B + C","The maximum error can be controlled by changing:
A) Sample size
B) Variance
C) Skewness
D) B + C",
593,ALLaM 7B,both_correct,1,1,B,B,B,"عضلات طويلة تربط الفقرات مع بعضها :
A) عضلات جدار البطن الأمامي
B) عضلات العمود الفقري
C) عضلات الصدر السطحية
D) عضلات الصدر العميقة","Long muscles that connect the vertebrae: A) Anterior abdominal wall muscles
B) Spinal muscles
C) Superficial pectoral muscles
D) Deep pectoral muscles",
3579,ALLaM 7B,both_correct,1,1,E,E,E,"ما يلي يفيد في تشخيص الجحوظ :
A) قصة سريرية واضحة ودقيقة
B) الأشعة السينية مع حقن الأوعية الظليلة
C) التصوير الطبقي المحوري
D) الرنين المغناطيسي
E) كل ما سبق صحيح","The following are helpful in diagnosing exophthalmos:
A) A clear and accurate clinical history
B) X-ray with contrast injection
C) Computed tomography (CT) scan
D) Magnetic resonance imaging (MRI)
E) All of the above",
2340,ALLaM 7B,both_correct,1,1,D,D,D,"ماهي طبيعة الاشعة السينية :
A) اشعة مهبطية
B) شكل من اشكال الضوء المرئي
C) جسيمات مشحونة
D) اشعاعات كهر طيسية","What is the nature of X-rays?

A) Cathode rays

B) A form of visible light

C) Charged particles

D) Electromagnetic radiation",
3747,ALLaM 7B,both_correct,1,1,C,C,C,"المركب ديمركابرول بملك تأثير:
A) مرخي للعضلات الهيكلية.
B) خافض للضغط.
C) لاقط لعنصر الرصاص .
D) موسع للقصبات.
E) موسع للأوعية الدماغية.","The compound dimercaprol has the following effects:

A) Skeletal muscle relaxant.

B) Antihypertensive.

C) Lead chelator.

D) Bronchodilator.

E) Cerebral vasodilator.",
4504,ALLaM 7B,both_correct,1,1,C,C,C,"ليست من الإحصاءات الروتينية المهمة للمشفى:
A) العدد الإجمالي لأيام المريض في المشفى
B) الإحصاء اليومي الرسمي
C) العدد الإجمالي لسكان المنطقة
D) العدد الإجمالي لوفيات الأمهات والأجنة وللولدان الأحياء","Which of the following are not routine hospital statistics?

A) Total number of days a patient spent in the hospital
B) Official daily statistics
C) Total population of the region
D) Total number of maternal, fetal, and neonatal deaths",
2657,ALLaM 7B,both_correct,1,1,A,A,A,"يعتمد MPI على مبدأ :
A) أن العضلة القلبية المريضة تتلقى تدفقا دمويا أقل من العضلة السليمة في حالة الإجهاد
B) أن العضلة القلبية المريضة تتلقى تدفقا دمويا أكثر من العضلة السليمة في حالة الإجهاد
C) تقسيم تدفق الدم في الدماغ
D) A,C","MPI is based on the principle that:
A) A diseased heart muscle receives less blood flow than a healthy heart muscle under stress
B) A diseased heart muscle receives more blood flow than a healthy heart muscle under stress
C) Division of blood flow in the brain
D) A,C",
104,ALLaM 7B,both_correct,1,1,A,A,A,"إحدى العضلات التالية تربط الزنار الكتفي بالرأس :
A) شبه المنحرفة.
B) المدورة الكبيرة.
C) العريضة الظهرية.
D) المعينية الكبيرة.","Which of the following muscles connects the scapular girdle to the head?

A) Trapezius.

B) Teres major.

C) Latissimus dorsi.

D) Rhombus major.",
2010,ALLaM 7B,both_correct,1,1,B,B,B,"السائل ذو السعة الحرارية الأعلى
A) الزيت
B) الماء
C) الغول
D) لا شيء مما سبق","The liquid with the highest heat capacity:
A) Oil
B) Water
C) Alcohol
D) None of the above",
573,ALLaM 7B,both_correct,1,1,B,B,B,"avascular tissue
A) Adipose tissue
B) Cartilage
C) Bone
D) Fibrous connective tissue
E) Cartilage + bone","avascular tissue
A) Adipose tissue
B) Cartilage
C) Bone
D) Fibrous connective tissue
E) Cartilage + bone",
3599,ALLaM 7B,both_correct,1,1,C,C,C,"تشاهد حلقة كاي زر- فليشر عند المرضى المصابين ب :
A) الزهري
B) الإيدز
C) داء ويلسون
D) عوز فيتامين A
E) الحلأ النطاقي","The Kay-Zerlech ring is seen in patients with:
A) Syphilis
B) AIDS
C) Wilson's disease
D) Vitamin A deficiency
E) Herpes zoster",
2979,ALLaM 7B,both_correct,1,1,A,A,A,"تستخدم في الطب النووي عند المعالجة عن بعد حزمة فوتونية من أشعة X عالية الطاقة نظراً لتمتعها بـ:
A) قدرة اختراق عالية تسمح بتدمير الأورام السطحية والعميقة .
B) قدرة اختراق منخفضة تسمح بتدمير الأورام السطحية فقط .
C) خواص علاجية وتشخيصية .
D) خواص غير هجومية .","In nuclear medicine, a high-energy X-ray photon beam is used for remote treatment due to its:

A) High penetrating power, allowing for the destruction of both superficial and deep tumors.

B) Low penetrating power, allowing for the destruction of only superficial tumors.

C) Therapeutic and diagnostic properties.

D) Non-invasive properties.",
1980,ALLaM 7B,both_correct,1,1,B,B,B,"يتميز الانقلاب المحيط للمركز inversion Pericentric بما يلي:
A) يؤدي إلى ضياع الصبغي الحقاَ.
B) يكون شاملا للقسيم المركزي.
C) ال يتسبب بأي ضرر.
D) الأعراس الناتجة سليمة.","Pericentric inversion is characterized by the following:

A) It results in the loss of the chromosome.

B) It involves the entire centromere.

C) It does not cause any damage.

D) The resulting gametes are intact.",
2319,ALLaM 7B,both_correct,1,1,D,D,D,"ترتبط شدة الموحة الصوتية في وسط معين في:
A) ضغط الموحة الصوتية
B) السرعة الإهتزازية لجزيئات الوسط
C) ممانعة الوسط الصوتية
D) كل ما سبق صحيح","The intensity of a sound wave in a given medium is related to:
A) Sound wave pressure
B) Vibrational velocity of the medium's particles
C) Acoustic impedance of the medium
D) All of the above",
2966,ALLaM 7B,both_correct,1,1,D,D,D,"القاعدتان اللتان تتحكمان بجريان المائع المثالي هما:
A) معادلة الاستمرارية
B) معادلة برنولي
C) معادله أرخميدس
D) A, B","The two principles that govern the flow of an ideal fluid are:
A) The continuity equation
B) Bernoulli's equation
C) Archimedes' equation
D) A, B",
1583,ALLaM 7B,both_correct,1,1,C,C,C,"البروتين الشحمي HDL:
A) يحتوي على نسبة مرتفعة من الشحوم الثلاثية.
B) يحتوي على الصميم 100 -- apoB.
C) يتشكل في الكبد والأمعاء.
D) يحتوي على نسبة منخفضة من البروتينات.","HDL lipoprotein:

A) Contains a high percentage of triglycerides.

B) Contains apolipoprotein B100.

C) It is formed in the liver and intestines.

D) It contains a low percentage of protein.",
3158,ALLaM 7B,both_correct,1,1,B,B,B,"مريض عمره 24 سنة راجعت بطفح جلدي مؤلم على الساقين وصورة الصدر أظهرت ضخامة في السرتين ماهو التشخيص الأكثر احتمالاً
A) تليف رئة ذاتي.
B) غرناوية.
C) Hypersensitivity
D) Lymphangioleiomyomatosis
E) سل دخني.","A 24-year-old male patient presented with a painful rash on his legs and a chest X-ray showing bicornuate hypertrophy. What is the most likely diagnosis?

A) Idiopathic pulmonary fibrosis.

B) Sarcoidosis.

C) Hypersensitivity

D) Lymphangioleiomyomatosis

E) Miliary tuberculosis.",
1601,ALLaM 7B,both_correct,1,1,A,A,A,"كل ما يلي حول السرطانة الكبدية صحيح ما عدا :
A) تحدث السرطانة الأولية الكبدية بشكل أساسي في الإناث.
B) في ٨٠٪ من الحالات يوجد أحد أنواع تشمع الكبد.
C) قد تصادف بشكل كبير في حالات الصباغ الدموي.
D) قد تصادف بشكل كبير في حالات التشمع الكحولي.","All of the following about liver cancer are true except:

A) Primary liver cancer occurs mainly in females.

B) In 80% of cases, there is some type of cirrhosis.

C) It is frequently encountered in cases of hemochromatosis.

D) It is frequently encountered in cases of alcoholic cirrhosis.",
3061,ALLaM 7B,both_correct,1,1,C,C,C,"تدعى كريات السيليس النانوية ذات الأقطار nm 100والمغلفة بغشاء من الذهب نقاط كمومية وبتعريضها لطول موجة ليزر مناسب تتولد على سطحها أمواج كثافة إلكترونية ترفع درجة حرارته إلى 45C° وبدأ يتم إتلاف الخلايا المريضة تدعى هذه الأمواج:
A) أمواج بالفسفرة .
B) أمواج بالفلورة .
C) أمواج بلازمونية .
D) كافة الإجابات خاطئة .","Silica nanoparticles, 100 nm in diameter and coated with a gold film, are called quantum dots. When exposed to a suitable laser wavelength, electron density waves are generated on their surface, raising their temperature to 45°C and causing the destruction of diseased cells. These waves are called:
A) Phosphorescence waves.

B) Fluorescence waves.

C) Plasmon waves.

D) All answers are incorrect.",
2999,ALLaM 7B,both_correct,1,1,A,A,A,"تفاعل اشعاع الليزر مع النسج لا يحدث إلا عندما:
A) تمتصه النسج .
B) تعكسه .
C) تنثره .
D) تمرره .","Laser radiation interacts with tissue only when:
A) it is absorbed by the tissue.

B) it is reflected.

C) it is scattered.

D) it is transmitted.",
4572,ALLaM 7B,both_correct,1,1,C,C,C,"المنظمة التى وضعت تصنيف دولي للأمراض .
A) اليونيسيف .
B) الاونروا .
C) منظمة الصحة العالمية .
D) صندوق النقد الدولي.","The organization that developed the International Classification of Diseases (ICD):

A) UNICEF

B) UNRWA

C) World Health Organization

D) International Monetary Fund",
2599,ALLaM 7B,both_correct,1,1,A,A,A,"الأمواج التي تستخدم في تفتيت الحصى هي :
A) الأمواج فوق الصوتية
B) الأمواج الصوتية
C) الأمواج تحت الصوتية
D) كل ما سبق خاطئ","The waves used to break up kidney stones are:
A) Ultrasonic waves
B) Sound waves
C) Infrasonic waves
D) All of the above are incorrect",
1292,ALLaM 7B,both_correct,1,1,A,A,A,"كل ما يلي عن صفات بروتين الكولاجين صحيح عدا:
A) يكثر في بنيته وجود الأرجينين
B) يتحمل قوة شد كبيرة جدا
C) ذو بنية حلزونية ثلاثية تشبه الحبل
D) يشكل حوالي ثلث كتلة البروتين الإجمالي في الجسم","All of the following about the properties of collagen protein are true except:
A) It has a high arginine content
B) It can withstand very high tensile strength
C) It has a triple-helix structure similar to a rope
D) It makes up about one-third of the total protein mass in the body",
770,ALLaM 7B,both_correct,1,1,C,C,C,"من وظائف الحنجرة ماعدا :
A) حماية الطرق الهوائية عند البلع .
B) التصويت
C) التنفس
D) عدم إغلاق الطرق الهوائية","Which of the following functions of the larynx is NOT:

A) Protecting the airways during swallowing.

B) Vocalization
C) Respiration
D) Preventing airway obstruction",
3812,ALLaM 7B,both_correct,1,1,A,A,A,"يمكن للطبيب القيام بغسل المعدة قبل امتصاص مواد سامة :
A) في معدة فارغة
B) نتيجة لصغر الحجم المعدة
C) بسبب فقدان سمية هذه المواد بتأثير الحمض المعدي
D) كل ما سبق صحيح","A doctor can perform gastric lavage before toxic substances are absorbed:
A) On an empty stomach
B) Due to the small size of the stomach
C) Because these substances lose their toxicity due to the action of gastric acid
D) All of the above are true",
4227,ALLaM 7B,both_correct,1,1,A,A,A,"كل ما يلي صحيح عن الكرياتينين ماعدا:
A) ينتج بشكل غير محدود في الجسم.
B) زيادة تركيزه في الدم مؤشر على ضعف عمل الكليتين.
C) يتم ترشيحه خارج الجسم.
D) ينتج عن استقلاب فسفات كرياتين العضلات.","All of the following are true about creatinine EXCEPT:

A) It is produced indefinitely in the body.

B) Elevated blood creatinine levels indicate impaired kidney function.

C) It is filtered from the body.

D) It is produced from the metabolism of muscle creatine phosphate.",
1756,ALLaM 7B,both_correct,1,1,D,D,D,"التحوير الوراثي هو:
A) NORTHERN.
B) .WESTERN
C) SOUTHERN .
D) استبدال جين.","Genetic modification is:
A) Northern

B) Western

C) Southern

D) Gene replacement",
3150,ALLaM 7B,both_correct,1,1,B,B,B,"يعود طور الهضبة في كمون عمل الليف العضلي القلبي إلى انفتاح أقنية:
A) الصوديوم.
B) الكالسيوم.
C) البوتاسيوم.
D) الكلور.","The plateau phase in cardiac muscle fiber action potential is due to the opening of the channels for:
A) sodium.

B) calcium.

C) potassium.

D) chloride.",
1498,ALLaM 7B,both_correct,1,1,D,D,D,"في الطفرات المحايدة: (الخطأ)
A) يتغير الأساس الأزوتي
B) يتغير الرامز Codon
C) يتغير الحمض الأميني
D) لا يتغير البروتين","In neutral mutations: (Incorrect)
A) The nitrogenous base changes
B) The codon changes
C) The amino acid changes
D) The protein does not change",
4302,ALLaM 7B,both_correct,1,1,D,D,D,"من أسباب حدوث الانتان البولي :
A) الامساك المزمن
B) انسداد المسالك البولية.
C) ضغط الرحم على الحالب اثناء الحمل.
D) كل ما سبق صحيح.","Some causes of urinary tract infections include:
A) Chronic constipation
B) Urinary tract obstruction

C) Pressure of the uterus on the ureters during pregnancy

D) All of the above are true.",
2732,ALLaM 7B,both_correct,1,1,B,B,B,"يمثل الاضطراب الحالة :
A) المتقدمة الجريان المستقر
B) الحدية للجريان المستقر
C) الحدية للجريان غير المستقر
D) المتقدمة للجريان غير المستقر","The disturbance represents the state of:
A) Advanced steady-state flow
B) Borderline steady-state flow
C) Borderline unsteady-state flow
D) Advanced unsteady-state flow",
4677,ALLaM 7B,both_correct,1,1,A,A,A,"إن جمع البيانات وتنظيمها وتوصيفها وتبويبها وتلخيصها موجود في الإحصاء:
A) الوصفي
B) الاستنتاجي
C) الاستدلالي
D) A+B","The collection, organization, description, classification, and summarization of data are found in statistics:
A) Descriptive
B) Inferential
C) Deductive
D) A+B",
4635,ALLaM 7B,both_correct,1,1,B,B,B,"يكون حجم العينة المناسب لتقدير بثقة 95% وبخطأ لا يتجاوز(1) وبتباين (2500) علماً بأن Z 0.975=1.96 هو:
A) n>9500
B) n>9604
C) n>98
D) n>100","The appropriate sample size for estimating with 95% confidence, error not exceeding (1), and a variance of (2500), given that Z = 1.96 = 0.975, is:
A) n > 9500
B) n > 9604
C) n > 98
D) n > 100",
3071,ALLaM 7B,both_correct,1,1,A,A,A,"عند مريض رض الرأس ولديه فصل دماغ يكون سلم غلاسكو لديه
A) 3
B) 4
C) 5
D) 6
E) 7","In a patient with a head injury and brain detachment, the Glasgow Coma Scale has:
A) 3
B) 4
C) 5
D) 6
E) 7",
4452,ALLaM 7B,both_correct,1,1,A,A,A,"يزداد نتاج القلب بزيادة كل مما يلي ما عدا:
A) وزن الدم الجائل.
B) العود الوريدي.
C) التقلص الأذيني.
D) معدل دقات القلب.","Cardiac output increases with increases in all of the following except:
A) Circulating blood weight.

B) Venous return.

C) Atrial contraction.

D) Heart rate.",
2185,ALLaM 7B,both_correct,1,1,C,C,C,"كل ما يلي صحيح عن رموز الشجرة الوراثية ما عدا:
A) المربع يرمز للذكر.
B) الدائرة ترمز للأنثى.
C) المثلث يرمز للإجهاض المحرض.
D) المعين يعني أن الفرد غير محدد الجنس.","All of the following are true about the symbols in the genetic tree except:
A) The square represents male.

B) The circle represents female.

C) The triangle represents induced abortion.

D) The rhombus means the individual is of indeterminate sex.",
612,ALLaM 7B,both_correct,1,1,C,C,C,"أقسام البلعوم ما عدا:
A) الأنفي
B) الفموي
C) المريني
D) الحنجري","All sections of the pharynx except:
A) Nasal
B) Oral
C) Erythraeum
D) Laryngeal",
1436,ALLaM 7B,both_correct,1,1,C,C,C,"تحدث الوفاة لدى مرض التلاسيميا بسبب:
A) انحلال الدم
B) تراكم الخضاب الجيني
C) تراكم الحديد
D) الندب الألمية الشديدة والمتكررة","Death in thalassemia is caused by:
A) Hemolysis
B) Accumulation of genomic hemoglobin
C) Iron overload
D) Severe and recurrent painful scarring",
1299,ALLaM 7B,both_correct,1,1,B,B,B,"روابط الفوسفو دي استر:
A) تتشكل بين النوكليوتيدات المتقابلة على طاقي الدنا
B) تتشكل نتيجة ارتباط زمرة الفوسفات على النهاية 5 من النوكليوتيد التالي مع زمرة الهدروكسيل على النهاية 3 من النوكليوتيد الأول
C) تتشكل نتيجة ارتباط زمرة الهدروكسيل على النهاية 5 من النوكليوتيد الأول مع زمرة فوسفات على النهاية 3 من النوكليوتيد التالي
D) تتكون بشكل رئيسي بين الاسس الازوتية للنوكليوتيدات","Phosphodiester bonds:

A) They form between complementary nucleotides on the DNA strand.

B) They form as a result of the phosphate group at the 5' end of the following nucleotide pairing with the hydroxyl group at the 3' end of the first nucleotide.

C) They form as a result of the hydroxyl group at the 5' end of the first nucleotide pairing with the phosphate group at the 3' end of the following nucleotide.

D) They form mainly between the nitrogenous bases of nucleotides.",
4808,ALLaM 7B,both_correct,1,1,A,A,A,"في المتغيرات العشوائية المنفصلة تكون فيها المتغيرات:
A) أعداد صحيحة
B) أعداد حقيقية
C) أعداد عقدية
D) أعداد عشرية","In discrete random variables, the variables are:
A) Integers
B) Real numbers
C) Complex numbers
D) Decimal numbers",
2375,ALLaM 7B,both_correct,1,1,B,B,B,"يولد المسح في ال BOLD منحنيات استجابة همودينيكية اكثر من دون إضافة معلومات تزيد كثيرا ما على يعطيه TR اعلى في حالة :
A) TRاقل من ثانية او ثانيتين
B) TRاكبر من ثانية
C) TRاقل من ثلاث ثوان
D) كل ما سبق صحيح","Scanning in BOLD generates more hemodynamic response curves without adding much more information than it gives. A higher TR is obtained when:
A) TR is less than 1 or 2 seconds
B) TR is greater than 1 second
C) TR is less than 3 seconds
D) All of the above are true",
