id,input,prediction,ground_truth,judge_label
,ما اسم الطبقة من السحايا التي تغطي الجيوب الوريدية؟,العمود الفقري,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,الألياف piramidial,A,Correct
,ما الذي تشكله البصلة عندما تتمادى في الأمام في جسم القضيب؟,الجسم الإحليل,B,Incorrect
,ما هي أكبر غدد الجسم؟,الكلية,A,Incorrect
,ما هي الشرايين الخمسة التي يتفرع إليها الشريان الكلوي؟,الشرايين five segmental,A,Incorrect
,بماذا ينتهي الشريان الوجهي؟,الوريد الوجهي,C,Incorrect
,ما هي طبقة لب السن الأكثر عمقا والأقرب لجوهر اللب؟,اللب الرخو,B,Incorrect
,أين تقع فوهة مصب الجيب الأكليلي؟,الثني الناصي,C,Incorrect
,ما هي الزاوية الأمامية السفلية للعظم الجداري؟,الشق الصدري الأول,B,Incorrect
,أي عصب هو المحرك لعضلات اللسان؟,العصب تحت اللساني,C,Correct
,ما هو البروز العظمي الذي يحتوي عليه الوجه الداخلي لفرع الفك السفلي؟,الخط المائل,C,Incorrect
,ما هي المواد التي تفرزها الغدد استجابة للتنبيه وترحل عبر الدم؟,هرمونات,B,Correct
,ما هي الزاوية بين قبضة وجسم القص؟,90 درجة,A,Incorrect
,من أين يخرج العصب الفكي العلوي من الجمجمة؟,الفوهة الدورانية العليا,C,Incorrect
,ما الذي يحدد المنصف العلوي جانبياً؟,البلعوم,A,Incorrect
,ما هما الممران اللذان يمر عبرهما الهواء إلى جوف الأنف؟,الممران الأنفي الفموي,B,Incorrect
,أين ترتكز العضلة العريضة الظهرية؟,الخطmedium sacral,A,Incorrect
,ما هو القولون الذي يمتد بشكل أفقي؟,القولون المستعرض,C,Correct
,كم عدد القطع العصعصية في النخاع الشوكي؟,15,D,Incorrect
,ما الطبقة التي تمثلها العضلة الدافعة في المثانة؟,الطبقة العضلية,B,Incorrect
,ما هي الخلايا التي توجد في الجلد وتعمل كمستقبلات آلية حسية؟,الخلايا الميرينية,B,Incorrect
,ما اسم الكرة الصغيرة فوق قمة الغضروف؟,العضلة الأيوس,B,Incorrect
,أين لا توجد الغدد الزهمية؟,الشفاه,A,Incorrect
,ما هو العصب المسؤول عن حركات عضلات الوجه التعبيرية؟,العصب الوجهي,A,Correct
,ما هي الزاوية الخلفية السفلية في العظم الجداري؟,المنطقة الماسائية,A,Incorrect
,ما هو الاسم الآخر لفرع الفك السفلي؟,الفرع الشدقي,C,Incorrect
,ماذا يفعل الرباط المتصالب الأمامي؟,يحد من الدوران الداخلي والتمدد الداخلي,C,Incorrect
,ما هي الثقبة التي يعبر من خلالها العصب الوجهي؟,الثقبة stylomastoid,A,Correct
,ماذا تفرز خلايا بيتا في البنكرياس؟,إنسولين,B,Correct
,ما هو التامور الخارجي الذي لا يرتبط بالقلب؟,تامور خارجي غير مرتبط بالقلب,A,Incorrect
,ما هو القسم من الضلع الواقع بين الرأس والحديبة؟,الرقبة,C,Correct
,مع أي عظم يتمفصل الظنبوب في الأسفل؟,الطرقص,C,Correct
,أي من العضلات العميقة التالية للمثلث الخلفي للعنق ترتبط بحدبة الأطلس الخلفية؟,العضلة المستعرضة العليا,A,Incorrect
,ما هو التركيب الذي يتصل بالخلف مع البلعوم الفموي عبر برزخ الحلق؟,البلعوم,C,Incorrect
,ما هي البنية التي تغطي السطوح الأمامي والإنسي والوحشي للخصية؟,الطبقة الباطنية,C,Incorrect
,أين يقع موقع الغدة الدرقية؟,الرقبة,A,Correct
,أين تتوضع مستقبلات الشم؟,الغشاء المخاطي في التجويف الأنفي,C,Correct
,ما هي طبيعة هرمونات الغدة النخامية؟,بروتينية,B,Correct
,ما هو مفصل المرفق؟,مفصل ثلاثي,A,Incorrect
,ما هو المكان الذي تنشأ منه العضلة المدورة الكبيرة بشكل أساسي؟,الحواف الخارجية للحوض,A,Incorrect
,أين يتوضع الأبهر النازل البطني؟,خلف البطن,A,Incorrect
,ما الذي يجاور السطح العلوي لمثانة الرجل؟,الرحم والامعاء الغليظة,A,Incorrect
,ما هي عضلة الشهيق الرئيسية؟,الحوض,A,Incorrect
,ما هو ترتيب دخول التراكيب إلى سرة الكلية من الخلف للأمام؟,الوريد، الشريان، البيلة,C,Correct
,أين تشاهد التلمة الكعبرية للزند؟,الوجه الداخلي,C,Incorrect
,أين تتوضع الثقبة العوراء في اللسان؟,خلف الكلم الإنتهائي,A,Incorrect
,ما هو أطول أجزاء الأنبوب الهضمي؟,الامعاء الدقيقة,A,Correct
,ما هو ترتيب العضلات من الأعلى للأسفل على الناحية الخلفية للألية؟,العضلة اللفائفية - العضلة قطنية الصغرى - العضلة قطنية الكبرى,A,Incorrect
,ما هي الطبقة المبطنة للتامور الليفي؟,الطبقة البريتونية,B,Incorrect
,ما هو أطول أجزاء أنبوب الهضم؟,الSmall Intestine,B,Correct
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,هرمون الأنسولين,B,Correct
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,الرباط الحوضي,C,Incorrect
,ما هو لون لب الكظر؟,أصفر,A,Correct
,ما الذي يشكل معظم الكتلة العضلية للسان؟,العضلات الداخلية,A,Correct
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,حليمات ذوقية فطرية,A,Incorrect
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,العضلات الطويلة للعمود الفقري,B,Incorrect
,ما هو أضيق قسم في جذع الدماغ؟,الفتق,C,Incorrect
,أين يقع التلفيف خلف المركزي؟,الLOBUL,B,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,الباحة الجبهية قبل المركزية,A,Incorrect
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,حليمات ذوقية فطرية,A,Incorrect
,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟,العضلات الحوضية,A,Incorrect
,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟,الدماغ المتوسط,A,Incorrect
,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟,الزجاجية,B,Correct
,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟,الهلوسة,B,Incorrect
,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,عضلات تعبيرية,B,Correct
,ما هو مصدر التروية الرئيسية للمعدة؟,الشريان المعدي الأيسر,B,Correct
,ما هي أطول أجزاء أنبوب الهضم؟,الصائم,B,Correct
,من أين ينشأ الجذع الرئوي؟,البطين الأيمن,A,Correct
,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,المنعكس الإربية,B,Incorrect
,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,الظنبوب,A,Incorrect
,ما هي المنطقة المتوسطة من نواحي البطن؟,المنطقة الأُmbilical,C,Correct
,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,الثقب الأوري,B,Incorrect
,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,الحوض,A,Incorrect
,ماذا يحفز ACTH إفرازه؟,CRH,B,Incorrect
,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,الجزء الإسفنجي,A,Incorrect
,مما يتكون الزنار الحوضي؟,"الزنار الحوضي يتكون من:
- الزنار الحوضي العلوي (الزنار الحوضي الداخلي)
- الزنار الحوضي السفلي (الزنار الحوضي الخارجي)
- الرباط العاني الحوضي",A,Incorrect
,أين تقع الباحة الحركية الأولية؟,الفتق الجبهي السفلي,B,Incorrect
,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,العضلة الرباعية الفخذية,A,Incorrect
,أين تتوضع الغدة تحت الطية اللسانية؟,تحت اللسان,C,Incorrect
,أين يتوضع السرج التركي؟,في قاعدة الجمجمة,B,Correct
,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,الحديب,C,Incorrect
,كم عدد شدف النخاع الشوكي؟,ثلاثة,A,Incorrect
,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,العضلة الحنجارية posteriores,B,Correct
,ما يُدعى القسم العلوي المتسع من الحالب؟,اللبب,A,Incorrect
,أين توجد نقطة التعظم البدئية في لوح الكتف؟,الثلث العلوي من الحافة اللاصقة,B,Incorrect
,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,الشريان axillary,A,Correct
,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,الشريان الفكي السفلي,B,Incorrect
,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,القلسية,A,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,الجلد,B,Correct
,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,الدماغ الأمامي,A,Correct
,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,المنعطف الأكبر,C,Incorrect
,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,الجزء السفلي للشرايين الدماغية الخلفية,A,Incorrect
,أين يقع الثرب الصغير؟,في الفص الجداري الأيمن,A,Incorrect
,أين تقع صفيحة الأكيمات؟,الثلث الخلفي لللسان,A,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,الباحة الجبهية قبل المركزية,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,الألياف piramidial,A,Correct
,ما نوع المفصل الحلقي الطرجهالي؟,مفصل ثابت,B,Incorrect
,ما هو رقم العصب الحركي للعضلات الماضغة؟,خمس,B,Incorrect
,كم عدد فصيصات الخصية؟,250,A,Incorrect
,أين ترتكز العضلة الأخمعية الخلفية بوتر رقيق؟,الغضروف الدوار,A,Incorrect
,أين يتوضع الثلم المهمازي؟,على السطح السفلي لللسان,A,Incorrect
,ما هي المنطقة التي يقع بينها القسيم العضلي (sarcomere)؟,"الخط ز
(الخطات Z)",D,Correct
,ما الذي تنتجه الخلايا المجاورة للجريبات في الدرق؟,كولودين,C,Incorrect
,ما الذي تتحول إليه الوحيدات Monocytes بعد مغادرتها الدوران؟,خلايا متغصنة,A,Incorrect
,ما هو الشريان الذي ينتهي به الشريان الوجهي؟,الشريان اللامي,C,Incorrect
,أين يتوضع الثلم المهمازي؟,على السطح السفلي لللسان,A,Incorrect
,ما هو العصب القحفي الذي يحمل التعصيب نظير الودي للقلب؟,العصب المبهم الأيسر,C,Correct
,ما هي العضلة التي يمر العصب تحت اللساني في الناحية تحت الفك عميقاً منها؟,العضلة هالوكس,E,Incorrect
,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,التشريح المجهري,C,Incorrect
,ما هي العظام التي يتشكل منها مفصل الركبة؟,عظم الفخذ، عظم الساق، رضفة,A,Correct
,ما هي الحركة الخاصة بالساعد؟,دوران,A,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,الوريد البابي,B,Incorrect
,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,القلفة,A,Correct
,ما هي الانطباعات التي توجد على العظم الجداري؟,الانطباعات من الشرايين والوريد الصاجي,B,Incorrect
,ما هو العصب الحركي للعضلات الماضغة؟,العصب الماضغ,B,Incorrect
,أين يقع الشق الحجاجي السفلي؟,في جدار الحجاج السفلي,A,Correct
,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,الحبل الصوتي,B,Correct
,ما هي حركة الركبة للخلف بمستوى سهمي؟,انثني,A,Incorrect
,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,العصب الوجهي,A,Correct
,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,أعلى العظم الغربالي,C,Incorrect
,ما هو لون لب الكظر؟,أصفر,A,Correct
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,الخارجي,B,Incorrect
,ما هو لون لب الكظر؟,أصفر,A,Correct
,ما هي اللفافة التي تحيط بجسم القضيب؟,اللفافة السفنية,A,Incorrect
,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,العضلة الباسطة للسبابة,C,Incorrect
,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,الخلايا الكبدية حول الصمايد,B,Correct
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,العضلات الطويلة للعمود الفقري,B,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,القلفة,C,Correct
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,الشريان الأبهري,A,Incorrect
,متى ينشأ برزخ الأبهر؟,في الأسبوع الرابع,C,Incorrect
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,الشرايين القاصية السفلى,C,Incorrect
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,الألياف الشوكية,B,Incorrect
,ما هي ميزابة النبض بين أوتار العضلات؟,الرباط,A,Incorrect
,ما هو الوريد السطحي الذي يشكل الابطي؟,الازيج,A,Incorrect
,ماذا تفرز الخلايا ألفا في البنكرياس؟,غلوكاجون,A,Correct
,ما هو اسم أعمق الانخفاضات في الصيوان؟,الثقب الصمامي,A,Incorrect
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,زيادة كسر العظام,A,Incorrect
,ما الذي يمتد من المنخر حتى المنعر؟,الجهاز التنفسي,C,Incorrect
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,الثقب الفقري,C,Correct
,أين تتوضع الطية المخملة؟,الثلث السفلي من البطن,B,Incorrect
,ما هو الهرمون الذي يفرز PTH؟,الباراثورمون,A,Correct
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,هرمون الأنسولين,B,Correct
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,العضلات الرافعة للرقبة,C,Incorrect
,من أين يخرج العصب الوجهي من الجمجمة؟,الفتحة stylomastoid,A,Correct
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,العجز,B,Incorrect
,أين يدخل الحالبان المثانة؟,الثلاثية الحالبية,A,Incorrect
,ما هي الباحة المسؤولة عن حركات العين؟,الباحة الحركية للعين,D,Correct
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,الشريان الفقي,A,Incorrect
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,الوجه العلوي,B,Incorrect
,من أين يفرز الغلوكاغون؟,الخلايا ألفا في جزر لانغرهانز,B,Correct
,ما هي الطبقة المبطنة للتامور الليفي؟,الطبقة البريتونية,B,Incorrect
,ما هو معنى التوسع في نهاية الأسهر؟,توسع الأسهر النهائي,A,Correct
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,12,B,Correct
,من أين ينتج هرمون الأستروجين؟,المراض التائية,B,Incorrect
,ما هي الفروع الانتهائية للسباني الخارجي؟,الشرايين اللعابية والوجهية,C,Incorrect
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,الفرع الدارج من العصب الشوكي,B,Correct
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,الازوج الوريدي,C,Incorrect
,أين يتوضع العظم الكتفي؟,في الجزء العلوي من thorax,A,Incorrect
,ما هي المنطقة الأعمق في الغدة الكظرية؟,النخامية,A,Incorrect
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,الزائدة قبل المهاد,C,Incorrect
,ما الذي ينفتح على القرين الأنفي العلوي؟,الجيوب الأنفية الأمامية,A,Incorrect
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,الوريد الناصي,B,Incorrect
,أين تتوضع الاحدوبة الدالية في العضد؟,الوجه الخلفي,B,Incorrect
,ما هو أكبر الجيوب جانب الأنف؟,الجيوب الجبهية,A,Incorrect
,ما هو العصب المحرك لعضلات اللسان؟,العصب تحت اللسيني,C,Correct
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,الفرج,C,Incorrect
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,التمعدة,C,Incorrect
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,الشريان الأبهري,A,Incorrect
,ما هو تشكل الوريد المأبضي؟,تكوين الوريد المأبضي,A,Correct
,ما هي المنطقة الأعمق في قشر الكظر؟,القشرة الكظرية,C,Incorrect
,أين يقع التلم الوحشي؟,في الفص الصدفي,A,Incorrect
,أين يصب الوريد الكلوي؟,الوريد الأجوف السفلي,C,Correct
,أين ترتكز العضلة المدورة الصغيرة؟,الكتف,e,Incorrect
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,البلعوم السفلي,C,Correct
,كم عدد الأعصاب القحفية؟,12,B,Correct
,أين تتوضع نواة العصب العاشر؟,المدولة,B,Correct
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,اللسان,C,Incorrect
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,العصب vagus,B,Incorrect
,ما هو العظم الأضخم في هيكل القدم؟,الضرس,B,Incorrect
,أين يوجد النفير البلعومي السمعي؟,في جدار الفarynx الخلفي,C,Incorrect
,ما الذي يحد فتحة وينسلو من الأسفل؟,اللسان,B,Incorrect
,ما يُسمى الوجه الأمامي للوح الكتف؟,الوجه الأمامي,C,Incorrect
,ما هو الشريان الذي يروي القولون الصاعد؟,الشرية الكولونية اليمنى,C,Correct
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,القلفة,C,Correct
,ما يُدعى القسم العلوي المتسع من الحالب؟,اللبب,C,Incorrect
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,الفرج الصوتي,C,Correct
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,الليدية,A,Incorrect
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,الخلايا النجمية,B,Incorrect
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,المنطقة الفخذي الخلفية,B,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,الوريد البابي,B,Incorrect
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,الشريان المخي الأوسط,B,Correct
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,الفرج الصوتي,C,Correct
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,العصب الثلاثي التوائم,C,Correct
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,هرمون اللوتينيز,A,Correct
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,هرمون محفز الدرق,C,Correct
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,العقدة اللمفاوية العاجية,B,Incorrect
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,الثنية الباسطة,A,Incorrect
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,الزغابات,C,Incorrect
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,شعيرات دموية مجففة,B,Incorrect
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,الفرع الصاعد,B,Incorrect
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,الأعصاب,C,Incorrect
,من أين يخرج العصب الشوكي؟,من الثقب بين الفقرات,A,Correct
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,الألياف الباراسمبثاوية,B,Correct
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,البطين الثالث,C,Correct
,ما الذي يشغل الجزء العلوي من قبة القحف؟,الدماغ,A,Correct
,ما هو العصب الذي يعصب الغدة النكفية؟,العصب اللسفي,C,Incorrect
,من أين يخرج العصب تحت اللساني؟,الثقبة تحت اللسانية,A,Correct
,ما هي الخلايا البالعة الكبدية؟,خلايا كوبفر,C,Correct
,أين يصب الوريد الصافن الكبير (الأنسي)؟,الوريد الأجوف السفلي,A,Incorrect
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,الريان المحي,A,Incorrect
,ما تُدعى الردب بين عنق الرحم والمهبل؟,الردب المهبلي,C,Incorrect
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,T2,C,Correct
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,الرباط الحوضي,C,Incorrect
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,العضلة الإليوبسواس,C,Incorrect
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,الطبقة الوظيفية,A,Correct
,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,الأورطي,B,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,الجلد,B,Correct
,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,الشرايين الرئوية,A,Incorrect
,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,الشق السيلاوي,C,Incorrect
,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,الجوف الصخري,C,Incorrect
,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,إحساس بالألم,C,Correct
,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,خلايا إستر,B,Incorrect
,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,من البطين الأيمن,C,Correct
,ما هو العصب القحفي الثاني؟,العصب البصري,A,Correct
,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,الحوض,B,Incorrect
,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,الغضروف الحنكى,A,Incorrect
,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,مفصل السرج,A,Correct
,ما هو أكبر أعصاب الجسم؟,العصب السيني,D,Incorrect
,كم عدد العضلات بين العظمية الأخمصية؟,ثلاثة,A,Incorrect
,أين ينتهي الأبهر النازل؟,الفتق الأبهري,C,Incorrect
,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,المراكز الباسوية,A,Incorrect
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,الخارجي,B,Incorrect
,أين ينفتح الجيب الفكي؟,في التجويف الأنفي عبر الفوهة الفكية.,C,Correct
,ما هو أكبر أقسام المعثكلة؟,اللبّ,A,Incorrect
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,الحدقة، القزحية، الجسم الهلالي,A,Incorrect
,أين ترتكز العضلة الشظوية القصيرة؟,الضلع الثاني,A,Incorrect
,ما هي المنطقة في الحنجرة التي تشمل الطيتين الصوتيتين والمسافة بينهما؟,المنطقة الصوتية,A,Correct
,أين تقع الوهدة في البلعوم؟,البلعوم اللسوي,B,Incorrect
,ما هي الغدة التي تتوضع تحت الطية اللسانية؟,غدة سبلينال,C,Incorrect
,ما هو العصب الذي ينتقل عبره الحس غير العام (حس الذوق) من الثلث الأمامي للسان؟,العصب الوجهي,A,Correct
,ماذا يروي المساريقي العلوي؟,الثلث العلوي من المستقيم,A,Incorrect
,ما هي المنطقة الأعمق من قشر الكظر؟,القشرة الكظرية,C,Incorrect
,ما هي الفقرة التي تحتوي على ثقبة فقرية كبيرة ومثلثية الشكل؟,C2,A,Incorrect
,ما هو لون قشر الكظر؟,أصفر,C,Incorrect
