id,input,prediction,ground_truth,judge_label
,أين تقع المنطقة الشمية؟,الغشاء,A,Incorrect
,ما هو اسم الوسادة من النسيج الدهني فوق الارتفاق العاني؟,الخشاء,A,Incorrect
,أين يتوضع الكولون السيني؟,الجانب الأيسر,B,Correct
,ما هو القسم من العظم الجبهي الذي يفصل بين القسمين الحجاجيين من الخلف؟,ال septum,B,Incorrect
,ما هي الفروع الانتهائية للسبات الظاهر؟,الarteria palmaris,B,Incorrect
,أين يمر عصب الفك العلوي؟,الفتق,A,Incorrect
,ما هي النقطة التشريحية على الوجه السفلي لجسم العظم الوتدي؟,ال process,C,Incorrect
,ما اسم العظم الذي يتوضع كيس الدمع عليه؟,ال عظم ال جبهي,A,Incorrect
,من أين ينشأ الشريان السباتي المشترك الأيسر؟,ال قوس,A,Correct
,ما طول الأسهر؟,10 cm,A,Incorrect
,ما هو المكان الذي يعبر من خلاله الشريان السحائي الأوسط؟,ال sulcus of the sylvian,C,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,الغمد,C,Incorrect
,ما هي البنية التشريحية التي ترتكز على الحفرة المدورية؟,الغدة,A,Incorrect
,أين يتوضع الدرز الأكليلي؟,near the apex,A,Incorrect
,ماذا يفعل الرباط المتصالب الأمامي؟,يربط the anterior cruciate ligament the femur to the tibia,c,Correct
,ما العصب القحفي الذي يعبر الثقبة البيضية؟,الثال,C,Incorrect
,إلى أي قصبات تتفرع القصبات الفصية؟,القصبات,C,Incorrect
,أين توجد نوى الأعصاب القحفية من الثالث حتى الثاني عشر؟,الدماغ stem,C,Correct
,على ماذا يحتوي البلعوم الفموي من اللوزتين؟,tonsils,C,Incorrect
,على أي من وجوه الكبد يوجد مسكن المرارة؟,الوجه السفلي,C,Correct
,ما هو العصب القحفي الثاني؟,الoptic,A,Correct
,ما وظيفة العضلة تحت الكتفية؟,رفع,b,Incorrect
,أين تتوضع المشيمة في ارتكاز المشيمة المعيب؟,ال cervix,C,Correct
,ما اسم الطبقة من السحايا التي تغطي الجيوب الوريدية؟,العارة,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,الألياف الحسية,A,Incorrect
,ما الذي تشكله البصلة عندما تتمادى في الأمام في جسم القضيب؟,الغدة,B,Incorrect
,ما هي أكبر غدد الجسم؟,الكلية,A,Incorrect
,ما هي الشرايين الخمسة التي يتفرع إليها الشريان الكلوي؟,The renal artery branches into five arteries,A,Incorrect
,بماذا ينتهي الشريان الوجهي؟,artery facial,C,Incorrect
,ما هي طبقة لب السن الأكثر عمقا والأقرب لجوهر اللب؟,الطبقة,B,Incorrect
,أين تقع فوهة مصب الجيب الأكليلي؟,الثني,C,Incorrect
,ما هي الزاوية الأمامية السفلية للعظم الجداري؟,الزاوية squamos,B,Incorrect
,أي عصب هو المحرك لعضلات اللسان؟,الهيويد,C,Incorrect
,ما هو البروز العظمي الذي يحتوي عليه الوجه الداخلي لفرع الفك السفلي؟,ال process,C,Incorrect
,ما هي المواد التي تفرزها الغدد استجابة للتنبيه وترحل عبر الدم؟,هرمونات,B,Correct
,ما هي الزاوية بين قبضة وجسم القص؟,120,A,Incorrect
,من أين يخرج العصب الفكي العلوي من الجمجمة؟,الفتحة,C,Incorrect
,ما الذي يحدد المنصف العلوي جانبياً؟,الغضروف,A,Incorrect
,ما هما الممران اللذان يمر عبرهما الهواء إلى جوف الأنف؟,الجيوب,B,Incorrect
,أين ترتكز العضلة العريضة الظهرية؟,العمود,A,Incorrect
,ما هو القولون الذي يمتد بشكل أفقي؟,الcolon transversum,C,Correct
,كم عدد القطع العصعصية في النخاع الشوكي؟,31,D,Incorrect
,ما الطبقة التي تمثلها العضلة الدافعة في المثانة؟,العضلة,B,Incorrect
,ما هي الخلايا التي توجد في الجلد وتعمل كمستقبلات آلية حسية؟,Meissner corpuscles,B,Correct
,ما اسم الكرة الصغيرة فوق قمة الغضروف؟,ال process,B,Incorrect
,أين لا توجد الغدد الزهمية؟,الغشاء المخاطي,A,Incorrect
,ما هو العصب المسؤول عن حركات عضلات الوجه التعبيرية؟,الوجه,A,Incorrect
,ما هي الزاوية الخلفية السفلية في العظم الجداري؟,الزاوية mastoid,A,Incorrect
,ما هو الاسم الآخر لفرع الفك السفلي؟,الفرع,C,Incorrect
,ماذا يفعل الرباط المتصالب الأمامي؟,يربط the anterior cruciate ligament the femur to the tibia,C,Correct
,ما هي الثقبة التي يعبر من خلالها العصب الوجهي؟,الخيش,A,Incorrect
,ماذا تفرز خلايا بيتا في البنكرياس؟,Insulin,B,Correct
,ما هو التامور الخارجي الذي لا يرتبط بالقلب؟,الغشاء,A,Incorrect
,ما هو القسم من الضلع الواقع بين الرأس والحديبة؟,ال neck,C,Correct
,مع أي عظم يتمفصل الظنبوب في الأسفل؟,ال عظم الكعب,C,Incorrect
,أي من العضلات العميقة التالية للمثلث الخلفي للعنق ترتبط بحدبة الأطلس الخلفية؟,longus capitis,A,Incorrect
,ما هو التركيب الذي يتصل بالخلف مع البلعوم الفموي عبر برزخ الحلق؟,البلعوم,C,Incorrect
,ما هي البنية التي تغطي السطوح الأمامي والإنسي والوحشي للخصية؟,الجلد,C,Incorrect
,أين يقع موقع الغدة الدرقية؟,الرقبة,A,Correct
,أين تتوضع مستقبلات الشم؟,الغشاء المبطن,C,Incorrect
,ما هي طبيعة هرمونات الغدة النخامية؟,بروتين,B,Correct
,ما هو مفصل المرفق؟,مفصل الكوع,A,Correct
,ما هو المكان الذي تنشأ منه العضلة المدورة الكبيرة بشكل أساسي؟,العمود,A,Incorrect
,أين يتوضع الأبهر النازل البطني؟,below the diaphragm,A,Correct
,ما الذي يجاور السطح العلوي لمثانة الرجل؟,ال peritoneum,A,Incorrect
,ما هي عضلة الشهيق الرئيسية؟,العضة diaphragm,A,Correct
,ما هو ترتيب دخول التراكيب إلى سرة الكلية من الخلف للأمام؟,"الartery, vein, lymphatics, ureter",C,Incorrect
,أين تشاهد التلمة الكعبرية للزند؟,الظهر,C,Incorrect
,أين تتوضع الثقبة العوراء في اللسان؟,خارج the foramen cecum,A,Incorrect
,ما هو أطول أجزاء الأنبوب الهضمي؟,ال small intestine,A,Correct
,ما هو ترتيب العضلات من الأعلى للأسفل على الناحية الخلفية للألية؟,العضلات of the posterior compartment of the thigh,A,Incorrect
,ما هي الطبقة المبطنة للتامور الليفي؟,الطبقة المبطنة,B,Incorrect
,ما هو أطول أجزاء أنبوب الهضم؟,الأمعاء,B,Correct
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,Insulin,B,Correct
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,الرباط round,C,Incorrect
,ما هو لون لب الكظر؟,أصفر,A,Correct
,ما الذي يشكل معظم الكتلة العضلية للسان؟,العضلات,A,Incorrect
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,Fungiform,A,Incorrect
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,العضلات between the vertebrae,B,Incorrect
,ما هو أضيق قسم في جذع الدماغ؟,ال bridge,C,Incorrect
,أين يقع التلفيف خلف المركزي؟,الfrontal lobe,B,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,الباحة الحركية,A,Incorrect
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,Fungiform,A,Incorrect
,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟,العضلات of the abdominal wall,A,Incorrect
,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟,الدماغ,A,Incorrect
,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟,ال humor,B,Incorrect
,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟,ال hypothalamus,B,Correct
,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,العضلات of facial expression,B,Correct
,ما هو مصدر التروية الرئيسية للمعدة؟,الشرايين,B,Incorrect
,ما هي أطول أجزاء أنبوب الهضم؟,الأمعاء,B,Correct
,من أين ينشأ الجذع الرئوي؟,base of the right ventricle,A,Correct
,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,Reflex cremasteric,B,Correct
,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,ال عظم,A,Incorrect
,ما هي المنطقة المتوسطة من نواحي البطن؟,المنطقة,C,Incorrect
,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,ال صمام,B,Incorrect
,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,العمود الفقري,A,Incorrect
,ماذا يحفز ACTH إفرازه؟,CRH,B,Incorrect
,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,ال bulb,A,Correct
,مما يتكون الزنار الحوضي؟,العضلات,A,Incorrect
,أين تقع الباحة الحركية الأولية؟,الfrontal lobe,B,Correct
,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,العضلة quadriceps,A,Incorrect
,أين تتوضع الغدة تحت الطية اللسانية؟,under the tongue,C,Incorrect
,أين يتوضع السرج التركي؟,base of the brain,B,Incorrect
,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,ال neck,C,Incorrect
,كم عدد شدف النخاع الشوكي؟,Three,A,Incorrect
,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,العضة,B,Incorrect
,ما يُدعى القسم العلوي المتسع من الحالب؟,ال pelvis,A,Correct
,أين توجد نقطة التعظم البدئية في لوح الكتف؟,ال process,B,Incorrect
,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,الشرايين axillary,A,Correct
,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,ال شريان facial,B,Correct
,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,ال شريان subclavian,A,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,الجلد,B,Correct
,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,الدماغ,A,Correct
,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,المنع,C,Incorrect
,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,ال قوس الشريان,A,Incorrect
,أين يقع الثرب الصغير؟,near the base of the tongue,A,Incorrect
,أين تقع صفيحة الأكيمات؟,In the stomach,A,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,الباحة الحركية,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,الألياف الحسية,A,Incorrect
,ما نوع المفصل الحلقي الطرجهالي؟,مفصل ball-and-socket,B,Incorrect
,ما هو رقم العصب الحركي للعضلات الماضغة؟,V,B,Incorrect
,كم عدد فصيصات الخصية؟,250,A,Incorrect
,أين ترتكز العضلة الأخمعية الخلفية بوتر رقيق؟,الضلع,A,Incorrect
,أين يتوضع الثلم المهمازي؟,near the midline,A,Incorrect
,ما هي المنطقة التي يقع بينها القسيم العضلي (sarcomere)؟,Z lines,D,Correct
,ما الذي تنتجه الخلايا المجاورة للجريبات في الدرق؟,hormones,C,Incorrect
,ما الذي تتحول إليه الوحيدات Monocytes بعد مغادرتها الدوران؟,خلايا البلعم,A,Correct
,ما هو الشريان الذي ينتهي به الشريان الوجهي؟,الشرايين facial,C,Incorrect
,أين يتوضع الثلم المهمازي؟,near the midline,A,Incorrect
,ما هو العصب القحفي الذي يحمل التعصيب نظير الودي للقلب؟,العصب vagus,C,Correct
,ما هي العضلة التي يمر العصب تحت اللساني في الناحية تحت الفك عميقاً منها؟,العضلة الهيا,E,Incorrect
,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,الجهاز الهضم,C,Incorrect
,ما هي العظام التي يتشكل منها مفصل الركبة؟,"ال عظم الفخذ, the tibia, and the patella",A,Correct
,ما هي الحركة الخاصة بالساعد؟,الانحناء,A,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,الغدة,B,Incorrect
,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,الغشاء,A,Incorrect
,ما هي الانطباعات التي توجد على العظم الجداري؟,ال depressions,B,Incorrect
,ما هو العصب الحركي للعضلات الماضغة؟,العصب ثلاثي,B,Correct
,أين يقع الشق الحجاجي السفلي؟,الجوف,A,Incorrect
,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,البلعوم,B,Incorrect
,ما هي حركة الركبة للخلف بمستوى سهمي؟,الانثناء,A,Incorrect
,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,الوجه,A,Correct
,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,between the orbital and nasal cavities,C,Incorrect
,ما هو لون لب الكظر؟,أصفر,A,Correct
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,الوجه,B,Incorrect
,ما هو لون لب الكظر؟,أصفر,A,Correct
,ما هي اللفافة التي تحيط بجسم القضيب؟,الغمد,A,Correct
,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,العضلة longus,C,Incorrect
,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,الخلايا near the central vein,B,Correct
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,العضلات between the vertebrae,B,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,الغمد,C,Incorrect
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,ال aorta,A,Correct
,متى ينشأ برزخ الأبهر؟,During fetal development,C,Incorrect
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,الشرايين,C,Incorrect
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,الألياف association,B,Correct
,ما هي ميزابة النبض بين أوتار العضلات؟,التردد,A,Incorrect
,ما هو الوريد السطحي الذي يشكل الابطي؟,الوريد basilic,A,Correct
,ماذا تفرز الخلايا ألفا في البنكرياس؟,Insulin,A,Incorrect
,ما هو اسم أعمق الانخفاضات في الصيوان؟,الغدة,A,Incorrect
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,raising calcium,A,Correct
,ما الذي يمتد من المنخر حتى المنعر؟,الجيوب,C,Incorrect
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,ال opening,C,Incorrect
,أين تتوضع الطية المخملة؟,near the base of the tongue,B,Incorrect
,ما هو الهرمون الذي يفرز PTH؟,parathyroid hormone,A,Incorrect
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,Insulin,B,Correct
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,العضلات of the neck,C,Incorrect
,من أين يخرج العصب الوجهي من الجمجمة؟,الفتحة stylomastoid,A,Correct
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,العرق,B,Incorrect
,أين يدخل الحالبان المثانة؟,ال posterior wall,A,Incorrect
,ما هي الباحة المسؤولة عن حركات العين؟,الباحة الحركية,D,Incorrect
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,الوعاء subclavian,A,Incorrect
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,الوجه,B,Incorrect
,من أين يفرز الغلوكاغون؟,البنكرياس,B,Correct
,ما هي الطبقة المبطنة للتامور الليفي؟,الطبقة المبطنة,B,Incorrect
,ما هو معنى التوسع في نهاية الأسهر؟,تضخم,A,Incorrect
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,12,B,Correct
,من أين ينتج هرمون الأستروجين؟,الغدد التناسلية,B,Correct
,ما هي الفروع الانتهائية للسباني الخارجي؟,الarteria palmaris,C,Incorrect
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,العصب dorsal,B,Incorrect
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,الوريد,C,Incorrect
,أين يتوضع العظم الكتفي؟,في الكتف,A,Correct
,ما هي المنطقة الأعمق في الغدة الكظرية؟,ال medulla,A,Correct
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,الthalamus,C,Incorrect
,ما الذي ينفتح على القرين الأنفي العلوي؟,The sphenoidal sinus,A,Correct
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,العضل الدeltoid,B,Correct
,أين تتوضع الاحدوبة الدالية في العضد؟,الظهر,B,Incorrect
,ما هو أكبر الجيوب جانب الأنف؟,maxillary,A,Correct
,ما هو العصب المحرك لعضلات اللسان؟,الهيوغلوس,C,Incorrect
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,الغدة,C,Incorrect
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,ال pericardium,C,Correct
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,الشرايين السباتية,A,Incorrect
,ما هو تشكل الوريد المأبضي؟,تكوين الوريد,A,Incorrect
,ما هي المنطقة الأعمق في قشر الكظر؟,ال network,C,Incorrect
,أين يقع التلم الوحشي؟,الدماغ,A,Incorrect
,أين يصب الوريد الكلوي؟,الوريد الأجوف,C,Correct
,أين ترتكز العضلة المدورة الصغيرة؟,ال process of the coracoid,e,Incorrect
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,البلعوم,C,Incorrect
,كم عدد الأعصاب القحفية؟,12,B,Correct
,أين تتوضع نواة العصب العاشر؟,الدماغ,B,Incorrect
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,الغدة,C,Incorrect
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,العصب vagus,B,Incorrect
,ما هو العظم الأضخم في هيكل القدم؟,ال عظم الكعب,B,Incorrect
,أين يوجد النفير البلعومي السمعي؟,الجدار,C,Incorrect
,ما الذي يحد فتحة وينسلو من الأسفل؟,العضلة اللسان,B,Incorrect
,ما يُسمى الوجه الأمامي للوح الكتف؟,الوجه,C,Incorrect
,ما هو الشريان الذي يروي القولون الصاعد؟,الشرايين الكوليك,C,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,الغمد,C,Incorrect
,ما يُدعى القسم العلوي المتسع من الحالب؟,ال pelvis,C,Correct
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,الفتحة,C,Incorrect
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,الطبقة network,A,Incorrect
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,خلايا ليد,B,Correct
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,الظهر,B,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,الغدة,B,Incorrect
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,ال middle cerebral artery,B,Correct
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,الفتحة,C,Incorrect
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,الثال,C,Incorrect
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,LH,A,Correct
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,هرمون محفز الدرقية,C,Correct
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,الطحال,B,Incorrect
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,العضلة triceps,A,Incorrect
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,الخمل,C,Incorrect
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,ال network,B,Incorrect
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,ال branch,B,Incorrect
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,الغشاء,C,Incorrect
,من أين يخرج العصب الشوكي؟,ال column,A,Incorrect
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,ال parasympathetic,B,Correct
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,Third ventricle,C,Correct
,ما الذي يشغل الجزء العلوي من قبة القحف؟,الدماغ,A,Correct
,ما هو العصب الذي يعصب الغدة النكفية؟,العصب glossopharyngeal,C,Correct
,من أين يخرج العصب تحت اللساني؟,الفتحة,A,Incorrect
,ما هي الخلايا البالعة الكبدية؟,خلايا Kupffer,C,Correct
,أين يصب الوريد الصافن الكبير (الأنسي)؟,الوريد الفخذي,A,Correct
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,الشرايين subclavian,A,Incorrect
,ما تُدعى الردب بين عنق الرحم والمهبل؟,ال fornix,C,Correct
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,T2,C,Incorrect
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,الرباط round,C,Incorrect
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,العضلة السارتorius,C,Correct
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,الغشاء,A,Incorrect
,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,الأذين,B,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,الجلد,B,Correct
,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,الشرايين,A,Incorrect
,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,ال sulcus of the insula,C,Incorrect
,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,الجوف,C,Incorrect
,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,الاستقبال,C,Incorrect
,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,خلايا ستار,B,Correct
,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,البطين الأيمن,C,Correct
,ما هو العصب القحفي الثاني؟,الoptic,A,Correct
,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,ال عظم,B,Incorrect
,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,الغضروف الحنك,A,Incorrect
,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,مفصل saddle,A,Correct
,ما هو أكبر أعصاب الجسم؟,العصب sciatic,D,Correct
,كم عدد العضلات بين العظمية الأخمصية؟,Three,A,Incorrect
,أين ينتهي الأبهر النازل؟,at the aortic bifurcation,C,Correct
,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,الخلايا,A,Incorrect
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,الوجه,B,Incorrect
,أين ينفتح الجيب الفكي؟,الجيوب,C,Incorrect
,ما هو أكبر أقسام المعثكلة؟,الغدة,A,Incorrect
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,الغشاء الشبيه,A,Incorrect
,أين ترتكز العضلة الشظوية القصيرة؟,base of the fifth metatarsal,A,Correct
,ما هي المنطقة في الحنجرة التي تشمل الطيتين الصوتيتين والمسافة بينهما؟,الغلق,A,Incorrect
,أين تقع الوهدة في البلعوم؟,البلعوم,B,Incorrect
,ما هي الغدة التي تتوضع تحت الطية اللسانية؟,غدة sublingual,C,Correct
,ما هو العصب الذي ينتقل عبره الحس غير العام (حس الذوق) من الثلث الأمامي للسان؟,ال facial,A,Correct
,ماذا يروي المساريقي العلوي؟,الجهاز الوريدي,A,Incorrect
,ما هي المنطقة الأعمق من قشر الكظر؟,ال network,C,Incorrect
,ما هي الفقرة التي تحتوي على ثقبة فقرية كبيرة ومثلثية الشكل؟,الثانية,A,Incorrect
,ما هو لون قشر الكظر؟,yellow,C,Incorrect
,ما هو النسيج الضام الليفي الذي يرتكز حول السطوح المفصلية؟,الغشاء,A,Incorrect
,كم عدد شدف النخاع الشوكي؟,Three,A,Incorrect
,ما هو التصريف اللمفاوي للثلث الخلفي للسان؟,ال العقد submandibular,E,Incorrect
,ما هي الغدة التي تقوم بإفراز الميلاتونين؟,The pineal gland,C,Correct
,ما هو الشريان الذي له انطباعات على الوجه الداخلي للعظم الصدغي وهو فرع من أي شريان؟,ANSWER: الشريان السحائي,A,Incorrect
,ما هو التصنيف الذي يمكننا من معرفة العضلات التي تشارك في كل مرحلة مفصلية وتطبيق ذلك أثناء الفحص؟,التصنيف الوظيفي,A,Correct
,ما هي الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي؟,arteria interlobular,B,Incorrect
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف حاد؟,ketamine,E,Correct
,ما هو المخدر الذي يتميز بالمباشرة والصحو السريعين؟,بروبوفول,E,Correct
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف رضي حاد؟,ketamine,C,Correct
,ما هو المرخي العضلي الأمثل لتسهيل تنبيب مريض ذي خطورة عالية للاستنشاق؟,روكورونيوم,A,Correct
,ما هو الترياق المناسب للتسمم بالمورفين؟,نالوكسون,A,Correct
,ما الذي يشير إليه بقاء عيني المريض مفتوحتين مع رأرأة خفيفة وحركات غير هادفة بعد إعطائه جرعة من الكيتامين؟,تخدير,E,Incorrect
,ما هو الدواء المنتخب للإرخاء العضلي والتنبيب لمريض يعاني من قصور كلوي ويحتاج لعملية إسعافية؟,ميفاكوريم,C,Incorrect
,ما هو المرخي العضلي المفضل استعماله لمريض سيخضع لجراحة إسعافية ويعاني من قصور كلوي؟,Pancuronium,B,Incorrect
,ماذا يفكك الببسين؟,البروتين,B,Correct
,ما التعبير الصحيح لوصف جزيئات الإيثين في تفاعل تشكيل البولي إيثين؟,مونوم,A,Correct
